Comunidad,Registro,Nº Orden,Municipio,Diócesis,Título,Tipo,Templo y dep. comp. ,Titular,Título dist. de cert. eclesiástica ,Total ,Observación ,Observac_general 
Castilla y León,Almazan,109,Valdespina,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,110,Valdespina,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,111,Valdespina,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,112,Valdespina,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,113,Valdespina,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,114,Valdespina,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,115,Valdespina,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,116,Valdespina,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,402,Velilla de Medinaceli,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,406,Velilla de Medinaceli,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,407,Velilla de Medinaceli,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,408,Velilla de Medinaceli,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,409,Velilla de Medinaceli,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,226,Ventosa del Ducado,Osma-Soria,,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,437,Viana de Duero,Osma-Soria,,Rústico,,Parroquia de la Expectacion de Nuestra Señora,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,438,Viana de Duero,Osma-Soria,,Rústico,,Parroquia de la Expectacion de Nuestra Señora,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,401,Velilla de Medinaceli,Osma-Soria,,Solar,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,45,Ciadueña,Osma-Soria,Virgen de la Soledad,Templo,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,170,Frechilla Almazán,Osma-Soria,Santa María Magdalena,Templo,Si,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,193,Jodra Cardos,Osma-Soria,Virgen de la Soledad,Templo,Si,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,225,Ventosa del Ducado,Osma-Soria,San Miguel Arcangel,Templo,Si,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,1,Abanco,Osma-Soria,Rústica,,,Parroquia de San Pedro,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Almazan,136,Covarrubias,Osma-Soria,Rústica,,,Parroquia de San Juan Anteportamlatinam de Almantiga- Cofradía de San Valentín,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Arenas de San Pedro,6,Arenas de San Pedro,Ávila,Convento-santuario,Terreno y Convento,Si,Orden de Frailes Menores Franciscanos,No,1,Titular Orden Frailes Menores Franciscanos,Comunidades religiosas/Otras Entidades religiosas
Castilla y León,Arevalo,102,San Pascual,Ávila,Parcela 5015 del Polígono 10,Parcela,,Parroquia de la Asunción de Nuestra Señora de San Pascual,Sí,1,No se Ssabe que Dinca Es,Faltan datos para identificar
Castilla y León,Arevalo,103,San Pascual,Ávila,Parcela 5097 del Polígono 9,Parcela,,Parroquia de la Asunción de Nuestra Señora de San Pascual,Sí,1,Es Propiedad de la Cofradia de la Virgen,Otros Titulares
Castilla y León,Arevalo,44,Donjimeno,Ávila,Solar,Solar,,Parroquia de Donjimeno,Sí,1,No Consta Ningún Solar,Faltan datos para identificar
Castilla y León,Arevalo,79,Nava de Arevalo,Ávila,Templo Parroquial,Templo Parroquial,Si,Parroquia de la Asunción de Nuestra Señora,Sí,1,No se Sabe qué Es,Faltan datos para identificar
Castilla y León,Astorga,33,Carrizo,León,Parcela 252 del Polígono 2 Al Sitio de los Tesones,Rústico,,Monasterio Cisterciense de Santa María de Carrizo,Sí,1,Titular Monasterio Cisterciense de Santa María de Carrizo,Comunidades religiosas/Otras Entidades religiosas
Castilla y León,Astorga,34,Carrizo,León,Parcela 33 del Polígono 14 Al Sitio de la Chana Vieja,Rústico,,Monasterio Cisterciense de Santa María de Carrizo,Sí,1,Titular Monasterio Cisterciense de Santa María de Carrizo,Comunidades religiosas/Otras Entidades religiosas
Castilla y León,Astorga,37,Llamas de la Ribera,León,Cementerio Parroquial en Quintanilla de Sollamas en la Carretera 26,Solar,,Parroquia de San Lorenzo de Quintanilla de Sollamas,No,1,Inmatriculado y Vendido,Otros Titulares
Castilla y León,Astudillo,55,Villalaco,Palencia,Casa,Casa con Corral,,Diócesis de Palencia,Sí,1,Vendido,Otros Titulares
Castilla y León,Astudillo,57,Villamedian A,Palencia,Ermita,Ermita,Si,Diócesis de Palencia,No,1,Desconocido,Faltan datos para identificar
Castilla y León,Bejar,104,Molinillo,Salamanca,Cementerio,Cementerio,Si,Diocesis Católica de Salamanca,No,1,"Vendido, en Catastro Consta como Titular Un Particular. Pero Puede que se Inmatriculara, Pero Lo Más Probable es que Sea Anterior a 1998",Otros Titulares
Castilla y León,Bejar,164,San Miguel de Valero,Salamanca,Ermita,Ermita,Si,Diocesis Catolica de Salamaca,No,1,No hay Ninguna Ermita Inventariada en Esta Localidad,Otros / Errores
Castilla y León,Bejar,86,Horcajo de Monemayor,Salamanca,Rústica,Rústico,,Diocesis Católica de Salamanca,No,1,Vendido,Otros Titulares
Castilla y León,Bejar,87,Horcajo de Monemayor,Salamanca,"Paraje “animas”, Polígono 1, Parcela 141",Rústico,,Diocesis Católica de Salamanca,No,1,Vendido,Otros Titulares
Castilla y León,Bejar,88,Horcajo de Monemayor,Salamanca,"Solar, en C/ Ventanas, Nº14",Solar,,Diocesis Católica de Salamanca,No,1,Vendido 2001,Otros Titulares
Castilla y León,Benavente,583,Colinas de Trasmonte,Astorga,Casa en Colinas,Casa Rectoral,Si,Obispado de Astorga,No,1,Vendido 2007,Otros Titulares
Castilla y León,Benavente,744,Rosinos Vidriales,Astorga,Casa,Casa Rectoral,Si,Diócesis de Astorga,No,1,Vendido 2004,Otros Titulares
Castilla y León,Benavente,165,Santa Colomba de la Monjas,Astorga,Casa,Casa Rectoral,Si,Diócesis de Astorga,No,1,Vendido 2006,Otros Titulares
Castilla y León,Benavente,790,Santa Croya,Astorga,Casa Santa Croya,Casa Rectoral,Si,Diócesis de Astorga,No,1,Titular Ayuntamiento Donado 2006,Otros Titulares
Castilla y León,Benavente,204,Vega del Castillo,Astorga,Casa,Casa Rectoral,Si,Obispado de Astorga,No,1,Vendido 2002,Otros Titulares
Castilla y León,Benavente,294,Lubian,Astorga,Cementerio de Lubián,Cementerio,Si,Obispado de Astorga,No,1,"Sin Registrar, no Inmatriculado",No Inmatriculado
Castilla y León,Benavente,316,Pedroso,Astorga,Cementerio,Cementerio,Si,Diócesis de Astorga,No,1,"Sin Registrar, no Inmatriculado",No Inmatriculado
Castilla y León,Benavente,847,La Milla de Tera,Astorga,Cementerio de la Milla de Tera,Cementerio,Si,Diócesis de Astorga,No,1,Titular Ayuntamiento Donado 2014,Otros Titulares
Castilla y León,Benavente,868,Villardeciervos,Astorga,Cementerio,Cementerio,Si,Diócesis de Astorga,Sí,1,Titular Ayuntamiento Donado 2008,Otros Titulares
Castilla y León,Benavente,554,Puebla,Astorga,Seminario - Colegio?,Convento,Si,Obispado de Astorga,Sí,1,Vendido Antes 1998,Otros Titulares
Castilla y León,Benavente,861,Castropepe,Zamora,Solar Huerta,Solar Huerta,,Diócesis de Zamora,No,1,No Inmatriculado,No Inmatriculado
Castilla y León,Benavente,434,Fresno Carballeda,Astorga,Huerta,Huerta,,Diócesis de Astorga,No,1,Vendido 2004,Otros Titulares
Castilla y León,Benavente,295,Lubian,Astorga,Huerta,Huerta,,Obispado de Astorga,No,1,Vendido 2002,Otros Titulares
Castilla y León,Benavente,476,Otero de Bodas,Astorga,Huerta,Huerta Rectoral,Si,Diócesis de Astorga,No,1,Vendido 2012,Otros Titulares
Castilla y León,Benavente,292,Lubian,Astorga,Santuario Tuiza de Lubián,Iglesia,Si,Obispado de Astorga,No,1,"Sin Registrar, no Inmatriculado",No Inmatriculado
Castilla y León,Benavente,302,Hedroso,Astorga,Finca,Rústico,,Obispado de Astorga,No,1,"Sin Registrar, no Inmatriculado",No Inmatriculado
Castilla y León,Benavente,578,Quintanilla de Urz,Astorga,Finca,Rústico,,Diócesis de Astorga,No,1,Vendido 2009,Otros Titulares
Castilla y León,Benavente,504,Remesal,Astorga,Finca,Rústico,,Diócesis de Astorga,No,1,Vendido 2009,Otros Titulares
Castilla y León,Benavente,794,Santa Mªde Valverde,Astorga,Finca,Rústico,,Parroquia de Nuestra Señora,Sí,1,Expropiado,Otros Titulares
Castilla y León,Benavente,481,Val de Santa María,Astorga,Finca,Rústico,,Diócesis de Astorga,Sí,1,Vendido 2015,Otros Titulares
Castilla y León,Benavente,483,Val de Santa María,Astorga,Finca,Rústico,,Diócesis de Astorga,Sí,1,Vendido 2015,Otros Titulares
Castilla y León,Benavente,484,Val de Santa María,Astorga,Finca,Rústico,,Diócesis de Astorga,Sí,1,Vendido 2015,Otros Titulares
Castilla y León,Benavente,485,Val de Santa María,Astorga,Finca,Rústico,,Diócesis de Astorga,Sí,1,Vendido 2015,Otros Titulares
Castilla y León,Benavente,487,Val de Santa María,Astorga,Finca,Rústico,,Diócesis de Astorga,No,1,Vendido 2015,Otros Titulares
Castilla y León,Benavente,488,Val de Santa María,Astorga,Finca,Rústico,,Diócesis de Astorga,No,1,Vendido 2015,Otros Titulares
Castilla y León,Benavente,301,Hedroso,Astorga,Solar,Solar,,Obispado de Astorga,No,1,"Sin Registrar, no Inmatriculado",No Inmatriculado
Castilla y León,Benavente,340,Sagallos,Astorga,Solar,Solar,,Diócesis de Astorga,No,1,Vendido 2011,Otros Titulares
Castilla y León,Benavente,479,Val de Santa María,Astorga,Solar,Solar,,Diócesis de Astorga,No,1,Vendido 2012,Otros Titulares
Castilla y León,Benavente,486,Val de Santa María,Astorga,Solar,Solar,,Diócesis de Astorga,Sí,1,Vendido 2012,Otros Titulares
Castilla y León,Bermillo de Sayago,20,Argusino,Zamora,Casa,Casa,,Parroquia de Argusino,No,1,Sumergida por el Embalse,Otros Titulares
Castilla y León,Bermillo de Sayago,21,Argusino,Zamora,Cementerio,Cementerio,Si,Parroquia de Argusino,No,1,Sumergida por el Embalse,Otros Titulares
Castilla y León,Bermillo de Sayago,22,Argusino,Zamora,Huerto,Huerto,,Parroquia de Argusino,No,1,Sumergida por el Embalse,Otros Titulares
Castilla y León,Bermillo de Sayago,19,Argusino,Zamora,Iglesia,Iglesia,Si,Parroquia de Argusino,No,1,Sumergida por el Embalse,Otros Titulares
Castilla y León,Bermillo de Sayago,284,Viñuela,Zamora,Rústica,Rústico,,Obispado de Zamora,Sí,1,No Inmatriculado,No Inmatriculado
Castilla y León,Bermillo de Sayago,23,Argusino,Zamora,Rústica,Rústico,,Parroquia de Argusino,No,1,Sumergida por el Embalse,Otros Titulares
Castilla y León,Briviesca,160,Prádanos de Bureba,Burgos,Cementerio Parroquial,Cementerio,Si,Parroquia de Prádanos de Bureba,No,1,Titular Ayuntamiento 2001 Cedido,Otros Titulares
Castilla y León,Briviesca,26,Briviesca,Burgos,"Monasterio en C/ Duque de Frias, 17",Monasterio,Si,Monasterio de la Hermanas Pobres de Santa Clara de Lerma - 8/9 Monasterio de Mm. Clarisas de Medina de Pomar - 1/9,No,1,Titular Monasterio Hermanas Pobres Santa Clara de Lerma - 8/9 Monasterio de Mm. Clarisas de Medina de Pomar - 1/9,Comunidades religiosas/Otras Entidades religiosas
Castilla y León,Briviesca,59,Castil de Lences,Burgos,"Solar en C/ Convento, 4",Solar,,Monasterio de la Monjas Clarisas de Castil de Lences,No,1,Titular Monasterio Monjas Clarisas Castil de Lences,Comunidades religiosas/Otras Entidades religiosas
Castilla y León,Burgo de Osma,310,Valdanzo,Osma-Soria,Ermita,Ermita,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,133,Montejo de Tiermes,Osma-Soria,,Otros Rústica,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,134,Montejo de Tiermes,Osma-Soria,,Otros Rústica,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,135,Montejo de Tiermes,Osma-Soria,,Otros Rústica,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,209,Mosarejos,Osma-Soria,,Otros Rústica,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,210,Mosarejos,Osma-Soria,,Otros Rústica,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,173,Osma,Osma-Soria,,Otros Rústica,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,174,Osma,Osma-Soria,,Otros Rústica,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,223,San Esteban Gormaz,Osma-Soria,,Otros Rústica,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,294,Torraño,Osma-Soria,,Otros Rústica,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,123,Losana,Osma-Soria,Parroquia,Otros Urbanos,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,127,Madruedano,Osma-Soria,Cementerio,Otros Urbanos,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,309,Ucero,Osma-Soria,Parroquia,Otros Urbanos,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,302,Ucero,Osma-Soria,Cementerio,Otros Urbanos,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,194,Quintanas Rubias de Arriba,Osma-Soria,Rústica,Rústico,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,224,San Esteban Gormaz,Osma-Soria,Rústica. la Cruz,Rústico,,Obispado de Osma-Soria,No,,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,231,San Leonardo Yagüe,Osma-Soria,Rústica,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,247,Santa María de la Hoyas,Osma-Soria,Rústica. Cubillo de Aldeas,Rústico,,Obispado de Osma-Soria,No,,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,283,Talveila,Osma-Soria,Rústica,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,284,Talveila,Osma-Soria,Rústica,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,329,Valdenebro,Osma-Soria,Rústica,Rústico,,Obispado de Osma-Soria,No,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,71,La Hinojosa,Osma-Soria,Otros Rústica,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,72,La Hinojosa,Osma-Soria,Otros Rústica,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,73,La Hinojosa,Osma-Soria,Otros Rústica,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,120,Losana,Osma-Soria,Solar,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,121,Losana,Osma-Soria,Solar,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,146,Sotillo de Caracena,Osma-Soria,Templo Parr,,Si,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,151,Sotillo Caracena,Osma-Soria,Templo Parr,,Si,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,288,Tarancueña,Osma-Soria,Solar,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,306,Ucero,Osma-Soria,Solar,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,45,Valdelubiel,Osma-Soria,Edificio Servicios,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,325,Valdenarros,Osma-Soria,Solar,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgo de Osma,326,Valdenarros,Osma-Soria,Solar,,,Obispado de Osma-Soria,Sí,1,"Están en el Inventario, Pero no hay Documentación. Quizás Al Inscribir no se Pidió Certificado O se Ha Traspapelado, la Mayoría Son Antiguos",Faltan datos para identificar
Castilla y León,Burgos N.º 02,29,Los Ausines,Burgos,Casa,Casa,,Arzobispado de Burgos,No,1,Vendio 2015,Otros Titulares
Castilla y León,Burgos N.º 02,30,Los Ausines,Burgos,Casa,Casa,,Arzobispado de Burgos,No,1,Vendio 2015,Otros Titulares
Castilla y León,Burgos N.º 02,40,Cabia,Burgos,Cementerio,Cementerio,Si,Parroquia de Cabia,No,1,Titular Ayuntamiento Cedido 2003,Otros Titulares
Castilla y León,Burgos N.º 02,188,Quintanapalla,Burgos,Cementerio,Cementerio,Si,Parroquia de Quintanapalla,No,1,Titular Cedido Ayuntamiento 2003,Otros Titulares
Castilla y León,Carrion de los Condes,77,Villamorco,Palencia,Ermita,Ermita,Si,Diócesis de Palencia,Sí,1,Desconocido,Faltan datos para identificar
Castilla y León,Cervera del Pisuerga,179,San Pedro de Moarves,Palencia,Residencia Sacerdotes y Usos Parroquiale S,Residencia Sacerdotes y Usos Parroquiale S,,Diócesis de Palencia,No,1,Vendido 1998,Otros Titulares
Castilla y León,Cervera del Pisuerga,235,Villaescusa de la Torres,Palencia,Culto Catolico,Urbana Culto Católico,,Diócesis de Palencia,No,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Castilla y León,Cistierna-la Vecilla,119,Valderrueda,León,Casa Rectoral,Casa Rectoral,Si,Parroquia de San Félix de Villamorisca,No,1,Inmatriculado y Vendido,Otros Titulares
Castilla y León,Cistierna-la Vecilla,108,Horreo de Sabero,León,Cementerio,Cementerio,Si,Diócesis de León,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Castilla y León,Cistierna-la Vecilla,45,Carmenes,León,Iglesia,Iglesia,Si,Parroquia de San Pedro Ad Vincula de Crémenes,No,1,"Cármenes no Tiene Nada en la Parroquia Crémenes, Pertenece a Otro Ayuntamiento",Faltan datos para identificar
Castilla y León,Cistierna-la Vecilla,52,Lois,León,Iglesia,Iglesia,Si,Parroquia de la Natividad de Nuestra Señora de Lois,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Castilla y León,Cistierna-la Vecilla,257,Pola de Gordón. Nocedo de Gordon,León,Iglesia,Iglesia,Si,,No,1,"Solo hay Una Iglesia en Nocedo de Gordón. y es la Parroquia de San Juan Bautista de Nocedo de Gordón, Incluido en el Listado. Mal Titular",Otros / Errores
Castilla y León,Cistierna-la Vecilla,183,Carmenes,León,Lamangos,Rústico,,Diócesis de León,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Castilla y León,Cistierna-la Vecilla,184,Carmenes,León,Ceronas,Rústico,,Diócesis de León,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Castilla y León,Cistierna-la Vecilla,322,La Robla,León,Muela,Rústico,,Diócesis de León,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
