Comunidad,Registro,Nº Orden,Municipio,Diócesis,Título,Tipo,Templo y dep. comp. ,Titular,Título dist. de cert. eclesiástica ,Total ,Observación ,Observac_general 
Andalucía,Almeria N.º 02,1,Almería,Almería,Escuela,Escuela,,Obispado de la Diócesis de Almería,No,1,Titular Ayuntamiento de Almería,Otros Titulares
Andalucía,Andújar,14,Arjonilla,Jaén,Finca Rústica,Ermita,Si,Diócesis de Jaén,No,1,Falta de Datos,Faltan datos para identificar
Andalucía,Arcos de la Frontera,1,Arcos de la Frontera,Jerez de la Frontera,Iglesia y Antiguo Asilo de la Caridad,Iglesia y Asilo de la Caridad,Si,Congregación Hermanitas Ancianos Desamparados de Arcos de la Frontera,No,1,Titular Hermanitas Ancianos Desamparados de Arcos de la Frontera,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Bujalance,15,Pedro Abad,Córdoba,Solar,Solar,,Diócesis de Córdoba,Sí,1,No es Propiedad de la Diócesis,Otros Titulares
Andalucía,Cádiz N.º 03,9,Cádiz,Cádiz y Ceuta,Templo Nuestra Señora del Rosario,Iglesia,Si,Dominicos Orden de Predicadores,No,1,Templo del Convento de los Dominicos,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Carmona,11,Carmona,Sevilla,Monasterio de la Santísima Trinidad de Carmona,Monasterio,Si,Religiosas Agustinas Recoletas,No,1,Titular Religiosas Agustinas Recoletas,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Cuevas de Almanzora,5,Cuevas del Almanzora,Almería,Finca Rústica en El Largo,Finca Rústica de la Parroquia,,Obispado de Almería,Sí,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Andalucía,Granada N.º 03,1,Granada,Granada,Haza de Tierra,Rústico,,Seminario Sanatorio Sierra Nevada de Granada,Sí,1,Titular Fundación Seminario Sanatorio Sierra Nevada de Granada,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Granada N.º 03,4,Granada,Granada,Haza de Tierra,Rústico,,Seminario Sanatorio Sierra Nevada de Granada,Sí,1,Titular Fundación Seminario Sanatorio Sierra Nevada de Granada,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Granada N.º 03,29,Granada,Granada,No Vigente (agrupada),Rústico,,Seminario Sanatorio Sierra Nevada de Granada,No,1,Titular Fundación Seminario Sanatorio Sierra Nevada de Granada,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Granada N.º 03,30,Granada,Granada,No Vigente (agrupada),Rústico,,Seminario Sanatorio Sierra Nevada de Granada,No,1,Titular Fundación Seminario Sanatorio Sierra Nevada de Granada,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Granada N.º 03,38,Granada,Granada,Haza de Tierra,Urbana,,Seminario Sanatorio Sierra Nevada de Granada,Sí,1,Titular Fundación Seminario Sanatorio Sierra Nevada de Granada,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Granada N.º 03,5,Granada,Granada,Haza de Tierra,Vivienda Unifamiliar,,Seminario Sanatorio Sierra Nevada de Granada,Sí,1,Titular Fundación Seminario Sanatorio Sierra Nevada de Granada,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Jerez de la Frontera N.º 01,2,Jerez de la Frontera,Jerez de la Frontera,Basílica de Ntra. Sra. de la Merced Coronada,Iglesia,Si,Orden de la Merced Provincia de Castilla,No,1,Titular Orden de la Merced Provincia de Castilla,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Jerez de la Frontera N.º 01,2,Jerez de la Frontera,Jerez de la Frontera,Basílica de Ntra. Sra. del Carmen Coronada,Iglesia,Si,Convento de Padres Carmelitas de la Orden “carmelitas Orden del Carmen”,No,1,Titular Convento Padres Carmelitas de la Orden “carmelitas Orden del Carmen”,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Jerez de la Frontera N.º 03,8,Jerez de la Frontera,Jerez de la Frontera,Casa,Casa,,Obispado de Asidonia Jerez,No,1,Informacion Insuficiente,Faltan datos para identificar
Andalucía,La Linea de la Concepcion,4,La Línea de la Concepción,Cádiz y Ceuta,Inmueble,Urbana,,Obispado de Cádiz y Ceuta,No,1,Desconocid. en la Línea de la Concepción solo 3 Inmuebles,Faltan datos para identificar
Andalucía,Malaga N.º 02,50,Málaga,Málaga,Iglesia Jesuita,Iglesia,Si,Obispado de Málaga,Sí,1,Titular Compañía de Jesús Iglesia Jesuita,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Malaga N.º 02,17,Málaga,Málaga,Solar Anexo a la Iglesia de San Gabriel,Solar,,Obispado de Málaga,No,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Malaga N.º 02,38,Málaga,Málaga,Solar Anexo a la Iglesia del Corpus Christi,Solar,,Obispado de Málaga,No,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Malaga N.º 02,13,Málaga,Málaga,Vivienda,Vivienda,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 02,14,Málaga,Málaga,Vivienda,Vivienda,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 02,15,Málaga,Málaga,Vivienda,Vivienda,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 02,22,Málaga,Málaga,Vivienda,Vivienda,,Obispado de Málaga,No,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 02,26,Málaga,Málaga,Vivienda,Vivienda,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 02,33,Málaga,Málaga,Vivienda,Vivienda,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 02,36,Málaga,Málaga,Vivienda,Vivienda,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 02,37,Málaga,Málaga,Vivienda,Vivienda,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 06,25,Málaga,Málaga,Paraje la Pitas,Escuela Capilla,Si,Obispado de Málaga,No,1,Titular Fundación Diocesana de Enseñanza Santa María de la Victoria,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Malaga N.º 06,4,Málaga,Málaga,Paraje Cortijo de Castillejo,Local Comercial,,Obispado de Málaga,Sí,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Malaga N.º 06,2,Málaga,Málaga,Avda. Fatima,Solar,,Obispado de Málaga,Sí,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Malaga N.º 06,16,Málaga,Málaga,C/ Diego de Baena,Solar,,"Ayuntamiento de Málaga, Derecho de Superficie a Favor del Obispado de Málaga",Sí,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Malaga N.º 06,21,Málaga,Málaga,Paraje los Castillejos,Solar,,Obispado de Málaga,Sí,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Malaga N.º 06,22,Málaga,Málaga,C/ Salvador Dalí,Solar,,Obispado de Málaga,Sí,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Malaga N.º 06,5,Málaga,Málaga,Avda. Miraflores de los Angeles,Vivienda,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 06,7,Málaga,Málaga,C/ Doctor Ruiz Jiménez,Vivienda,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Malaga N.º 09,1,Málaga,Málaga,Convento de Carmelitas,Iglesia,Si,Carmelitas Descalzas del Convento de San José,Sí,1,Titular Carmelitas Descalzas Convento de San José,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Marbella N.º 02,2,Istán,Málaga,Huerto,Huerto,,Iglesia Católica,No,1,No es Titularidad del Obispado,Otros Titulares
Andalucía,Marbella N.º 02,5,Marbella,Málaga,Solar en la C/ Misericordia,Solar,,Iglesia Católica,No,1,No Obispado,Otros Titulares
Andalucía,Marchena,29,Marchena,Sevilla,Convento de la Purísima Concepción,Convento,Si,Congregación Orden Santa Clara,No,1,Titular Congregación Orden Santa Clara,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Marchena,23,Arahal,Sevilla,Monasterio de Ntra. Sra. del Rosario,Monasterio,Si,Congregación Orden de Santo Domingo,No,1,Titular Congregación Orden Santo Domingo,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Orcera,3,Tamarit,Jaén,Olivar Secano,Rústico,,Diócesis de Jaén,Sí,1,Falta de Datos,Faltan datos para identificar
Andalucía,Orcera,22,Cortijos Nuevos,Jaén,Solar,Solar,,Diócesis de Jaén,Sí,1,Falta de Datos,Faltan datos para identificar
Andalucía,Orcera,4,Camino de la Eras,Jaén,"Templo, Sacristía y Dependencias Afines",Templo,Si,Diócesis de Jaén,No,1,Falta de Datos,Faltan datos para identificar
Andalucía,Orcera,7,Orcera,Jaén,Superficie Construida,Vivienda,,Diócesis de Jaén,No,1,Falta de Datos,Faltan datos para identificar
Andalucía,Purchena,17,Lucar,Almería,Casa Sin Nº,Casa,Si,Obispado de Almería,No,1,No es Propiedad de la Diócesis,Otros Titulares
Andalucía,San Fernando N.º 01,2,San Fernando,Cádiz y Ceuta,"Vivienda Unifamiliar en C/ Maestro Portela, 37",Vivienda Unifamiliar,,Fundación Patronato de San José,No,1,Titular Fundación Adolfo Carneiro Cafferata,Otros Titulares
Andalucía,Sevilla N.º 13,7,Sevilla,Sevilla,Santa Inés,Monasterio,Si,Comunidad Religiosa,No,1,Titular Comunidad Religiosa,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Sevilla N.º 17,11,Sevilla,Sevilla,Iglesia de San José,Iglesia,Si,Delegación en Sevilla de la Prelatura del Opus Dei,Sí,1,Titular Delegación en Sevilla Prelatura del Opus Dei,Comunidades religiosas/Otras Entidades religiosas
Andalucía,Úbeda N.º 02,14,Rus,Jaén,Casa,Casa,,Iglesia Católica,No,1,Falta de Datos,Faltan datos para identificar
Andalucía,Valverde del Camino,7,Diseminados de Berrocal,Huelva,Rústica,Rústico,,Diócesis de Huelva,No,1,Inmatriculación 2000 Tiempo Inmemorail y Vendida Ayuntamiento 2008,Otros Titulares
Andalucía,Valverde del Camino,6,Berrocal,Huelva,Urbana,Urbana,,Diócesis de Huelva,No,1,"Baja. Error Inscripción de Propiedad, Cancelado",Otros Titulares
Andalucía,Velez-Málaga N.º 01,3,"Poligono 1, Parcela 389",Málaga,Parcela de Terreno,Iglesia,Si,Obispado de Málaga,No,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Velez-Málaga N.º 01,4,"Polígono 1, Parcela 9579",Málaga,Parcela de Terreno,Iglesia,Si,Obispado de Málaga,No,1,No Obispado,Otros Titulares
Andalucía,Velez-Málaga N.º 02,3,Vélez-Málaga,Málaga,,Parcela de Terreno,,Obispado de Málaga,No,1,No Obispado,Otros Titulares
Andalucía,Velez-Málaga N.º 02,8,Vélez-Málaga,Málaga,,Parcela de Terreno,,Obispado de Málaga,No,1,No Obispado,Otros Titulares
Andalucía,Velez-Málaga N.º 02,10,Vélez-Málaga,Málaga,,Parcela de Terreno,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Velez-Málaga N.º 02,11,Vélez-Málaga,Málaga,,Parcela de Terreno,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Velez-Málaga N.º 02,12,Vélez-Málaga,Málaga,,Parcela de Terreno,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Velez-Málaga N.º 02,14,Vélez-Málaga,Málaga,,Rústico,,Obispado de Málaga,Sí,1,No Obispado,Otros Titulares
Andalucía,Velez-Málaga N.º 02,9,Vélez-Málaga,Málaga,Solar,,,Obispado y Diócesis de Málaga,Sí,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Velez-Málaga N.º 03,4,Vélez-Málaga,Málaga,Ermita,Ermita,Si,Obispado de Málaga,No,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Velez-Málaga N.º 03,7,Vélez-Málaga,Málaga,Ermita,Ermita,Si,Obispado de Málaga,No,1,No hay datos suficientes,Faltan datos para identificar
Andalucía,Villacarrillo,5,Beas de Segura,Jaén,Ermita de San Benito,Iglesia,Si,Diócesis de Jaén,No,1,Falta de Datos,Faltan datos para identificar
Aragon,Albarracín,61,Saldón,Teruel y Albarracín,Edificio de Dos Plantas,Edificio,,Ayuntamiento de Saldon,Sí,1,Vendido Ayuntamiento,Otros Titulares
Aragon,Albarracín,37,Griegos,Teruel y Albarracín,Huerto de la Casa Parroquial,Huerto,,Iglesia Parroquial de Griegos,No,1,Vendido,Otros Titulares
Aragon,Albarracín,4,Albarracín,Teruel y Albarracín,Secano Junto Al Cementerio de Santa María,Urbana,,Parroquia de Santa María y Santiago de Albarracín,No,1,Sin Datos de Propiedad,Faltan datos para identificar
Aragon,Barbastro,81,Hoz de Barbastro,Barbastro-Monzón,Casa Parroquial,Casa Parroquial,Si,Obispado de Barbastro Monzón,No,1,Vendido,Otros Titulares
Aragon,Benabarre,148,Perarrua,Barbastro-Monzón,Casa Parroquial,Casa Parroquial,Si,Obispado Barbastro-monzon,No,1,Vendido no es del Obispado,Otros Titulares
Aragon,Benabarre,130,Roda de Isabena,Barbastro-Monzón,Local Parroquial,Local Parroquial,Si,Obispado Barbastro-monzon,No,1,"Error Inscripción de Propiedad, Unido a Otra Finca, Cancelado",Otros Titulares
Aragon,Boltaña,308,Serrate,Barbastro-Monzón,"Casa Abadía y Patio,",Iglesia,Si,Obispado de Barbastro Monzón,No,1,Cedida Ayuntamiento. no es del Obispado,Otros Titulares
Aragon,Boltaña,305,Serrate,Barbastro-Monzón,"Cultivo Agrario: Pastos Sita en el Paraje O Partida Esponas,",Pastos,,Obispado de Barbastro Monzón,No,1,Vendido no es del Obispado,Otros Titulares
Aragon,Boltaña,299,Aguascaldas,Barbastro-Monzón,"Cultivo Agrario: Labor O Labradío Regadío, Sita en el Paraje O Partida Tancado,",Rústico,,Obispado de Barbastro Monzón,No,1,Vendida,Otros Titulares
Aragon,Boltaña,235,Puyarruego,Barbastro-Monzón,Cultivo Agrario: Pastos en la en la Partida el Llano,Rústico,,Obispado de Barbastro Monzón,No,1,Vendido,Otros Titulares
Aragon,Calamocha,152,Villanueva del Rebollar de la Sierra,Teruel y Albarracín,Cancelada Inscripción Actualmente,Ermita,Si,Parroquia de San Cristóbal de Villanueva del Rebollar,No,1,Cancelada Inscripción Otros / Errores,Otros Titulares
Aragon,Castellote,34,La Iglesuela del Cid,Teruel y Albarracín,"Casa Parroquial, Garaje y Almacén",Edificio,,Obispado de Teruel Albarracín,No,1,No Inmatriculado,No Inmatriculado
Aragon,Castellote,27,Dos Torres de Mercader,Teruel y Albarracín,Era de Trillar,Era de Trillar,,"Parroquia San Abdon y Senen 16,67% Nuda Propiedad",Sí,1,No Inmatriculado,No Inmatriculado
Aragon,Castellote,28,Dos Torres de Mercader,Teruel y Albarracín,Era de Trillar,Era de Trillar,,Parroquia San Abdon y Senen 25% Nuda Propiedad,Sí,1,No Inmatriculado,No Inmatriculado
Aragon,Castellote,65,Seno,Teruel y Albarracín,Ermita,Ermita,Si,Parroquia de Santa María Magdalena,No,1,"No Existe Ermita, Ruinas",Otros / Errores
Aragon,Castellote,31,Dos Torres de Mercader,Teruel y Albarracín,Rústica,Regadío,,Parroquia San Abdon y Senen 100% Nuda Propiedad,Sí,1,No Inmatriculado,No Inmatriculado
Aragon,Castellote,16,Castellote,Teruel y Albarracín,Rústica,Rústico,,Parroquia de San Miguel Arcángel,No,1,No Identificable,Faltan datos para identificar
Aragon,Castellote,25,Dos Torres de Mercader,Teruel y Albarracín,Rústica,Rústico,,Parroquia San Abdon y Senen 100% Nuda Propiedad,Sí,1,No Inmatriculado,No Inmatriculado
Aragon,Castellote,26,Dos Torres de Mercader,Teruel y Albarracín,Rústica,Rústico,,Parroquia San Abdon y Senen 100% Nuda Propiedad,Sí,1,No Inmatriculado,No Inmatriculado
Aragon,Castellote,29,Dos Torres de Mercader,Teruel y Albarracín,Edificio Pajar y Corral,Rústico,,Parroquia San Abdon y Senen 50% Nuda Propiedad,Sí,1,No Inmatriculado,No Inmatriculado
Aragon,Castellote,30,Dos Torres de Mercader,Teruel y Albarracín,Rústica,Rústico,,Parroquia San Abdon y Senen 100% Nuda Propiedad,Sí,1,No Inmatriculado,No Inmatriculado
Aragon,Castellote,59,Molinos,Teruel y Albarracín,Rústica,Rústico,,Parroquia de Molinos,Sí,1,No Existe,Otros / Errores
Aragon,Jaca,24,Arres,Jaca,En Partida Lapida,Campo de Secano,,Obispado de Jaca,No,1,No Pertenece a la Diócesis,Otros Titulares
Aragon,Jaca,111,Las Peñas de Riglos,Jaca,Campo Casa,Otras Rústicas,,Obispado de Jaca Obispado de Huesca,No,1,Vendido 2000,Otros Titulares
Aragon,Mora de Rubielos,7,Abejuela,Teruel y Albarracín,Ermita Virgen Desamparados,Ermita,Si,Parroquia de Abejuela,No,1,Está Destruída,Otros / Errores
Aragon,Mora de Rubielos,74,Mezquita de Jarque,Teruel y Albarracín,"Rústica de Concetracion Parcelaria a Cereal Secano, Polígono 47 Parcela 21",Rústico,Si,Parroquia de Mezquita de Jarque,Sí,1,No Consta la Concentración Parcelaria,Faltan datos para identificar
Aragon,Sabiñanigo,78,Ordovés,Jaca,Finca Pastos Denominada Finca Parroquial,Rústico,,Obispado de Jaca Obispado de Huesca,No,1,Error Inscripción Propiedad. 2017 Baja,Otros Titulares
Aragon,Sabiñanigo,79,Ordovés,Jaca,Finca Pastos Denominada Finca Parroquial,Rústico,,Obispado de Jaca Obispado de Huesca,No,1,Error Inscripción Prpiedad. 2017 Baja,Otros Titulares
Aragon,Sabiñanigo,16,Piedrafita de Jaca,Jaca,Solar,Solar,,Obispado de Jaca,No,1,"Baja. Error Inscripción de Propiedad, Cancelado, Estaba Vendido",Otros Titulares
Aragon,Tamarite de Litera,39,Estopiñán del Castillo,Barbastro-Monzón,Casa en C/ Mayor 3,Casa,,Parroquia Estopiñán,No,1,Cedida Ayuntamiento. no es del Obispado,Otros Titulares
Aragon,Teruel y Merc. y B.M,60,Teruel,Teruel y Albarracín,Convento Iglesia Parroquia Santos Mártires y Convento,Convento-iglesia Parroquial,Si,Franciscanos Frailes Menores,No,1,Titular Franciscanos Frailes Menores 2012,Comunidades religiosas/Otras Entidades religiosas
Aragon,Teruel y Merc. y B.M,46,Teruel,Teruel y Albarracín,Garaje,Garaje,,Diócesis de Teruel y Albarracín,Sí,,No se Sabe a que Garaje se Refiere,Faltan datos para identificar
Aragon,Teruel y Merc. y B.M,47,Teruel,Teruel y Albarracín,Garaje,Garaje,,Diócesis de Teruel y Albarracín,Sí,,No se Sabe a que Garaje se Refiere,Faltan datos para identificar
Aragon,Teruel y Merc. y B.M,56,Teruel Villaspesa,Teruel y Albarracín,Garaje,Garaje,,Parroquia de Villaspesa,Sí,1,Desconocido,Faltan datos para identificar
Aragon,Teruel y Merc. y B.M,58,Teruel,Teruel y Albarracín,Solar,Solar,,Congregación de Hermanas Franciscanas de la Inmaculada,No,,Titular Congregación Hermanas Franciscanas de la Inmaculada,Comunidades religiosas/Otras Entidades religiosas
Aragon,Teruel y Merc. y B.M,62,Teruel,Teruel y Albarracín,Templo,Templo,Si,Obispado de Teruel Albarracín,No,,No se Sabe a que Templo se Refiere,Faltan datos para identificar
Aragon,Teruel y Merc. y B.M,57,Teruel,Teruel y Albarracín,Trastero,Trastero,,Parroquia de Villaspesa,No,,Desconocido,Faltan datos para identificar
Aragon,Teruel y Merc. y B.M,48,Teruel,Teruel y Albarracín,Urbana,Urbana,,Diócesis de Teruel y Albarracín,No,,No se Sabe a que Urbana se Refiere,Faltan datos para identificar
Aragon,Teruel y Merc. y B.M,49,Teruel,Teruel y Albarracín,Urbana,Urbana,,Diócesis de Teruel y Albarracín,No,,No se Sabe a que Urbana se Refiere,Faltan datos para identificar
Aragon,Teruel y Merc. y B.M,50,Teruel,Teruel y Albarracín,Urbana,Urbana,,Diócesis de Teruel y Albarracín,No,,No se Sabe a que Urbana se Refiere,Faltan datos para identificar
Aragon,Teruel y Merc. y B.M,54,Teruel,Teruel y Albarracín,Vivienda,Vivienda,,Parroquia de Villaspesa,Sí,,Desconocido,Faltan datos para identificar
Asturias,Aviles N.º 02,5,Avilés,Oviedo,Capilla de San Roque,Capilla,Si,Diócesis de Oviedo,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Cangas de Onís,2,Cangas de Onís,Oviedo,,Terreno,,Santa Iglesia Católica Apostólica y Romana,Sí,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Cangas de Onís,3,Cangas de Onís,Oviedo,,Terreno,,Arzobispado de Oviedo,Sí,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Gijon N.º 06,1,"Gijón, Leorio",Oviedo,Monte,Terreno,,Arzobispado de Oviedo,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Infiesto,1,Cabranes,Oviedo,,Rústico,,Diócesis de Oviedo,Sí,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Oviedo N.º 03,3,Oviedo,Oviedo,No hay Datos,Templo Parroquial,Si,Santa Iglesia Católica Apostólica y Romana,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Oviedo N.º 03,4,Oviedo,Oviedo,No hay Datos,Templo Parroquial,Si,Santa Iglesia Católica Apostólica y Romana,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Pola de Lena,81,La Iglesia,Oviedo,Cementerio,Cementerio,Si,Diócesis de Oviedo,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Pola de Lena,82,La Iglesia,Oviedo,Iglesia,Iglesia,Si,Diócesis de Oviedo,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Pola de Siero,13,Siero,Oviedo,Locales Parroquiales,Locales,Si,Archidiócesis de Oviedo,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Pravia- Belmonte de Miranda,133,Belmonte de Miranda,Oviedo,Cementerio,Cementerio,Si,Iglesia Católica,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Pravia- Belmonte de Miranda,118,Gradorañec Es,Oviedo,Cementerio Privado,Cementerio,Si,Iglesia Católica,No,1,Error Inscripción Propiedad. en Gestión,Otros Titulares
Asturias,Pravia- Belmonte de Miranda,48,Belmonte de Miranda,Oviedo,Iglesia,Iglesia,Si,Iglesia Católica,No,1,Desconocido / Información Incompleta 208 Km el Municipio,Faltan datos para identificar
Asturias,Pravia- Belmonte de Miranda,130,Grado,Oviedo,Iglesia,Iglesia,Si,Iglesia Católica,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Pravia- Belmonte de Miranda,299,Teverga. no es de la Iglesia,Oviedo,,Iglesia,Si,Iglesia Católica,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Pravia- Belmonte de Miranda,268,Cuña,Oviedo,Terreno,Terreno,,Iglesia Católica,No,1,"Desconocido, Información Incompleta",Faltan datos para identificar
Asturias,Pravia- Belmonte de Miranda,149,Salas Godan,Oviedo,Cementerio,Terreno,,Iglesia Católica,No,1,Error Inscripción Propiedad Ayuntamiento. en Gestión,Otros Titulares
Baleares,Eivissa N.º 01 y Merc,1,Eivissa,Ibiza,Can Rabell,Casa,,,,1,No Aparece en el Archivo,Faltan datos para identificar
Baleares,Eivissa N.º 01 y Merc,11,Eivissa,Ibiza,Parcela,Parcela,,,,1,No Figura en los Archivos,Faltan datos para identificar
Baleares,Felanitx N.º 01,3,Felanitx,Mallorca,Oratorio Inmaculada Concepción,Oratorio,Si,Iglesia de Mallorca,No,1,"Desconocido, Imposible Identificar",Faltan datos para identificar
Baleares,Inca N.º 01,5,"Templo Parroquial con Sacristia y Edificaciones Anejas, en la Plaza de L’ Esglesia, 1",Mallorca,Templo Parroquial,Templo Parroquial,Si,Obispado de Mallorca,No,1,"Desconocido, Imposible Identificar",Faltan datos para identificar
Baleares,Manacor N.º 02,6,Arta,Mallorca,Vivienda,Vivienda,,Obispado de Mallorca,No,1,"Desconocido, Imposible Identificar",Faltan datos para identificar
Baleares,Mao y Merc,7,Mahón,Menorca,Casa Convento E Iglesia de la Religiosas Concepcionistas Franciscanas de Mahón,Casa Convento e Iglesia,Si,Religiosas Concepcionistas Franciscanas,No,1,Titular Religiosas Concepcionistas Franciscanas,Comunidades religiosas/Otras Entidades religiosas
Baleares,Mao y Merc,4,Alaior,Menorca,Iglesia de San Diego,Iglesia,Si,Ayuntamiento de Alaior,Sí,1,Titular Ayuntamiento de Alaior. Vendido,Otros Titulares
Baleares,Palma de Mallorca N.º 02,2,Palma de Mallorca,Mallorca,"Solar en Plaza Vicari Josep Llinàs,1",Solar,,Obispado de Mallorca,No,1,"Desconocido, Imposible Identificar",Faltan datos para identificar
Baleares,Palma de Mallorca N.º 03,4,Palma de Mallorca,Mallorca,Vivienda,Vivienda,,Obispado de Mallorca,No,1,"Desconocido, Imposible Identificar",Faltan datos para identificar
Baleares,Palma de Mallorca N.º 03,5,Palma de Mallorca,Mallorca,Vivienda,Vivienda,,Obispado de Mallorca,No,1,"Desconocido, Imposible Identificar",Faltan datos para identificar
Baleares,Palma de Mallorca N.º 08,11,Palma Sección Ii,Mallorca,Edificio,Edificio,,Iglesia Católica,Sí,1,"Desconocido, Imposible Identificar",Faltan datos para identificar
Baleares,Palma de Mallorca N.º 08,14,Palma Sección Ii,Mallorca,Iglesia,Iglesia,Si,Obispado de Mallorca,Sí,1,"Desconocido, Imposible Identificar",Faltan datos para identificar
Baleares,Palma de Mallorca N.º 4,1,Llucmajor,Mallorca,Colindante Al Templo. Colindante del Arenal,Solar,,Iglesia Católica Mitra Diocesana de Mallorca,Sí,1,"Desconocido, Imposible Identificar",Faltan datos para identificar
Baleares,Pollença,3,Cancelada la Inscripción,Mallorca,Iglesia,,Si,Parroquia de la Mare de Déu Dels Angels de Pollensa,No,1,"Baja. Error Inscripción de Propiedad, Cancelado",Otros Titulares
Baleares,Pollença,6,Cancelada la Inscripción,Mallorca,Iglesia,,Si,Parroquia de la Mare de Déu Dels Angels de Pollensa,No,1,"Baja. Error Inscripción de Propiedad, Cancelado",Otros Titulares
Canarias,El Rosario,1,Santa Cruz de Tenerife,Tenerife,Vivienda,Vivienda,,Obispado de Tenerife,Sí,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,El Rosario,2,Santa Cruz de Tenerife,Tenerife,Vivienda Dúplex,Vivienda,,Obispado de Tenerife,Sí,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,El Rosario,3,Santa Cruz de Tenerife,Tenerife,Vivienda,Vivienda,,Obispado de Tenerife,Sí,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,El Rosario,4,Santa Cruz de Tenerife,Tenerife,Vivienda,Vivienda,,Obispado de Tenerife,Sí,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,El Rosario,8,Santa Cruz de Tenerife,Tenerife,Vivienda Unifamiliar,Vivienda,,"Fundacion Canonica Maria, Madre Iglesia",Sí,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,El Rosario,9,Duda en Municipio - Inmueble Sin Ubicar,Tenerife,Parroquia,,Si,Diócesis de Tenerife,Sí,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
Canarias,San Cristobal de la Laguna N.º 03,24,Duda en Municipio - Inmueble Sin Ubicar,Tenerife,Calvario,Calvario,Si,Obispado de Tenerife,Sí,1,No se Puede Comprobar por Falta de Datos,Faltan datos para identificar
