CCAA,provincia,localidad,nombre,lat,long
Navarra,Navarra,Larraga,Hotel Asador El Castillo,42.559833,-1.847141
Navarra,Navarra,Marcilla,Villamarcilla,42.3344529,-1.7190236
Navarra,Navarra,Noáin,Izaga,42.773643,-1.6363909
Navarra,Navarra,Pamplona,Hostal Acella 4,42.8064919,-1.6630635
Navarra,Navarra,Pamplona,Landaben,42.81027599999999,-1.6864782
Navarra,Navarra,Pamplona,Mesón del Barro III,42.8061391,-1.6627147
Navarra,Navarra,Villafranca,Bardenas,42.2632791,-1.7388917
País Vasco,Alava,Vitoria,Apartamentos Diván,42.8615629,-2.6939068
País Vasco,Alava,Vitoria,Apartamentos Irenaz,42.8651648,-2.6951639
País Vasco,Alava,Vitoria,Gran Hotel Lakua,42.8690225,-2.6894768
País Vasco,Alava,Vitoria,Hotel Hito,42.8434576,-2.6739487
País Vasco,Bizkaia,Basauri,Hostal Ariz,43.2354232,-2.8823781
País Vasco,Bizkaia,Bilbao,Abba Suites Bilbao City Center,43.2674988,-2.9270984
País Vasco,Bizkaia,Bilbao,Apartamentos Turísticos Santiago,43.2613053,-2.9363872
País Vasco,Bizkaia,Bilbao,Gran Hotel Domine,43.26722220000001,-2.9338889
País Vasco,Bizkaia,Bilbao,NIX Hotel Bilbao,43.2594755,-2.923695
País Vasco,Bizkaia,Bilbao,Bilbao Centric Apartment 1,43.2649746,-2.9342613
País Vasco,Bizkaia,Bilbao,Hotel Arriaga,43.2590286,-2.9253206
País Vasco,Bizkaia,Bilbao,Pensión de la Fuente,43.2585408,-2.923354
País Vasco,Bizkaia,Gernika-Lumo,Hotel Boliña,43.315052,-2.6773448
País Vasco,Bizkaia,Munguia,Hotel Palacio Urgoiti,43.3219818,-2.8662766
País Vasco,Bizkaia,Muskiz,Apartamentos Mugarri,43.345284,-3.126377
País Vasco,Bizkaia,Zierbena,Apartamentos La Arena,43.3484635,-3.1122639
País Vasco,Guipúzcoa,Astigarraga,Pensión Astigarraga,43.2735907,-1.9533641
País Vasco,Guipúzcoa,Beasain,Casa Rural Pagorriaga,43.1009374,-2.2150662
País Vasco,Guipúzcoa,Elgeta,Casa Rural Eguskitza,43.1426635,-2.487828
País Vasco,Guipúzcoa,Eskoriatza,Gorosarri Landetxea,42.9946006,-2.5630693
País Vasco,Guipúzcoa,Getaria,Pensión Iribar,43.3041221,-2.2035101
País Vasco,Guipúzcoa,Hernani,Arrobi Ostatua,43.2669466,-1.981504
País Vasco,Guipúzcoa,Irún,Hotel Alcázar Irún Centro Ciudad,43.3413696,-1.7905038
País Vasco,Guipúzcoa,Legazpi,Hostal Mauleon,43.05185660000001,-2.3321811
País Vasco,Guipúzcoa,Lezo,Casa Rural Endara,43.3276262,-1.8681672
País Vasco,Guipúzcoa,Mutriku,Casa Rural Pikua,43.300704,-2.375706
País Vasco,Guipúzcoa,Oñati,Hotel Torre Zumeltzegi,43.0349998,-2.4128823
País Vasco,Guipúzcoa,San Sebastián,Pensión Legazpi,43.321846,-1.9822997
País Vasco,Guipúzcoa,San Sebastián,Atotxa Rooms,43.3180771,-1.9758821
País Vasco,Guipúzcoa,San Sebastián,Hotel Arrizul Beach*,43.3239639,-1.9780111
País Vasco,Guipúzcoa,San Sebastián,Hotel Distrito Oeste,43.3060448,-2.0058739
País Vasco,Guipúzcoa,San Sebastián,Irenaz Apartamentos,43.2893198,-1.9904391
País Vasco,Guipúzcoa,Usurbil,Hotel Atxega Jaureguia,43.2711227,-2.0539978
País Vasco,Guipúzcoa,Zarautz,Museum Zarautz Apartamentuak,43.2844651,-2.1778081
País Vasco,Guipúzcoa,Zarautz,Lazkano-Enea,43.0329906,-2.1695855
