fecha,cod_ine,ccaa,ia14d
2021-01-25,14,Murcia,1371.91
2021-01-25,15,Navarra,471.56
2021-01-25,16,País Vasco,457.97
2021-01-25,17,La Rioja,1266.11
2021-01-25,00,España,884.7
2021-01-26,01,Andalucía,913.83
2021-01-26,02,Aragón,759.73
2021-01-26,03,Asturias,511.34
2021-01-26,04,Baleares,663.79
2021-01-26,05,Canarias,188.59
2021-01-26,06,Cantabria,405.45
2021-01-26,08,Castilla La Mancha,1254.54
2021-01-26,07,Castilla y León,1377.3
2021-01-26,09,Cataluña,613.94
2021-01-26,18,Ceuta,539.06
2021-01-26,10,C. Valenciana,1423.39
2021-01-26,11,Extremadura,1330.32
2021-01-26,12,Galicia,726.06
2021-01-26,13,Madrid,962.45
2021-01-26,19,Melilla,974.71
2021-01-26,14,Murcia,1382.49
2021-01-26,15,Navarra,486.69
2021-01-26,16,País Vasco,457.2
2021-01-26,17,La Rioja,1300.2
2021-01-26,00,España,893.91
2021-01-27,01,Andalucía,919.12
2021-01-27,02,Aragón,772.76
2021-01-27,03,Asturias,538.33
2021-01-27,04,Baleares,649.35
2021-01-27,05,Canarias,187.24
2021-01-27,06,Cantabria,394.1
2021-01-27,08,Castilla La Mancha,1269.34
2021-01-27,07,Castilla y León,1397.3
2021-01-27,09,Cataluña,589.7
2021-01-27,18,Ceuta,529.62
2021-01-27,10,C. Valenciana,1459.82
2021-01-27,11,Extremadura,1283.78
2021-01-27,12,Galicia,742.77
2021-01-27,13,Madrid,988.54
2021-01-27,19,Melilla,985.12
2021-01-27,14,Murcia,1347.35
2021-01-27,15,Navarra,491.74
2021-01-27,16,País Vasco,468.16
2021-01-27,17,La Rioja,1303.35
2021-01-27,00,España,899.93
2021-01-28,01,Andalucía,886.02
2021-01-28,02,Aragón,771.32
2021-01-28,03,Asturias,566.29
2021-01-28,04,Baleares,631.86
2021-01-28,05,Canarias,186.45
2021-01-28,06,Cantabria,397.54
2021-01-28,08,Castilla La Mancha,1238.2
2021-01-28,07,Castilla y León,1414.68
2021-01-28,09,Cataluña,573.47
2021-01-28,18,Ceuta,549.68
2021-01-28,10,C. Valenciana,1438.4
2021-01-28,11,Extremadura,1224.86
2021-01-28,12,Galicia,751.81
2021-01-28,13,Madrid,994.79
2021-01-28,19,Melilla,1004.78
2021-01-28,14,Murcia,1338.44
2021-01-28,15,Navarra,493.26
2021-01-28,16,País Vasco,492.62
2021-01-28,17,La Rioja,1324.19
2021-01-28,00,España,889.93
2021-01-29,01,Andalucía,899.07
2021-01-29,02,Aragón,758.29
2021-01-29,03,Asturias,592.0
2021-01-29,04,Baleares,616.46
2021-01-29,05,Canarias,184.59
2021-01-29,06,Cantabria,394.61
2021-01-29,08,Castilla La Mancha,1205.0
2021-01-29,07,Castilla y León,1402.89
2021-01-29,09,Cataluña,564.22
2021-01-29,18,Ceuta,562.65
2021-01-29,10,C. Valenciana,1431.28
2021-01-29,11,Extremadura,1178.41
2021-01-29,12,Galicia,768.18
2021-01-29,13,Madrid,993.02
2021-01-29,19,Melilla,1029.06
2021-01-29,14,Murcia,1285.5
2021-01-29,15,Navarra,495.56
2021-01-29,16,País Vasco,509.79
2021-01-29,17,La Rioja,1347.23
2021-01-29,00,España,886.67
2021-02-01,01,Andalucía,959.28
2021-02-01,02,Aragón,671.72
2021-02-01,03,Asturias,628.76
2021-02-01,04,Baleares,555.83
2021-02-01,05,Canarias,185.61
2021-02-01,06,Cantabria,382.74
2021-02-01,08,Castilla La Mancha,1127.38
2021-02-01,07,Castilla y León,1330.63
2021-02-01,09,Cataluña,548.66
2021-02-01,18,Ceuta,581.53
2021-02-01,10,C. Valenciana,1352.22
2021-02-01,11,Extremadura,1000.37
2021-02-01,12,Galicia,780.48
2021-02-01,13,Madrid,978.2
2021-02-01,19,Melilla,1074.15
2021-02-01,14,Murcia,1098.87
2021-02-01,15,Navarra,487.76
2021-02-01,16,País Vasco,532.66
2021-02-01,17,La Rioja,1304.3
2021-02-01,00,España,865.67
2021-02-02,01,Andalucía,930.67
2021-02-02,02,Aragón,660.28
2021-02-02,03,Asturias,649.0
2021-02-02,04,Baleares,523.2
2021-02-02,05,Canarias,180.46
2021-02-02,06,Cantabria,386.52
2021-02-02,08,Castilla La Mancha,1105.73
2021-02-02,07,Castilla y León,1293.95
2021-02-02,09,Cataluña,519.86
2021-02-02,18,Ceuta,600.4
2021-02-02,10,C. Valenciana,1382.44
2021-02-02,11,Extremadura,916.92
2021-02-02,12,Galicia,770.18
2021-02-02,13,Madrid,954.72
2021-02-02,19,Melilla,1040.62
2021-02-02,14,Murcia,1016.0
2021-02-02,15,Navarra,484.55
2021-02-02,16,País Vasco,537.1
2021-02-02,17,La Rioja,1268.95
2021-02-02,00,España,846.84
2021-02-03,01,Andalucía,900.41
2021-02-03,02,Aragón,689.61
2021-02-03,03,Asturias,656.73
2021-02-03,04,Baleares,490.32
2021-02-03,05,Canarias,177.12
2021-02-03,06,Cantabria,376.37
2021-02-03,08,Castilla La Mancha,1065.98
2021-02-03,07,Castilla y León,1240.19
2021-02-03,09,Cataluña,494.34
2021-02-03,18,Ceuta,603.94
2021-02-03,10,C. Valenciana,1323.02
2021-02-03,11,Extremadura,845.08
2021-02-03,12,Galicia,756.81
2021-02-03,13,Madrid,918.14
2021-02-03,19,Melilla,1002.46
2021-02-03,14,Murcia,931.46
2021-02-03,15,Navarra,478.74
2021-02-03,16,País Vasco,538.78
2021-02-03,17,La Rioja,1233.59
2021-02-03,00,España,815.82
2021-02-04,01,Andalucía,888.62
2021-02-04,02,Aragón,676.8
2021-02-04,03,Asturias,651.84
2021-02-04,04,Baleares,463.78
2021-02-04,05,Canarias,173.73
2021-02-04,06,Cantabria,360.19
2021-02-04,08,Castilla La Mancha,981.52
2021-02-04,07,Castilla y León,1177.76
2021-02-04,09,Cataluña,477.02
2021-02-04,18,Ceuta,589.78
2021-02-04,10,C. Valenciana,1245.0
2021-02-04,11,Extremadura,770.15
2021-02-04,12,Galicia,730.17
2021-02-04,13,Madrid,888.54
2021-02-04,19,Melilla,949.28
2021-02-04,14,Murcia,841.49
2021-02-04,15,Navarra,478.28
2021-02-04,16,País Vasco,536.33
2021-02-04,17,La Rioja,1160.36
2021-02-04,00,España,783.25
2021-02-05,01,Andalucía,854.97
2021-02-05,02,Aragón,665.74
2021-02-05,03,Asturias,644.11
2021-02-05,04,Baleares,423.85
2021-02-05,05,Canarias,169.08
2021-02-05,06,Cantabria,349.87
2021-02-05,08,Castilla La Mancha,915.75
2021-02-05,07,Castilla y León,1117.04
2021-02-05,09,Cataluña,462.92
2021-02-05,18,Ceuta,566.19
2021-02-05,10,C. Valenciana,1190.48
2021-02-05,11,Extremadura,698.6
2021-02-05,12,Galicia,699.28
2021-02-05,13,Madrid,860.48
2021-02-05,19,Melilla,909.96
2021-02-05,14,Murcia,771.67
2021-02-05,15,Navarra,465.29
2021-02-05,16,País Vasco,532.48
2021-02-05,17,La Rioja,1077.97
2021-02-05,00,España,750.77
2021-02-08,01,Andalucía,780.82
2021-02-08,02,Aragón,599.49
2021-02-08,03,Asturias,599.24
2021-02-08,04,Baleares,342.77
2021-02-08,05,Canarias,157.38
2021-02-08,06,Cantabria,307.19
2021-02-08,08,Castilla La Mancha,770.29
2021-02-08,07,Castilla y León,936.26
2021-02-08,09,Cataluña,445.24
2021-02-08,18,Ceuta,546.14
2021-02-08,10,C. Valenciana,994.99
2021-02-08,11,Extremadura,542.38
2021-02-08,12,Galicia,603.48
2021-02-08,13,Madrid,800.9
2021-02-08,19,Melilla,846.37
2021-02-08,14,Murcia,613.16
2021-02-08,15,Navarra,418.98
2021-02-08,16,País Vasco,516.18
2021-02-08,17,La Rioja,929.3
2021-02-08,00,España,667.33
2021-02-09,01,Andalucía,731.17
2021-02-09,02,Aragón,578.95
2021-02-09,03,Asturias,580.86
2021-02-09,04,Baleares,309.88
2021-02-09,05,Canarias,155.06
2021-02-09,06,Cantabria,294.45
2021-02-09,08,Castilla La Mancha,720.26
2021-02-09,07,Castilla y León,870.96
2021-02-09,09,Cataluña,414.57
2021-02-09,18,Ceuta,530.8
2021-02-09,10,C. Valenciana,965.15
2021-02-09,11,Extremadura,491.05
2021-02-09,12,Galicia,569.03
2021-02-09,13,Madrid,759.58
2021-02-09,19,Melilla,811.68
2021-02-09,14,Murcia,537.25
2021-02-09,15,Navarra,400.17
2021-02-09,16,País Vasco,506.48
2021-02-09,17,La Rioja,852.59
2021-02-09,00,España,630.0
2021-02-10,01,Andalucía,681.24
2021-02-10,02,Aragón,547.34
2021-02-10,03,Asturias,548.4
2021-02-10,04,Baleares,276.04
2021-02-10,05,Canarias,149.49
2021-02-10,06,Cantabria,288.77
2021-02-10,08,Castilla La Mancha,644.51
2021-02-10,07,Castilla y León,793.48
2021-02-10,09,Cataluña,391.68
2021-02-10,18,Ceuta,543.78
2021-02-10,10,C. Valenciana,879.44
2021-02-10,11,Extremadura,427.27
2021-02-10,12,Galicia,528.91
2021-02-10,13,Madrid,711.78
2021-02-10,19,Melilla,771.21
2021-02-10,14,Murcia,465.76
2021-02-10,15,Navarra,383.36
2021-02-10,16,País Vasco,497.02
2021-02-10,17,La Rioja,769.26
2021-02-10,00,España,584.15
2021-02-11,01,Andalucía,635.21
2021-02-11,02,Aragón,510.73
2021-02-11,03,Asturias,517.5
2021-02-11,04,Baleares,257.08
2021-02-11,05,Canarias,145.07
2021-02-11,06,Cantabria,272.6
2021-02-11,08,Castilla La Mancha,577.02
2021-02-11,07,Castilla y León,719.76
2021-02-11,09,Cataluña,375.25
2021-02-11,18,Ceuta,503.67
2021-02-11,10,C. Valenciana,777.07
2021-02-11,11,Extremadura,372.57
2021-02-11,12,Galicia,497.31
2021-02-11,13,Madrid,669.82
2021-02-11,19,Melilla,742.31
2021-02-11,14,Murcia,413.95
2021-02-11,15,Navarra,362.42
2021-02-11,16,País Vasco,477.95
2021-02-11,17,La Rioja,645.52
2021-02-11,00,España,540.3
2021-02-12,01,Andalucía,587.73
2021-02-12,02,Aragón,483.44
2021-02-12,03,Asturias,485.33
2021-02-12,04,Baleares,228.46
2021-02-12,05,Canarias,143.17
2021-02-12,06,Cantabria,256.94
2021-02-12,08,Castilla La Mancha,504.56
2021-02-12,07,Castilla y León,655.21
2021-02-12,09,Cataluña,344.84
2021-02-12,18,Ceuta,496.6
2021-02-12,10,C. Valenciana,690.66
2021-02-12,11,Extremadura,324.06
2021-02-12,12,Galicia,462.09
2021-02-12,13,Madrid,625.85
2021-02-12,19,Melilla,707.62
2021-02-12,14,Murcia,364.01
2021-02-12,15,Navarra,338.88
2021-02-12,16,País Vasco,457.97
2021-02-12,17,La Rioja,573.87
2021-02-12,00,España,496.01
2021-02-15,01,Andalucía,498.37
2021-02-15,02,Aragón,433.57
2021-02-15,03,Asturias,416.41
2021-02-15,04,Baleares,186.52
2021-02-15,05,Canarias,132.72
2021-02-15,06,Cantabria,222.69
2021-02-15,08,Castilla La Mancha,399.09
2021-02-15,07,Castilla y León,508.35
2021-02-15,09,Cataluña,325.45
2021-02-15,18,Ceuta,476.54
2021-02-15,10,C. Valenciana,505.68
2021-02-15,11,Extremadura,241.08
2021-02-15,12,Galicia,374.0
2021-02-15,13,Madrid,559.37
2021-02-15,19,Melilla,616.28
2021-02-15,14,Murcia,287.24
2021-02-15,15,Navarra,279.88
2021-02-15,16,País Vasco,406.38
2021-02-15,17,La Rioja,404.99
2021-02-15,00,España,416.91
2021-02-16,01,Andalucía,454.37
2021-02-16,02,Aragón,416.66
2021-02-16,03,Asturias,382.48
2021-02-16,04,Baleares,168.86
2021-02-16,05,Canarias,127.29
2021-02-16,06,Cantabria,215.98
2021-02-16,08,Castilla La Mancha,367.12
2021-02-16,07,Castilla y León,464.84
2021-02-16,09,Cataluña,291.71
2021-02-16,18,Ceuta,449.41
2021-02-16,10,C. Valenciana,470.71
2021-02-16,11,Extremadura,211.57
2021-02-16,12,Galicia,346.99
2021-02-16,13,Madrid,529.02
2021-02-16,19,Melilla,588.53
2021-02-16,14,Murcia,260.86
2021-02-16,15,Navarra,257.56
2021-02-16,16,País Vasco,392.61
2021-02-16,17,La Rioja,379.42
2021-02-16,00,España,385.65
2021-02-17,01,Andalucía,414.16
2021-02-17,02,Aragón,384.45
2021-02-17,03,Asturias,354.42
2021-02-17,04,Baleares,152.85
2021-02-17,05,Canarias,125.85
2021-02-17,06,Cantabria,203.07
2021-02-17,08,Castilla La Mancha,314.29
2021-02-17,07,Castilla y León,419.91
2021-02-17,09,Cataluña,265.36
2021-02-17,18,Ceuta,443.52
2021-02-17,10,C. Valenciana,406.21
2021-02-17,11,Extremadura,183.1
2021-02-17,12,Galicia,317.13
2021-02-17,13,Madrid,489.87
2021-02-17,19,Melilla,550.37
2021-02-17,14,Murcia,227.46
2021-02-17,15,Navarra,239.52
2021-02-17,16,País Vasco,373.59
2021-02-17,17,La Rioja,293.88
2021-02-17,00,España,349.81
2021-02-18,01,Andalucía,375.01
2021-02-18,02,Aragón,357.54
2021-02-18,03,Asturias,334.67
2021-02-18,04,Baleares,142.33
2021-02-18,05,Canarias,118.42
2021-02-18,06,Cantabria,192.57
2021-02-18,08,Castilla La Mancha,275.47
2021-02-18,07,Castilla y León,375.9
2021-02-18,09,Cataluña,263.03
2021-02-18,18,Ceuta,415.21
2021-02-18,10,C. Valenciana,344.34
2021-02-18,11,Extremadura,159.69
2021-02-18,12,Galicia,286.2
2021-02-18,13,Madrid,456.76
2021-02-18,19,Melilla,527.25
2021-02-18,14,Murcia,207.44
2021-02-18,15,Navarra,214.61
2021-02-18,16,País Vasco,356.56
2021-02-18,17,La Rioja,245.58
2021-02-18,00,España,320.81
2021-02-19,01,Andalucía,343.75
2021-02-19,02,Aragón,326.01
2021-02-19,03,Asturias,311.01
2021-02-19,04,Baleares,136.76
2021-02-19,05,Canarias,116.05
2021-02-19,06,Cantabria,181.9
2021-02-19,08,Castilla La Mancha,239.91
2021-02-19,07,Castilla y León,336.52
2021-02-19,09,Cataluña,251.86
2021-02-19,18,Ceuta,398.69
2021-02-19,10,C. Valenciana,295.44
2021-02-19,11,Extremadura,140.58
2021-02-19,12,Galicia,263.53
2021-02-19,13,Madrid,427.08
2021-02-19,19,Melilla,490.25
2021-02-19,14,Murcia,183.55
2021-02-19,15,Navarra,189.85
2021-02-19,16,País Vasco,340.48
2021-02-19,17,La Rioja,208.65
2021-02-19,00,España,294.72
2021-02-22,01,Andalucía,281.52
2021-02-22,02,Aragón,279.77
2021-02-22,03,Asturias,261.15
2021-02-22,04,Baleares,118.49
2021-02-22,05,Canarias,108.94
2021-02-22,06,Cantabria,174.68
2021-02-22,08,Castilla La Mancha,186.78
2021-02-22,07,Castilla y León,272.84
2021-02-22,09,Cataluña,242.98
2021-02-22,18,Ceuta,349.15
2021-02-22,10,C. Valenciana,224.01
2021-02-22,11,Extremadura,111.27
2021-02-22,12,Galicia,216.56
2021-02-22,13,Madrid,383.41
2021-02-22,19,Melilla,435.9
2021-02-22,14,Murcia,151.68
2021-02-22,15,Navarra,164.17
2021-02-22,16,País Vasco,297.22
2021-02-22,17,La Rioja,146.78
2021-02-22,00,España,252.19
2021-02-23,01,Andalucía,261.12
2021-02-23,02,Aragón,271.05
2021-02-23,03,Asturias,250.98
2021-02-23,04,Baleares,110.14
2021-02-23,05,Canarias,110.24
2021-02-23,06,Cantabria,168.65
2021-02-23,08,Castilla La Mancha,164.5
2021-02-23,07,Castilla y León,252.01
2021-02-23,09,Cataluña,227.58
2021-02-23,18,Ceuta,331.46
2021-02-23,10,C. Valenciana,202.77
2021-02-23,11,Extremadura,96.09
2021-02-23,12,Galicia,201.74
2021-02-23,13,Madrid,362.53
2021-02-23,19,Melilla,434.75
2021-02-23,14,Murcia,140.5
2021-02-23,15,Navarra,151.94
2021-02-23,16,País Vasco,287.67
2021-02-23,17,La Rioja,138.26
2021-02-23,00,España,235.84
2021-02-24,01,Andalucía,237.13
2021-02-24,02,Aragón,247.86
2021-02-24,03,Asturias,239.73
2021-02-24,04,Baleares,101.26
2021-02-24,05,Canarias,111.5
2021-02-24,06,Cantabria,161.94
2021-02-24,08,Castilla La Mancha,146.84
2021-02-24,07,Castilla y León,233.54
2021-02-24,09,Cataluña,217.09
2021-02-24,18,Ceuta,311.41
2021-02-24,10,C. Valenciana,176.71
2021-02-24,11,Extremadura,87.1
2021-02-24,12,Galicia,187.52
2021-02-24,13,Madrid,339.03
2021-02-24,19,Melilla,457.87
2021-02-24,14,Murcia,127.12
2021-02-24,15,Navarra,147.96
2021-02-24,16,País Vasco,274.35
2021-02-24,17,La Rioja,123.42
2021-02-24,00,España,218.67
2021-02-25,01,Andalucía,217.0
2021-02-25,02,Aragón,230.5
2021-02-25,03,Asturias,227.02
2021-02-25,04,Baleares,97.18
2021-02-25,05,Canarias,108.02
2021-02-25,06,Cantabria,153.51
2021-02-25,08,Castilla La Mancha,135.52
2021-02-25,07,Castilla y León,212.16
2021-02-25,09,Cataluña,219.34
2021-02-25,18,Ceuta,297.25
2021-02-25,10,C. Valenciana,155.82
2021-02-25,11,Extremadura,77.74
2021-02-25,12,Galicia,171.4
2021-02-25,13,Madrid,321.56
2021-02-25,19,Melilla,431.28
2021-02-25,14,Murcia,121.7
2021-02-25,15,Navarra,145.67
2021-02-25,16,País Vasco,263.66
2021-02-25,17,La Rioja,113.95
2021-02-25,00,España,206.05
2021-02-26,01,Andalucía,198.43
2021-02-26,02,Aragón,219.28
2021-02-26,03,Asturias,217.15
2021-02-26,04,Baleares,92.04
2021-02-26,05,Canarias,106.16
2021-02-26,06,Cantabria,150.75
2021-02-26,08,Castilla La Mancha,119.59
2021-02-26,07,Castilla y León,197.29
2021-02-26,09,Cataluña,215.0
2021-02-26,18,Ceuta,279.56
2021-02-26,10,C. Valenciana,138.58
2021-02-26,11,Extremadura,69.4
2021-02-26,12,Galicia,160.7
2021-02-26,13,Madrid,305.7
2021-02-26,19,Melilla,398.9
2021-02-26,14,Murcia,115.27
2021-02-26,15,Navarra,138.64
2021-02-26,16,País Vasco,252.29
2021-02-26,17,La Rioja,103.54
2021-02-26,00,España,193.91
2021-03-01,01,Andalucía,175.56
2021-03-01,02,Aragón,197.15
2021-03-01,03,Asturias,198.18
2021-03-01,04,Baleares,81.52
2021-03-01,05,Canarias,103.28
2021-03-01,06,Cantabria,139.74
2021-03-01,08,Castilla La Mancha,103.65
2021-03-01,07,Castilla y León,171.07
2021-03-01,09,Cataluña,207.9
2021-03-01,18,Ceuta,264.22
2021-03-01,10,C. Valenciana,111.98
2021-03-01,11,Extremadura,56.01
2021-03-01,12,Galicia,137.47
2021-03-01,13,Madrid,284.58
2021-03-01,19,Melilla,367.69
2021-03-01,14,Murcia,98.27
2021-03-01,15,Navarra,130.39
2021-03-01,16,País Vasco,228.74
2021-03-01,17,La Rioja,82.39
2021-03-01,00,España,175.63
2021-03-02,01,Andalucía,162.76
2021-03-02,02,Aragón,191.09
2021-03-02,03,Asturias,201.51
2021-03-02,04,Baleares,74.38
2021-03-02,05,Canarias,105.51
2021-03-02,06,Cantabria,129.24
2021-03-02,08,Castilla La Mancha,102.02
2021-03-02,07,Castilla y León,165.28
2021-03-02,09,Cataluña,202.85
2021-03-02,18,Ceuta,311.41
2021-03-02,10,C. Valenciana,103.62
2021-03-02,11,Extremadura,51.23
2021-03-02,12,Galicia,127.88
2021-03-02,13,Madrid,273.39
2021-03-02,19,Melilla,380.4
2021-03-02,14,Murcia,91.71
2021-03-02,15,Navarra,130.08
2021-03-02,16,País Vasco,225.79
2021-03-02,17,La Rioja,77.34
2021-03-02,00,España,168.44
2021-03-03,01,Andalucía,144.39
2021-03-03,02,Aragón,187.07
2021-03-03,03,Asturias,199.94
2021-03-03,04,Baleares,68.99
2021-03-03,05,Canarias,106.76
2021-03-03,06,Cantabria,125.46
2021-03-03,08,Castilla La Mancha,95.73
2021-03-03,07,Castilla y León,155.07
2021-03-03,09,Cataluña,199.28
2021-03-03,18,Ceuta,286.63
2021-03-03,10,C. Valenciana,91.35
2021-03-03,11,Extremadura,50.58
2021-03-03,12,Galicia,121.73
2021-03-03,13,Madrid,261.32
2021-03-03,19,Melilla,376.94
2021-03-03,14,Murcia,86.82
2021-03-03,15,Navarra,129.77
2021-03-03,16,País Vasco,218.77
2021-03-03,17,La Rioja,76.39
2021-03-03,00,España,159.57
2021-03-04,01,Andalucía,135.98
2021-03-04,02,Aragón,181.92
2021-03-04,03,Asturias,194.56
2021-03-04,04,Baleares,64.47
2021-03-04,05,Canarias,107.88
2021-03-04,06,Cantabria,122.88
2021-03-04,08,Castilla La Mancha,92.33
2021-03-04,07,Castilla y León,147.57
2021-03-04,09,Cataluña,196.91
2021-03-04,18,Ceuta,278.38
2021-03-04,10,C. Valenciana,83.76
2021-03-04,11,Extremadura,49.45
2021-03-04,12,Galicia,114.35
2021-03-04,13,Madrid,253.11
2021-03-04,19,Melilla,379.25
2021-03-04,14,Murcia,85.08
2021-03-04,15,Navarra,127.63
2021-03-04,16,País Vasco,198.12
2021-03-04,17,La Rioja,71.34
2021-03-04,00,España,153.28
2021-03-05,01,Andalucía,131.99
2021-03-05,02,Aragón,179.49
2021-03-05,03,Asturias,191.53
2021-03-05,04,Baleares,61.94
2021-03-05,05,Canarias,109.78
2021-03-05,06,Cantabria,117.54
2021-03-05,08,Castilla La Mancha,87.91
2021-03-05,07,Castilla y León,139.28
2021-03-05,09,Cataluña,191.36
2021-03-05,18,Ceuta,291.35
2021-03-05,10,C. Valenciana,79.32
2021-03-05,11,Extremadura,45.8
2021-03-05,12,Galicia,109.91
2021-03-05,13,Madrid,245.39
2021-03-05,19,Melilla,390.81
2021-03-05,14,Murcia,83.67
2021-03-05,15,Navarra,127.18
2021-03-05,16,País Vasco,203.51
2021-03-05,17,La Rioja,74.18
2021-03-05,00,España,149.23
2021-03-08,01,Andalucía,132.62
2021-03-08,02,Aragón,162.81
2021-03-08,03,Asturias,190.36
2021-03-08,04,Baleares,55.16
2021-03-08,05,Canarias,110.66
2021-03-08,06,Cantabria,107.04
2021-03-08,08,Castilla La Mancha,79.99
2021-03-08,07,Castilla y León,127.27
2021-03-08,09,Cataluña,185.92
2021-03-08,18,Ceuta,291.35
2021-03-08,10,C. Valenciana,65.97
2021-03-08,11,Extremadura,42.43
2021-03-08,12,Galicia,96.24
2021-03-08,13,Madrid,236.41
2021-03-08,19,Melilla,413.94
2021-03-08,14,Murcia,77.65
2021-03-08,15,Navarra,125.19
2021-03-08,16,País Vasco,186.84
2021-03-08,17,La Rioja,74.18
2021-03-08,00,España,142.24
2021-03-09,01,Andalucía,126.01
2021-03-09,02,Aragón,157.28
2021-03-09,03,Asturias,188.6
2021-03-09,04,Baleares,54.11
2021-03-09,05,Canarias,111.87
2021-03-09,06,Cantabria,100.85
2021-03-09,08,Castilla La Mancha,80.33
2021-03-09,07,Castilla y León,122.23
2021-03-09,09,Cataluña,185.92
2021-03-09,18,Ceuta,288.99
2021-03-09,10,C. Valenciana,63.61
2021-03-09,11,Extremadura,42.9
2021-03-09,12,Galicia,90.87
2021-03-09,13,Madrid,232.16
2021-03-09,19,Melilla,390.81
2021-03-09,14,Murcia,74.7
2021-03-09,15,Navarra,125.04
2021-03-09,16,País Vasco,182.58
2021-03-09,17,La Rioja,72.92
2021-03-09,00,España,139.08
2021-03-10,01,Andalucía,123.05
2021-03-10,02,Aragón,153.95
2021-03-10,03,Asturias,183.12
2021-03-10,04,Baleares,52.72
2021-03-10,05,Canarias,112.57
2021-03-10,06,Cantabria,99.47
2021-03-10,08,Castilla La Mancha,76.94
2021-03-10,07,Castilla y León,118.52
2021-03-10,09,Cataluña,172.26
2021-03-10,18,Ceuta,284.28
2021-03-10,10,C. Valenciana,57.66
2021-03-10,11,Extremadura,44.02
2021-03-10,12,Galicia,86.98
2021-03-10,13,Madrid,226.55
2021-03-10,19,Melilla,404.69
2021-03-10,14,Murcia,71.29
2021-03-10,15,Navarra,123.66
2021-03-10,16,País Vasco,178.73
2021-03-10,17,La Rioja,71.97
2021-03-10,00,España,133.83
2021-03-11,01,Andalucía,122.3
2021-03-11,02,Aragón,151.07
2021-03-11,03,Asturias,178.92
2021-03-11,04,Baleares,51.33
2021-03-11,05,Canarias,115.12
2021-03-11,06,Cantabria,97.06
2021-03-11,08,Castilla La Mancha,78.26
2021-03-11,07,Castilla y León,116.23
2021-03-11,09,Cataluña,169.72
2021-03-11,18,Ceuta,292.53
2021-03-11,10,C. Valenciana,54.12
2021-03-11,11,Extremadura,43.83
2021-03-11,12,Galicia,83.02
2021-03-11,13,Madrid,225.73
2021-03-11,19,Melilla,409.31
2021-03-11,14,Murcia,70.69
2021-03-11,15,Navarra,120.6
2021-03-11,16,País Vasco,176.6
2021-03-11,17,La Rioja,74.81
2021-03-11,00,España,132.25
2021-03-12,01,Andalucía,122.05
2021-03-12,02,Aragón,147.58
2021-03-12,03,Asturias,177.75
2021-03-12,04,Baleares,48.11
2021-03-12,05,Canarias,116.84
2021-03-12,06,Cantabria,96.2
2021-03-12,08,Castilla La Mancha,76.2
2021-03-12,07,Castilla y León,113.77
2021-03-12,09,Cataluña,166.28
2021-03-12,18,Ceuta,283.1
2021-03-12,10,C. Valenciana,50.56
2021-03-12,11,Extremadura,46.08
2021-03-12,12,Galicia,77.46
2021-03-12,13,Madrid,224.84
2021-03-12,19,Melilla,430.12
2021-03-12,14,Murcia,69.48
2021-03-12,15,Navarra,124.12
2021-03-12,16,País Vasco,175.52
2021-03-12,17,La Rioja,74.81
2021-03-12,00,España,130.51
2021-03-15,01,Andalucía,122.41
2021-03-15,02,Aragón,139.7
2021-03-15,03,Asturias,177.55
2021-03-15,04,Baleares,42.98
2021-03-15,05,Canarias,120.23
2021-03-15,06,Cantabria,95.0
2021-03-15,08,Castilla La Mancha,72.26
2021-03-15,07,Castilla y León,107.52
2021-03-15,09,Cataluña,165.98
2021-03-15,18,Ceuta,260.68
2021-03-15,10,C. Valenciana,44.71
2021-03-15,11,Extremadura,55.45
2021-03-15,12,Galicia,76.61
2021-03-15,13,Madrid,223.08
2021-03-15,19,Melilla,449.78
2021-03-15,14,Murcia,66.14
2021-03-15,15,Navarra,126.72
2021-03-15,16,País Vasco,173.7
2021-03-15,17,La Rioja,77.34
2021-03-15,00,España,128.97
2021-03-16,01,Andalucía,123.29
2021-03-16,02,Aragón,137.04
2021-03-16,03,Asturias,172.27
2021-03-16,04,Baleares,43.06
2021-03-16,05,Canarias,124.64
2021-03-16,06,Cantabria,97.41
2021-03-16,08,Castilla La Mancha,73.1
2021-03-16,07,Castilla y León,106.35
2021-03-16,09,Cataluña,158.28
2021-03-16,18,Ceuta,209.96
2021-03-16,10,C. Valenciana,43.21
2021-03-16,11,Extremadura,60.6
2021-03-16,12,Galicia,76.94
2021-03-16,13,Madrid,222.53
2021-03-16,19,Melilla,468.28
2021-03-16,14,Murcia,68.21
2021-03-16,15,Navarra,128.4
2021-03-16,16,País Vasco,173.79
2021-03-16,17,La Rioja,73.55
2021-03-16,00,España,127.8
2021-03-17,01,Andalucía,123.9
2021-03-17,02,Aragón,130.75
2021-03-17,03,Asturias,171.98
2021-03-17,04,Baleares,42.28
2021-03-17,05,Canarias,127.94
2021-03-17,06,Cantabria,96.37
2021-03-17,08,Castilla La Mancha,73.39
2021-03-17,07,Castilla y León,107.6
2021-03-17,09,Cataluña,159.6
2021-03-17,18,Ceuta,211.14
2021-03-17,10,C. Valenciana,39.03
2021-03-17,11,Extremadura,62.47
2021-03-17,12,Galicia,75.42
2021-03-17,13,Madrid,224.09
2021-03-17,19,Melilla,490.25
2021-03-17,14,Murcia,64.46
2021-03-17,15,Navarra,134.67
2021-03-17,16,País Vasco,175.2
2021-03-17,17,La Rioja,67.24
2021-03-17,00,España,127.91
