Fecha publicación,CCAA,Vacunados ≥80 años,Población ≥80 años,% ≥80 años,Vacunados 70-79 años,Población 70-79 años,% 70-79 años,Vacunados 60-69 años,Población 60-69 años,% 60-69 años,Vacunados 50-59 años,Población 50-59 años,% 50-59 años,Vacunados 25-49 años,Población 25-49 años,% 25-49 años,Vacunados 18-24 años,Población 18-24 años,% 18-24 años,Vacunados 16-17 años,Población 16-17 años,% 16-17 años,Vacunados total,Población total a vacunar,% total vacunada
2021-05-20,Aragón,97.597,98.807,"98,8",97.515,118.955,"82,0",23.693,156.367,"15,2",15.748,198.266,"7,9",23.505,446.083,"5,3",1.594,89.180,"1,8",31,25.106,"0,1",259.683,1.132.764,"22,9"
2021-05-20,Asturias,85.593,87.826,"97,5",89.985,109.249,"82,4",14.001,149.652,"9,4",19.366,162.645,"11,9",32.299,322.095,"10,0",3.436,54.179,"6,3",35,15.563,"0,2",244.715,901.209,"27,2"
2021-05-20,Baleares,48.226,49.542,"97,3",56.152,80.516,"69,7",6.225,117.231,"5,3",8.753,165.797,"5,3",19.186,464.054,"4,1",1.391,85.839,"1,6",32,23.300,"0,1",139.965,986.279,"14,2"
2021-05-20,Canarias,84.271,90.236,"93,4",110.601,154.531,"71,6",18.269,235.092,"7,8",23.372,350.512,"6,7",38.657,832.411,"4,6",2.805,163.899,"1,7",47,44.352,"0,1",278.022,1.871.033,"14,9"
2021-05-20,Cantabria,41.133,41.042,"100,0",43.044,53.066,"81,1",4.959,77.345,"6,4",6.916,89.964,"7,7",12.208,194.241,"6,3",723,34.935,"2,1",5,10.791,"0,0",108.988,501.384,"21,7"
2021-05-20,Castilla y León,223.055,223.657,"99,7",207.613,245.410,"84,6",44.193,318.575,"13,9",33.548,381.175,"8,8",45.645,738.950,"6,2",2.991,144.422,"2,1",100,40.684,"0,2",557.145,2.092.873,"26,6"
2021-05-20,Castilla La Mancha,132.798,135.194,"98,2",124.908,159.101,"78,5",17.915,218.444,"8,2",30.253,307.478,"9,8",38.208,707.865,"5,4",4.161,149.518,"2,8",94,42.364,"0,2",348.337,1.719.964,"20,3"
2021-05-20,Cataluña,436.009,447.196,"97,5",363.419,635.292,"57,2",69.532,837.584,"8,3",83.828,1.091.780,"7,7",150.299,2.803.626,"5,4",20.099,556.316,"3,6",343,159.864,"0,2",1.123.529,6.531.658,"17,2"
2021-05-20,C. Valenciana,283.389,276.531,"100,0",329.629,437.862,"75,3",30.384,580.728,"5,2",42.745,752.334,"5,7",72.658,1.765.967,"4,1",5.981,352.834,"1,7",121,103.049,"0,1",764.907,4.269.305,"17,9"
2021-05-20,Extremadura,76.091,76.005,"100,0",84.563,91.876,"92,0",12.406,125.297,"9,9",14.734,169.216,"8,7",21.180,351.778,"6,0",1.019,76.088,"1,3",54,20.953,"0,3",210.047,911.213,"23,1"
2021-05-20,Galicia,235.019,234.302,"100,0",252.202,289.762,"87,0",21.201,346.927,"6,1",27.940,405.889,"6,9",43.699,889.004,"4,9",1.875,152.745,"1,2",33,44.014,"0,1",581.969,2.362.643,"24,6"
2021-05-20,La Rioja,22.796,22.207,"100,0",24.157,28.125,"85,9",4.570,37.718,"12,1",4.402,47.664,"9,2",5.033,107.618,"4,7",424,21.170,"2,0",9,6.286,"0,1",61.391,270.788,"22,7"
2021-05-20,Madrid,357.490,364.122,"98,2",373.826,526.081,"71,1",63.958,703.323,"9,1",59.282,972.783,"6,1",121.925,2.513.737,"4,9",15.414,479.716,"3,2",226,135.861,"0,2",992.121,5.695.623,"17,4"
2021-05-20,Murcia,70.350,69.771,"100,0",77.273,102.899,"75,1",10.578,146.909,"7,2",17.604,213.256,"8,3",28.507,551.265,"5,2",2.625,118.667,"2,2",116,34.712,"0,3",207.053,1.237.479,"16,7"
2021-05-20,Navarra,40.963,41.166,"99,5",46.895,55.792,"84,1",7.099,73.844,"9,6",9.553,96.694,"9,9",13.322,223.028,"6,0",1.000,48.505,"2,1",5,13.906,"0,0",118.837,552.935,"21,5"
2021-05-20,País Vasco,156.531,157.950,"99,1",133.269,213.081,"62,5",17.312,280.119,"6,2",25.770,339.977,"7,6",41.481,724.849,"5,7",3.894,140.323,"2,8",14,41.824,"0,0",378.271,1.898.123,"19,9"
2021-05-20,Ceuta,2.244,2.605,"86,1",3.403,4.318,"78,8",1.017,7.857,"12,9",694,11.556,"6,0",1.078,30.066,"3,6",100,7.581,"1,3",3,2.175,"0,1",8.539,66.158,"12,9"
2021-05-20,Melilla,1.776,2.349,"75,6",2.772,3.748,"74,0",1.454,7.827,"18,6",645,11.299,"5,7",972,30.095,"3,2",88,8.536,"1,0",6,2.324,"0,3",7.713,66.178,"11,7"
2021-05-20,FF.AA.,3,-,-,4,-,-,625,-,-,1.650,-,-,6.783,-,-,521,-,-,0,-,-,9.586,-,-
2021-05-20,España,2.812.588,2.834.024,"99,2",2.965.433,3.960.045,"74,9",442.808,5.336.986,"8,3",514.748,7.033.306,"7,3",874.674,16.706.113,"5,2",85.434,3.310.299,"2,6",1.603,949.049,"0,2",7.697.288,40.129.822,"19,2"
2021-05-21,Andalucía,417.686,413.516,"100,0",558.376,650.381,"85,9",85.348,916.147,"9,3",88.701,1.265.021,"7,0",158.970,3.009.381,"5,3",15.429,625.846,"2,5",338,181.921,"0,2",1.324.848,7.062.213,"18,8"
2021-05-21,Aragón,97.714,98.807,"98,9",102.637,118.955,"86,3",29.003,156.367,"18,5",15.983,198.266,"8,1",23.691,446.083,"5,3",1.609,89.180,"1,8",31,25.106,"0,1",270.668,1.132.764,"23,9"
2021-05-21,Asturias,85.676,87.826,"97,6",92.812,109.249,"85,0",14.268,149.652,"9,5",19.552,162.645,"12,0",32.588,322.095,"10,1",3.457,54.179,"6,4",36,15.563,"0,2",248.389,901.209,"27,6"
2021-05-21,Baleares,48.281,49.542,"97,5",57.349,80.516,"71,2",6.284,117.231,"5,4",8.819,165.797,"5,3",19.262,464.054,"4,2",1.398,85.839,"1,6",33,23.300,"0,1",141.426,986.279,"14,3"
2021-05-21,Canarias,84.578,90.236,"93,7",113.981,154.531,"73,8",18.468,235.092,"7,9",24.955,350.512,"7,1",38.810,832.411,"4,7",2.822,163.899,"1,7",48,44.352,"0,1",283.662,1.871.033,"15,2"
2021-05-21,Cantabria,41.156,41.042,"100,0",44.317,53.066,"83,5",5.029,77.345,"6,5",6.957,89.964,"7,7",12.248,194.241,"6,3",723,34.935,"2,1",5,10.791,"0,0",110.435,501.384,"22,0"
2021-05-21,Castilla y León,223.225,223.657,"99,8",216.204,245.410,"88,1",45.398,318.575,"14,3",33.697,381.175,"8,8",45.803,738.950,"6,2",3.001,144.422,"2,1",102,40.684,"0,3",567.430,2.092.873,"27,1"
2021-05-21,Castilla La Mancha,133.016,135.194,"98,4",135.468,159.101,"85,1",19.956,218.444,"9,1",31.457,307.478,"10,2",38.461,707.865,"5,4",4.212,149.518,"2,8",96,42.364,"0,2",362.666,1.719.964,"21,1"
2021-05-21,Cataluña,436.652,447.196,"97,6",371.476,635.292,"58,5",70.552,837.584,"8,4",85.117,1.091.780,"7,8",151.310,2.803.626,"5,4",20.325,556.316,"3,7",360,159.864,"0,2",1.135.792,6.531.658,"17,4"
2021-05-21,C. Valenciana,283.760,276.531,"100,0",338.364,437.862,"77,3",31.382,580.728,"5,4",43.644,752.334,"5,8",73.156,1.765.967,"4,1",6.020,352.834,"1,7",125,103.049,"0,1",776.451,4.269.305,"18,2"
2021-05-21,Extremadura,76.198,76.005,"100,0",89.158,91.876,"97,0",13.192,125.297,"10,5",15.041,169.216,"8,9",21.374,351.778,"6,1",1.030,76.088,"1,4",58,20.953,"0,3",216.051,911.213,"23,7"
2021-05-21,Galicia,235.411,234.302,"100,0",272.506,289.762,"94,0",21.341,346.927,"6,2",28.143,405.889,"6,9",43.923,889.004,"4,9",1.887,152.745,"1,2",34,44.014,"0,1",603.245,2.362.643,"25,5"
2021-05-21,La Rioja,22.803,22.207,"100,0",24.641,28.125,"87,6",4.591,37.718,"12,2",4.415,47.664,"9,3",5.042,107.618,"4,7",425,21.170,"2,0",9,6.286,"0,1",61.926,270.788,"22,9"
2021-05-21,Madrid,358.178,364.122,"98,4",393.390,526.081,"74,8",67.543,703.323,"9,6",60.603,972.783,"6,2",123.084,2.513.737,"4,9",15.540,479.716,"3,2",236,135.861,"0,2",1.018.574,5.695.623,"17,9"
2021-05-21,Murcia,70.635,69.771,"100,0",81.408,102.899,"79,1",12.993,146.909,"8,8",17.651,213.256,"8,3",28.589,551.265,"5,2",2.634,118.667,"2,2",116,34.712,"0,3",214.026,1.237.479,"17,3"
2021-05-21,Navarra,41.096,41.166,"99,8",49.185,55.792,"88,2",7.162,73.844,"9,7",9.592,96.694,"9,9",13.356,223.028,"6,0",1.001,48.505,"2,1",6,13.906,"0,0",121.398,552.935,"22,0"
2021-05-21,País Vasco,156.723,157.950,"99,2",136.340,213.081,"64,0",17.655,280.119,"6,3",26.090,339.977,"7,7",41.655,724.849,"5,7",3.917,140.323,"2,8",14,41.824,"0,0",382.394,1.898.123,"20,1"
2021-05-21,Ceuta,2.244,2.605,"86,1",3.428,4.318,"79,4",1.017,7.857,"12,9",699,11.556,"6,0",1.128,30.066,"3,8",112,7.581,"1,5",3,2.175,"0,1",8.631,66.158,"13,0"
2021-05-21,Melilla,1.776,2.349,"75,6",2.772,3.748,"74,0",1.454,7.827,"18,6",645,11.299,"5,7",972,30.095,"3,2",88,8.536,"1,0",6,2.324,"0,3",7.713,66.178,"11,7"
2021-05-21,FF.AA.,3,-,-,4,-,-,625,-,-,1.651,-,-,6.784,-,-,521,-,-,0,-,-,9.588,-,-
2021-05-21,España,2.816.811,2.834.024,"99,4",3.083.816,3.960.045,"77,9",473.261,5.336.986,"8,9",523.412,7.033.306,"7,4",880.206,16.706.113,"5,3",86.151,3.310.299,"2,6",1.656,949.049,"0,2",7.865.313,40.129.822,"19,6"
