fecha,cod_ine,municipio_distrito,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
2020-04-28,07903,Madrid-Retiro,152,"136,72",1320,"1187,33"
2020-04-28,07904,Madrid-Salamanca,206,"130,93",1491,"947,62"
2020-04-28,07901,Madrid-Centro,185,"130,07",1077,"757,23"
2020-04-28,07902,Madrid-Arganzuela,200,"112,11",1470,"823,98"
2020-04-28,07905,Madrid-Chamartín,218,"148,42",1475,"1004,19"
2020-04-28,07906,Madrid-Tetuán,243,"148,64",1976,"1208,73"
2020-04-28,07907,Madrid-Chamberí,250,"168,37",1421,"957,02"
2020-04-28,07908,Madrid-Fuencarral-El Pardo,300,"133,61",2709,"1206,47"
2020-04-28,07909,Madrid-Moncloa-Aravaca,230,"181,27",1216,"958,36"
2020-04-28,07910,Madrid-Latina,372,"149,06",2529,"1013,34"
2020-04-28,07911,Madrid-Carabanchel,342,"138,79",2452,"995,06"
2020-04-28,07912,Madrid-Usera,161,"108,45",1312,"883,79"
2020-04-28,07913,Madrid-Puente de Vallecas,274,"107,14",2825,"1104,66"
2020-04-28,07920,Madrid-San Blas-Canillejas,177,"127,45",1363,"981,46"
2020-04-28,07921,Madrid-Barajas,47,"89,22",407,"772,57"
2020-04-28,07914,Madrid-Moratalaz,138,"141,72",1239,"1272,39"
2020-04-28,07915,Madrid-Ciudad Lineal,295,"111,47",2066,"780,64"
2020-04-28,07916,Madrid-Hortaleza,189,"89,46",1636,"774,35"
2020-04-28,07917,Madrid-Villaverde,192,"120,72",1332,"837,51"
2020-04-28,07918,Madrid-Villa de Vallecas,70,"65,65",1141,"1070,07"
2020-04-28,07919,Madrid-Vicálvaro,52,"72,33",732,"1018,25"
2020-04-28,28115,Pozuelo de Alarcón,181,"204,98",704,"797,28"
2020-04-28,28007,Alcorcón,212,"121,25",1653,"945,43"
2020-04-28,28096,Navalcarnero,23,"81,48",150,"531,37"
2020-04-28,28129,San Agustín del Guadalix,11,"75,53",55,"377,67"
2020-04-28,28127,Las Rozas de Madrid,149,"155,45",694,"724,06"
2020-04-28,28089,Moraleja de Enmedio,,"74,68",24,"448,1"
2020-04-28,28155,Valdaracete,,0,,"823,72"
2020-04-28,28116,Pozuelo del Rey,,0,,"404,04"
2020-04-28,28118,Puebla de la Sierra,,0,,0
2020-04-28,28110,Perales de Tajuña,,0,7,"188,02"
2020-04-28,28160,Valdemorillo,15,"123,75",45,"371,26"
2020-04-28,28094,Navalafuente,,"251,89",6,"755,67"
2020-04-28,28167,Velilla de San Antonio,,"40,02",63,"504,28"
2020-04-28,28176,Villanueva de la Cañada,31,"127,13",119,"488,02"
2020-04-28,28177,Villanueva del Pardillo,14,"82,89",80,"473,68"
2020-04-28,28100,Nuevo Baztán,,"15,04",27,"406,2"
2020-04-28,28175,Villamantilla,,0,7,"829,38"
2020-04-28,28174,Villamanta,,"93,85",12,"563,12"
2020-04-28,28029,Cabanillas de la Sierra,,0,10,"1727,12"
2020-04-28,28037,Cenicientos,,"101,99",20,"1019,89"
2020-04-28,28902,Puentes Viejas,,0,,"437,64"
2020-04-28,28013,Aranjuez,44,"69,37",425,"670,02"
2020-04-28,28038,Cercedilla,19,"253,77",96,"1282,22"
2020-04-28,28136,Santorcaz,,0,7,"1236,75"
2020-04-28,28049,Coslada,64,"72,4",769,"869,88"
2020-04-28,28091,Morata de Tajuña,6,"77,25",93,"1197,37"
2020-04-28,28126,Robregordo,,0,,0
2020-04-28,28097,Navarredonda y San Mamés,,"1204,82",,"2409,64"
2020-04-28,28169,Venturada,,"70,82",,"212,46"
2020-04-28,28093,Navacerrada,,"107,6",15,"538,02"
2020-04-28,28088,Montejo de la Sierra,,0,,"279,33"
2020-04-28,28057,Fresno de Torote,,"83,26",14,"1165,7"
2020-04-28,28112,Pinilla del Valle,,0,,0
2020-04-28,28159,Valdemaqueda,,"116,96",,"467,84"
2020-04-28,28099,Navas del Rey,,"67,93",47,"1596,47"
2020-04-28,28101,Olmeda de las Fuentes,,0,,"1244,81"
2020-04-28,28028,Bustarviejo,,"56,27",6,"337,65"
2020-04-28,28018,Becerril de la Sierra,9,"155,93",31,"537,08"
2020-04-28,28058,Fuenlabrada,157,"76,96",1427,"699,46"
2020-04-28,28062,Garganta de los Montes,,0,,"364,96"
2020-04-28,28113,Pinto,35,"65,85",229,"430,84"
2020-04-28,28003,Alameda del Valle,,0,,0
2020-04-28,28020,Berzosa del Lozoya,,"657,89",,"1315,79"
2020-04-28,28137,Los Santos de la Humosa,,0,19,"1131,63"
2020-04-28,28004,El Álamo,26,"263,34",64,"648,23"
2020-04-28,28109,Pelayos de la Presa,,"75,05",16,"600,38"
2020-04-28,28061,Galapagar,80,"241,18",227,"684,35"
2020-04-28,28066,Griñón,7,"60,63",79,"684,22"
2020-04-28,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"1027,4"
2020-04-28,28008,Aldea del Fresno,9,"298,41",43,"1425,73"
2020-04-28,28035,Carabaña,,"57,21",13,"743,71"
2020-04-28,28145,Talamanca de Jarama,,"63,86",25,"798,21"
2020-04-28,28051,Chapinería,,0,6,"262,24"
2020-04-28,28040,Ciempozuelos,37,"144,16",189,"736,38"
2020-04-28,28002,Ajalvir,,"84,28",13,"273,91"
2020-04-28,28131,San Lorenzo de El Escorial,50,"282,25",123,"694,33"
2020-04-28,28064,Gascones,,0,,0
2020-04-28,28132,San Martín de la Vega,16,"78,57",81,"397,74"
2020-04-28,28092,Móstoles,279,"127,66",1865,"853,36"
2020-04-28,28074,Leganés,233,"118,33",2794,"1418,94"
2020-04-28,28024,Braojos,,0,,"1242,24"
2020-04-28,28050,Cubas de la Sagra,,"36,07",23,"414,79"
2020-04-28,28009,Algete,10,"45,03",101,"454,85"
2020-04-28,28084,Mejorada del Campo,10,"40,81",168,"685,55"
2020-04-28,28075,Loeches,,"14,43",48,"692,54"
2020-04-28,28106,Parla,77,"56,33",698,"510,58"
2020-04-28,28060,Fuentidueña de Tajo,,"50,43",17,"857,29"
2020-04-28,28011,Ambite,,"200,4",7,"1402,81"
2020-04-28,28153,Torremocha de Jarama,,0,8,"996,26"
2020-04-28,28012,Anchuelo,,0,7,"916,23"
2020-04-28,28087,Los Molinos,9,"224,61",49,"1222,86"
2020-04-28,28144,Soto del Real,9,"91,87",63,"643,12"
2020-04-28,28166,Valverde de Alcalá,,0,7,"2631,58"
2020-04-28,28059,Fuente el Saz de Jarama,8,"93,68",31,363
2020-04-28,28070,Horcajo de la Sierra-Aoslos,,0,,"5882,35"
2020-04-28,28162,Valdeolmos-Alalpardo,,"73,8",11,"405,9"
2020-04-28,28033,Campo Real,,"16,6",23,"381,81"
2020-04-28,28156,Valdeavero,,0,7,"664,77"
2020-04-28,28173,Villamanrique de Tajo,,"146,84",,"587,37"
2020-04-28,28041,Cobeña,28,"375,49",65,"871,66"
2020-04-28,28056,Fresnedillas de la Oliva,,"220,59",8,"588,24"
2020-04-28,28165,Valdilecha,,"117,6",17,"666,41"
2020-04-28,28021,El Berrueco,,0,8,"1246,11"
2020-04-28,28111,Pezuela de las Torres,,0,,"384,62"
2020-04-28,28179,Villar del Olmo,,0,,"398,01"
2020-04-28,28068,Guadarrama,73,"462,08",175,"1107,74"
2020-04-28,28133,San Martín de Valdeiglesias,19,"222,77",77,"902,8"
2020-04-28,28152,Torrelodones,109,"420,3",227,"875,3"
2020-04-28,28022,Boadilla del Monte,64,"121,13",287,"543,18"
2020-04-28,28150,Torrejón de Velasco,,"25,31",18,"455,58"
2020-04-28,28178,Villanueva de Perales,,0,,"518,67"
2020-04-28,28146,Tielmes,,"133,16",32,"1420,33"
2020-04-28,28134,San Sebastián de los Reyes,69,"75,21",452,"492,69"
2020-04-28,28067,Guadalix de la Sierra,,"50,29",34,"569,99"
2020-04-28,28073,Humanes de Madrid,16,"77,64",105,"509,51"
2020-04-28,28052,Chinchón,,"19,38",24,"465,03"
2020-04-28,28031,Cadalso de los Vidrios,,0,7,"230,04"
2020-04-28,28072,Hoyo de Manzanares,11,"143,58",32,"417,7"
2020-04-28,28149,Torrejón de la Calzada,,58,35,"405,99"
2020-04-28,28055,Estremera,,"164,74",9,"741,35"
2020-04-28,28048,Corpa,,0,6,"1438,85"
2020-04-28,28083,Meco,,"21,46",125,"894,01"
2020-04-28,28078,Madarcos,,0,,0
2020-04-28,28183,Zarzalejo,14,"871,19",18,"1120,1"
2020-04-28,28014,Arganda del Rey,33,"56,95",321,"553,98"
2020-04-28,28046,Collado Mediano,12,"182,57",29,"441,2"
2020-04-28,28053,Daganzo de Arriba,,"18,46",40,"369,21"
2020-04-28,28082,Manzanares El Real,,"46,15",35,"403,78"
2020-04-28,28027,Buitrago del Lozoya,,"176,6",15,"662,25"
2020-04-28,28157,Valdelaguna,,0,,"121,36"
2020-04-28,28163,Valdepiélagos,,0,,0
2020-04-28,28036,Casarrubuelos,,0,10,"293,43"
2020-04-28,28085,Miraflores de la Sierra,,"54,37",34,"616,17"
2020-04-28,28104,Paracuellos de Jarama,,"17,38",68,"295,54"
2020-04-28,28168,El Vellón,,0,12,"845,07"
2020-04-28,28076,Lozoya,,0,,"236,97"
2020-04-28,28047,Collado Villalba,124,179,448,"646,7"
2020-04-28,28044,Colmenarejo,14,"173,07",42,"519,22"
2020-04-28,28182,Villavieja del Lozoya,,0,,0
2020-04-28,28117,Prádena del Rincón,,0,,0
2020-04-28,28030,La Cabrera,,0,11,"362,92"
2020-04-28,28141,Sevilla la Nueva,38,"381,95",87,"874,46"
2020-04-28,28001,La Acebeda,,0,,0
2020-04-28,28121,Redueña,,"584,8",,"1169,59"
2020-04-28,28124,Robledillo de la Jara,,0,,"1851,85"
2020-04-28,28138,La Serna del Monte,,0,,0
2020-04-28,28043,Colmenar de Oreja,,"41,68",24,"333,47"
2020-04-28,28128,Rozas de Puerto Real,,"510,2",,"765,31"
2020-04-28,28158,Valdemanco,,0,,"135,14"
2020-04-28,28026,Brunete,18,"159,4",73,"646,48"
2020-04-28,28147,Titulcia,,"100,6",7,"704,23"
2020-04-28,28171,Villa del Prado,30,"454,75",109,"1652,27"
2020-04-28,28901,Lozoyuela-Navas-Sieteiglesias,,0,,"261,55"
2020-04-28,28119,Quijorna,7,"356,6",21,"1069,79"
2020-04-28,28161,Valdemoro,62,"81,15",696,"911,02"
2020-04-28,28903,Tres Cantos,48,"99,9",327,"680,54"
2020-04-28,28151,Torrelaguna,,"59,29",18,"355,73"
2020-04-28,28123,Rivas-Vaciamadrid,42,"48,76",524,"608,38"
2020-04-28,28016,El Atazar,,0,,0
2020-04-28,28108,Pedrezuela,7,"126,49",22,"397,54"
2020-04-28,28135,Santa María de la Alameda,,"422,83",,"528,54"
2020-04-28,28071,Horcajuelo de la Sierra,,0,,0
2020-04-28,28015,Arroyomolinos,16,"61,33",152,"582,62"
2020-04-28,28090,Moralzarzal,7,"53,76",65,"499,16"
2020-04-28,28034,Canencia,,271,,"542,01"
2020-04-28,28180,Villarejo de Salvanés,,"13,12",34,"446,14"
2020-04-28,28140,Serranillos del Valle,,"105,29",29,"763,36"
2020-04-28,28181,Villaviciosa de Odón,24,"86,52",183,"659,7"
2020-04-28,28032,Camarma de Esteruelas,7,"98,36",42,"590,14"
2020-04-28,28125,Robledo de Chavela,10,"265,25",22,"583,55"
2020-04-28,28107,Patones,,"436,68",6,"1310,04"
2020-04-28,28095,Navalagamella,,"44,44",6,"266,67"
2020-04-28,28120,Rascafría,,"67,89",,"339,44"
2020-04-28,28023,El Boalo,12,"189,72",39,"616,6"
2020-04-28,28080,Majadahonda,121,"155,19",509,"652,82"
2020-04-28,28017,Batres,,0,8,"1797,75"
2020-04-28,28006,Alcobendas,106,"87,45",687,"566,77"
2020-04-28,28005,Alcalá de Henares,116,"55,49",2232,"1067,71"
2020-04-28,28045,Colmenar Viejo,48,"95,23",341,"676,55"
2020-04-28,28130,San Fernando de Henares,69,"164,18",388,"923,22"
2020-04-28,28172,Villalbilla,,"26,85",87,"778,52"
2020-04-28,28054,El Escorial,42,"252,66",95,"571,5"
2020-04-28,28042,Colmenar del Arroyo,,"194,43",7,"453,66"
2020-04-28,28148,Torrejón de Ardoz,69,"49,9",920,"665,27"
2020-04-28,28114,Piñuécar-Gandullas,,0,,0
2020-04-28,28025,Brea de Tajo,,"136,05",,"680,27"
2020-04-28,28086,El Molar,8,"83,39",34,"354,39"
2020-04-28,28019,Belmonte de Tajo,,"144,61",,"361,53"
2020-04-28,28154,Torres de la Alameda,10,"121,36",73,"885,92"
2020-04-28,28143,Somosierra,,0,,"1612,9"
2020-04-28,28010,Alpedrete,21,"145,5",104,"720,57"
2020-04-28,28102,Orusco de Tajuña,,"90,58",17,"1539,86"
2020-04-28,28069,La Hiruela,,0,,"9090,91"
2020-04-28,28039,Cervera de Buitrago,,0,,"2777,78"
2020-04-28,28065,Getafe,178,93,1162,"607,11"
2020-04-28,28122,Ribatejada,,0,,"227,79"
2020-04-28,28170,Villaconejos,,0,8,"180,34"
2020-04-28,28164,Valdetorres de Jarama,,"100,58",16,"402,31"
2020-04-27,07903,Madrid-Retiro,150,"134,92",1302,"1171,14"
2020-04-27,07904,Madrid-Salamanca,221,"140,46",1471,"934,91"
2020-04-27,07901,Madrid-Centro,224,"157,49",1062,"746,68"
2020-04-27,07902,Madrid-Arganzuela,243,"136,21",1458,"817,26"
2020-04-27,07905,Madrid-Chamartín,227,"154,54",1451,"987,85"
2020-04-27,07906,Madrid-Tetuán,284,"173,72",1968,"1203,83"
2020-04-27,07907,Madrid-Chamberí,275,"185,21",1403,"944,9"
2020-04-27,07908,Madrid-Fuencarral-El Pardo,358,"159,44",2695,"1200,23"
2020-04-27,07909,Madrid-Moncloa-Aravaca,278,"219,1",1198,"944,17"
2020-04-27,07910,Madrid-Latina,397,"159,07",2502,"1002,52"
2020-04-27,07911,Madrid-Carabanchel,379,"153,8",2434,"987,75"
2020-04-27,07912,Madrid-Usera,175,"117,88",1300,"875,7"
2020-04-27,07913,Madrid-Puente de Vallecas,280,"109,49",2797,"1093,71"
2020-04-27,07920,Madrid-San Blas-Canillejas,184,"132,49",1346,"969,22"
2020-04-27,07921,Madrid-Barajas,46,"87,32",403,"764,98"
2020-04-27,07914,Madrid-Moratalaz,144,"147,88",1234,"1267,25"
2020-04-27,07915,Madrid-Ciudad Lineal,300,"113,35",2040,"770,81"
2020-04-27,07916,Madrid-Hortaleza,198,"93,72",1619,"766,3"
2020-04-27,07917,Madrid-Villaverde,198,"124,49",1319,"829,34"
2020-04-27,07918,Madrid-Villa de Vallecas,74,"69,4",1128,"1057,87"
2020-04-27,07919,Madrid-Vicálvaro,59,"82,07",729,"1014,08"
2020-04-27,28115,Pozuelo de Alarcón,182,"206,12",683,"773,5"
2020-04-27,28007,Alcorcón,219,"125,26",1628,"931,13"
2020-04-27,28096,Navalcarnero,25,"88,56",148,"524,28"
2020-04-27,28129,San Agustín del Guadalix,11,"75,53",55,"377,67"
2020-04-27,28127,Las Rozas de Madrid,151,"157,54",678,"707,37"
2020-04-27,28089,Moraleja de Enmedio,,"93,35",24,"448,1"
2020-04-27,28155,Valdaracete,,0,,"823,72"
2020-04-27,28116,Pozuelo del Rey,,0,,"404,04"
2020-04-27,28118,Puebla de la Sierra,,0,,0
2020-04-27,28110,Perales de Tajuña,,0,7,"188,02"
2020-04-27,28160,Valdemorillo,17,"140,25",45,"371,26"
2020-04-27,28094,Navalafuente,,"251,89",6,"755,67"
2020-04-27,28167,Velilla de San Antonio,7,"56,03",63,"504,28"
2020-04-27,28176,Villanueva de la Cañada,39,"159,94",116,"475,72"
2020-04-27,28177,Villanueva del Pardillo,16,"94,74",79,"467,76"
2020-04-27,28100,Nuevo Baztán,,"15,04",27,"406,2"
2020-04-27,28175,Villamantilla,,0,7,"829,38"
2020-04-27,28174,Villamanta,,"187,71",12,"563,12"
2020-04-27,28029,Cabanillas de la Sierra,,0,9,"1554,4"
2020-04-27,28037,Cenicientos,,"101,99",20,"1019,89"
2020-04-27,28902,Puentes Viejas,,0,,"437,64"
2020-04-27,28013,Aranjuez,45,"70,94",416,"655,83"
2020-04-27,28038,Cercedilla,20,"267,13",94,"1255,51"
2020-04-27,28136,Santorcaz,,0,7,"1236,75"
2020-04-27,28049,Coslada,87,"98,41",768,"868,75"
2020-04-27,28091,Morata de Tajuña,6,"77,25",90,"1158,75"
2020-04-27,28126,Robregordo,,0,,0
2020-04-27,28097,Navarredonda y San Mamés,,"1204,82",,"2409,64"
2020-04-27,28169,Venturada,,"70,82",,"212,46"
2020-04-27,28093,Navacerrada,,"107,6",15,"538,02"
2020-04-27,28088,Montejo de la Sierra,,0,,"279,33"
2020-04-27,28057,Fresno de Torote,,"83,26",14,"1165,7"
2020-04-27,28112,Pinilla del Valle,,0,,0
2020-04-27,28159,Valdemaqueda,,"116,96",,"467,84"
2020-04-27,28099,Navas del Rey,,"101,9",47,"1596,47"
2020-04-27,28101,Olmeda de las Fuentes,,0,,"1244,81"
2020-04-27,28028,Bustarviejo,,"56,27",6,"337,65"
2020-04-27,28018,Becerril de la Sierra,11,"190,58",31,"537,08"
2020-04-27,28058,Fuenlabrada,163,"79,9",1412,"692,11"
2020-04-27,28062,Garganta de los Montes,,0,,"364,96"
2020-04-27,28113,Pinto,32,"60,2",217,"408,26"
2020-04-27,28003,Alameda del Valle,,0,,0
2020-04-27,28020,Berzosa del Lozoya,,"657,89",,"1315,79"
2020-04-27,28137,Los Santos de la Humosa,,0,19,"1131,63"
2020-04-27,28004,El Álamo,27,"273,47",64,"648,23"
2020-04-27,28109,Pelayos de la Presa,,"75,05",16,"600,38"
2020-04-27,28061,Galapagar,82,"247,21",218,"657,22"
2020-04-27,28066,Griñón,11,"95,27",78,"675,56"
2020-04-27,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"1027,4"
2020-04-27,28008,Aldea del Fresno,10,"331,56",43,"1425,73"
2020-04-27,28035,Carabaña,,"57,21",13,"743,71"
2020-04-27,28145,Talamanca de Jarama,,"63,86",25,"798,21"
2020-04-27,28051,Chapinería,,0,6,"262,24"
2020-04-27,28040,Ciempozuelos,31,"120,78",182,"709,11"
2020-04-27,28002,Ajalvir,,"84,28",13,"273,91"
2020-04-27,28131,San Lorenzo de El Escorial,52,"293,54",120,"677,39"
2020-04-27,28064,Gascones,,0,,0
2020-04-27,28132,San Martín de la Vega,17,"83,48",79,"387,92"
2020-04-27,28092,Móstoles,320,"146,42",1841,"842,38"
2020-04-27,28074,Leganés,257,"130,52",2769,"1406,24"
2020-04-27,28024,Braojos,,0,,"1242,24"
2020-04-27,28050,Cubas de la Sagra,,"36,07",23,"414,79"
2020-04-27,28009,Algete,11,"49,54",100,"450,35"
2020-04-27,28084,Mejorada del Campo,11,"44,89",167,"681,47"
2020-04-27,28075,Loeches,,"14,43",48,"692,54"
2020-04-27,28106,Parla,79,"57,79",681,"498,15"
2020-04-27,28060,Fuentidueña de Tajo,,"50,43",17,"857,29"
2020-04-27,28011,Ambite,,"200,4",7,"1402,81"
2020-04-27,28153,Torremocha de Jarama,,0,8,"996,26"
2020-04-27,28012,Anchuelo,,0,7,"916,23"
2020-04-27,28087,Los Molinos,11,"274,52",49,"1222,86"
2020-04-27,28144,Soto del Real,7,"71,46",61,"622,7"
2020-04-27,28166,Valverde de Alcalá,,"375,94",7,"2631,58"
2020-04-27,28059,Fuente el Saz de Jarama,7,"81,97",29,"339,58"
2020-04-27,28070,Horcajo de la Sierra-Aoslos,,0,,"5882,35"
2020-04-27,28162,Valdeolmos-Alalpardo,,"110,7",11,"405,9"
2020-04-27,28033,Campo Real,,"16,6",23,"381,81"
2020-04-27,28156,Valdeavero,,0,7,"664,77"
2020-04-27,28173,Villamanrique de Tajo,,"146,84",,"587,37"
2020-04-27,28041,Cobeña,34,"455,95",65,"871,66"
2020-04-27,28056,Fresnedillas de la Oliva,,"367,65",8,"588,24"
2020-04-27,28165,Valdilecha,,"117,6",17,"666,41"
2020-04-27,28021,El Berrueco,,0,8,"1246,11"
2020-04-27,28111,Pezuela de las Torres,,0,,"384,62"
2020-04-27,28179,Villar del Olmo,,0,,"398,01"
2020-04-27,28068,Guadarrama,76,"481,07",170,"1076,09"
2020-04-27,28133,San Martín de Valdeiglesias,21,"246,22",76,"891,08"
2020-04-27,28152,Torrelodones,107,"412,59",222,"856,02"
2020-04-27,28022,Boadilla del Monte,65,"123,02",279,"528,04"
2020-04-27,28150,Torrejón de Velasco,,"25,31",17,"430,27"
2020-04-27,28178,Villanueva de Perales,,0,,"518,67"
2020-04-27,28146,Tielmes,,"177,54",32,"1420,33"
2020-04-27,28134,San Sebastián de los Reyes,72,"78,48",448,"488,33"
2020-04-27,28067,Guadalix de la Sierra,,"83,82",34,"569,99"
2020-04-27,28073,Humanes de Madrid,18,"87,34",104,"504,66"
2020-04-27,28052,Chinchón,,"19,38",24,"465,03"
2020-04-27,28031,Cadalso de los Vidrios,,"32,86",7,"230,04"
2020-04-27,28072,Hoyo de Manzanares,11,"143,58",31,"404,65"
2020-04-27,28149,Torrejón de la Calzada,11,"127,6",35,"405,99"
2020-04-27,28055,Estremera,,"247,12",9,"741,35"
2020-04-27,28048,Corpa,,0,6,"1438,85"
2020-04-27,28083,Meco,,"28,61",124,"886,85"
2020-04-27,28078,Madarcos,,0,,0
2020-04-27,28183,Zarzalejo,14,"871,19",18,"1120,1"
2020-04-27,28014,Arganda del Rey,36,"62,13",320,"552,26"
2020-04-27,28046,Collado Mediano,16,"243,42",29,"441,2"
2020-04-27,28053,Daganzo de Arriba,,"18,46",40,"369,21"
2020-04-27,28082,Manzanares El Real,,"57,68",35,"403,78"
2020-04-27,28027,Buitrago del Lozoya,,"176,6",15,"662,25"
2020-04-27,28157,Valdelaguna,,0,,"121,36"
2020-04-27,28163,Valdepiélagos,,0,,0
2020-04-27,28036,Casarrubuelos,,"29,34",10,"293,43"
2020-04-27,28085,Miraflores de la Sierra,,"72,49",33,"598,04"
2020-04-27,28104,Paracuellos de Jarama,,"17,38",68,"295,54"
2020-04-27,28168,El Vellón,,0,12,"845,07"
2020-04-27,28076,Lozoya,,0,,"236,97"
2020-04-27,28047,Collado Villalba,138,"199,21",436,"629,38"
2020-04-27,28044,Colmenarejo,16,"197,8",41,"506,86"
2020-04-27,28182,Villavieja del Lozoya,,0,,0
2020-04-27,28117,Prádena del Rincón,,0,,0
2020-04-27,28030,La Cabrera,,0,11,"362,92"
2020-04-27,28141,Sevilla la Nueva,45,"452,31",87,"874,46"
2020-04-27,28001,La Acebeda,,0,,0
2020-04-27,28121,Redueña,,"584,8",,"1169,59"
2020-04-27,28124,Robledillo de la Jara,,0,,"1851,85"
2020-04-27,28138,La Serna del Monte,,0,,0
2020-04-27,28043,Colmenar de Oreja,,"41,68",24,"333,47"
2020-04-27,28128,Rozas de Puerto Real,,"510,2",,"765,31"
2020-04-27,28158,Valdemanco,,0,,"135,14"
2020-04-27,28026,Brunete,18,"159,4",72,"637,62"
2020-04-27,28147,Titulcia,,"100,6",7,"704,23"
2020-04-27,28171,Villa del Prado,30,"454,75",108,"1637,11"
2020-04-27,28901,Lozoyuela-Navas-Sieteiglesias,,0,,"261,55"
2020-04-27,28119,Quijorna,9,"458,48",21,"1069,79"
2020-04-27,28161,Valdemoro,57,"74,61",640,"837,72"
2020-04-27,28903,Tres Cantos,48,"99,9",322,"670,14"
2020-04-27,28151,Torrelaguna,,"59,29",18,"355,73"
2020-04-27,28123,Rivas-Vaciamadrid,46,"53,41",522,"606,05"
2020-04-27,28016,El Atazar,,0,,0
2020-04-27,28108,Pedrezuela,6,"108,42",21,"379,47"
2020-04-27,28135,Santa María de la Alameda,,"317,12",,"422,83"
2020-04-27,28071,Horcajuelo de la Sierra,,0,,0
2020-04-27,28015,Arroyomolinos,20,"76,66",150,"574,95"
2020-04-27,28090,Moralzarzal,8,"61,43",64,"491,48"
2020-04-27,28034,Canencia,,271,,"542,01"
2020-04-27,28180,Villarejo de Salvanés,,"13,12",34,"446,14"
2020-04-27,28140,Serranillos del Valle,,"105,29",29,"763,36"
2020-04-27,28181,Villaviciosa de Odón,24,"86,52",182,"656,09"
2020-04-27,28032,Camarma de Esteruelas,6,"84,31",41,"576,09"
2020-04-27,28125,Robledo de Chavela,10,"265,25",22,"583,55"
2020-04-27,28107,Patones,,"436,68",6,"1310,04"
2020-04-27,28095,Navalagamella,,"44,44",6,"266,67"
2020-04-27,28120,Rascafría,,"67,89",,"339,44"
2020-04-27,28023,El Boalo,11,"173,91",37,"584,98"
2020-04-27,28080,Majadahonda,117,"150,06",491,"629,74"
2020-04-27,28017,Batres,,0,8,"1797,75"
2020-04-27,28006,Alcobendas,113,"93,22",680,"560,99"
2020-04-27,28005,Alcalá de Henares,134,"64,1",2227,"1065,32"
2020-04-27,28045,Colmenar Viejo,57,"113,09",340,"674,56"
2020-04-27,28130,San Fernando de Henares,58,"138,01",364,"866,11"
2020-04-27,28172,Villalbilla,,"35,79",87,"778,52"
2020-04-27,28054,El Escorial,43,"258,68",92,"553,45"
2020-04-27,28042,Colmenar del Arroyo,,"194,43",7,"453,66"
2020-04-27,28148,Torrejón de Ardoz,70,"50,62",917,"663,1"
2020-04-27,28114,Piñuécar-Gandullas,,0,,0
2020-04-27,28025,Brea de Tajo,,"136,05",,"680,27"
2020-04-27,28086,El Molar,8,"83,39",34,"354,39"
2020-04-27,28019,Belmonte de Tajo,,"144,61",,"361,53"
2020-04-27,28154,Torres de la Alameda,12,"145,63",72,"873,79"
2020-04-27,28143,Somosierra,,0,,"1612,9"
2020-04-27,28010,Alpedrete,23,"159,36",103,"713,64"
2020-04-27,28102,Orusco de Tajuña,,"90,58",17,"1539,86"
2020-04-27,28069,La Hiruela,,0,,"9090,91"
2020-04-27,28039,Cervera de Buitrago,,0,,"2777,78"
2020-04-27,28065,Getafe,183,"95,61",1130,"590,39"
2020-04-27,28122,Ribatejada,,0,,"227,79"
2020-04-27,28170,Villaconejos,,0,8,"180,34"
2020-04-27,28164,Valdetorres de Jarama,,"100,58",16,"402,31"
2020-04-26,07903,Madrid-Retiro,150,"134,92",1293,"1163,04"
2020-04-26,07904,Madrid-Salamanca,218,"138,55",1459,"927,29"
2020-04-26,07901,Madrid-Centro,227,"159,6",1060,"745,28"
2020-04-26,07902,Madrid-Arganzuela,246,"137,89",1456,"816,13"
2020-04-26,07905,Madrid-Chamartín,228,"155,22",1444,"983,08"
2020-04-26,07906,Madrid-Tetuán,303,"185,35",1965,1202
2020-04-26,07907,Madrid-Chamberí,278,"187,23",1397,"940,85"
2020-04-26,07908,Madrid-Fuencarral-El Pardo,359,"159,88",2684,"1195,33"
2020-04-26,07909,Madrid-Moncloa-Aravaca,276,"217,52",1192,"939,44"
2020-04-26,07910,Madrid-Latina,405,"162,28",2498,"1000,92"
2020-04-26,07911,Madrid-Carabanchel,383,"155,43",2418,"981,26"
2020-04-26,07912,Madrid-Usera,176,"118,56",1294,"871,66"
2020-04-26,07913,Madrid-Puente de Vallecas,293,"114,57",2792,"1091,76"
2020-04-26,07920,Madrid-San Blas-Canillejas,188,"135,37",1344,"967,78"
2020-04-26,07921,Madrid-Barajas,49,"93,01",403,"764,98"
2020-04-26,07914,Madrid-Moratalaz,151,"155,07",1231,"1264,17"
2020-04-26,07915,Madrid-Ciudad Lineal,312,"117,89",2032,"767,79"
2020-04-26,07916,Madrid-Hortaleza,207,"97,98",1613,"763,46"
2020-04-26,07917,Madrid-Villaverde,197,"123,87",1314,"826,19"
2020-04-26,07918,Madrid-Villa de Vallecas,72,"67,52",1125,"1055,06"
2020-04-26,07919,Madrid-Vicálvaro,65,"90,42",728,"1012,69"
2020-04-26,28115,Pozuelo de Alarcón,180,"203,85",681,"771,23"
