fecha,cod_ine,municipio_distrito,casos_confirmados_ultimos_14dias,tasa_incidencia_acumulada_ultimos_14dias,casos_confirmados_totales,tasa_incidencia_acumulada_total
2020-04-23,07906,Madrid-Tetuán,312,"190,85",1896,"1159,79"
2020-04-23,07907,Madrid-Chamberí,262,"176,45",1331,"896,4"
2020-04-23,07908,Madrid-Fuencarral-El Pardo,411,"183,04",2610,"1162,38"
2020-04-23,07909,Madrid-Moncloa-Aravaca,252,"198,61",1122,"884,27"
2020-04-23,07910,Madrid-Latina,429,"171,89",2402,"962,45"
2020-04-23,07911,Madrid-Carabanchel,400,"162,33",2331,"945,95"
2020-04-23,07912,Madrid-Usera,191,"128,66",1251,"842,7"
2020-04-23,07913,Madrid-Puente de Vallecas,355,"138,82",2728,"1066,73"
2020-04-23,07920,Madrid-San Blas-Canillejas,203,"146,17",1298,"934,65"
2020-04-23,07921,Madrid-Barajas,54,"102,5",393,746
2020-04-23,07914,Madrid-Moratalaz,180,"184,85",1202,"1234,39"
2020-04-23,07915,Madrid-Ciudad Lineal,333,"125,82",1971,"744,74"
2020-04-23,07916,Madrid-Hortaleza,245,"115,96",1574,745
2020-04-23,07917,Madrid-Villaverde,216,"135,81",1271,"799,15"
2020-04-23,07918,Madrid-Villa de Vallecas,109,"102,22",1114,"1044,74"
2020-04-23,07919,Madrid-Vicálvaro,78,"108,5",716,"995,99"
2020-04-23,28115,Pozuelo de Alarcón,168,"190,26",652,"738,39"
2020-04-23,28007,Alcorcón,255,"145,85",1562,"893,38"
2020-04-23,28096,Navalcarnero,23,"81,48",142,"503,03"
2020-04-23,28129,San Agustín del Guadalix,18,"123,6",53,"363,94"
2020-04-23,28127,Las Rozas de Madrid,139,"145,02",641,"668,77"
2020-04-23,28089,Moraleja de Enmedio,,"74,68",22,"410,75"
2020-04-23,28155,Valdaracete,,0,,"823,72"
2020-04-23,28116,Pozuelo del Rey,,"202,02",,"404,04"
2020-04-23,28118,Puebla de la Sierra,,0,,0
2020-04-23,28110,Perales de Tajuña,,0,7,"188,02"
2020-04-23,28160,Valdemorillo,18,"148,5",44,"363,01"
2020-04-23,28094,Navalafuente,,"251,89",6,"755,67"
2020-04-23,28167,Velilla de San Antonio,8,"64,04",62,"496,28"
2020-04-23,28176,Villanueva de la Cañada,39,"159,94",109,"447,01"
2020-04-23,28177,Villanueva del Pardillo,17,"100,66",76,450
2020-04-23,28100,Nuevo Baztán,,"30,09",28,"421,24"
2020-04-23,28175,Villamantilla,,0,7,"829,38"
2020-04-23,28174,Villamanta,,"187,71",11,"516,19"
2020-04-23,28029,Cabanillas de la Sierra,,0,9,"1554,4"
2020-04-23,28037,Cenicientos,,"203,98",19,"968,89"
2020-04-23,28902,Puentes Viejas,,"218,82",,"437,64"
2020-04-23,28013,Aranjuez,59,"93,01",410,"646,37"
2020-04-23,28038,Cercedilla,19,"253,77",92,"1228,8"
2020-04-23,28136,Santorcaz,,0,7,"1236,75"
2020-04-23,28049,Coslada,129,"145,92",759,"858,57"
2020-04-23,28091,Morata de Tajuña,7,"90,12",88,1133
2020-04-23,28126,Robregordo,,0,,0
2020-04-23,28097,Navarredonda y San Mamés,,"1204,82",,"2409,64"
2020-04-23,28169,Venturada,,"70,82",,"212,46"
2020-04-23,28093,Navacerrada,,"107,6",15,"538,02"
2020-04-23,28088,Montejo de la Sierra,,0,,"279,33"
2020-04-23,28057,Fresno de Torote,,"83,26",14,"1165,7"
2020-04-23,28112,Pinilla del Valle,,0,,0
2020-04-23,28159,Valdemaqueda,,"116,96",,"467,84"
2020-04-23,28099,Navas del Rey,,"67,93",46,"1562,5"
2020-04-23,28101,Olmeda de las Fuentes,,0,,"1244,81"
2020-04-23,28028,Bustarviejo,,"112,55",6,"337,65"
2020-04-23,28018,Becerril de la Sierra,8,"138,6",28,"485,1"
2020-04-23,28058,Fuenlabrada,185,"90,68",1369,"671,03"
2020-04-23,28062,Garganta de los Montes,,0,,"364,96"
2020-04-23,28113,Pinto,37,"69,61",204,"383,8"
2020-04-23,28003,Alameda del Valle,,0,,0
2020-04-23,28020,Berzosa del Lozoya,,"1315,79",,"1315,79"
2020-04-23,28137,Los Santos de la Humosa,,"59,56",19,"1131,63"
2020-04-23,28004,El Álamo,24,"243,09",59,"597,59"
2020-04-23,28109,Pelayos de la Presa,,"75,05",16,"600,38"
2020-04-23,28061,Galapagar,79,"238,17",207,"624,06"
2020-04-23,28066,Griñón,16,"138,58",77,"666,9"
2020-04-23,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"1027,4"
2020-04-23,28008,Aldea del Fresno,9,"298,41",41,"1359,42"
2020-04-23,28035,Carabaña,,0,12,"686,5"
2020-04-23,28145,Talamanca de Jarama,,"159,64",24,"766,28"
2020-04-23,28051,Chapinería,,0,6,"262,24"
2020-04-23,28040,Ciempozuelos,26,"101,3",172,"670,15"
2020-04-23,28002,Ajalvir,,"84,28",12,"252,84"
2020-04-23,28131,San Lorenzo de El Escorial,50,"282,25",115,"649,17"
2020-04-23,28064,Gascones,,0,,0
2020-04-23,28132,San Martín de la Vega,14,"68,75",74,"363,37"
2020-04-23,28092,Móstoles,384,"175,71",1788,"818,13"
2020-04-23,28074,Leganés,322,"163,53",2712,"1377,29"
2020-04-23,28024,Braojos,,0,,"1242,24"
2020-04-23,28050,Cubas de la Sagra,,"72,14",21,"378,72"
2020-04-23,28009,Algete,18,"81,06",98,"441,34"
2020-04-23,28084,Mejorada del Campo,21,"85,69",166,"677,39"
2020-04-23,28075,Loeches,,"43,28",48,"692,54"
2020-04-23,28106,Parla,79,"57,79",659,"482,06"
2020-04-23,28060,Fuentidueña de Tajo,,0,16,"806,86"
2020-04-23,28011,Ambite,,"200,4",7,"1402,81"
2020-04-23,28153,Torremocha de Jarama,,0,8,"996,26"
2020-04-23,28012,Anchuelo,,0,7,"916,23"
2020-04-23,28087,Los Molinos,7,"174,69",45,"1123,03"
2020-04-23,28144,Soto del Real,7,"71,46",59,"602,29"
2020-04-23,28166,Valverde de Alcalá,,0,6,"2255,64"
2020-04-23,28059,Fuente el Saz de Jarama,10,"117,1",27,"316,16"
2020-04-23,28070,Horcajo de la Sierra-Aoslos,,0,,"4411,76"
2020-04-23,28162,Valdeolmos-Alalpardo,,"110,7",11,"405,9"
2020-04-23,28033,Campo Real,,"16,6",23,"381,81"
2020-04-23,28156,Valdeavero,,0,7,"664,77"
2020-04-23,28173,Villamanrique de Tajo,,"146,84",,"440,53"
2020-04-23,28041,Cobeña,35,"469,36",64,"858,25"
2020-04-23,28056,Fresnedillas de la Oliva,,"294,12",7,"514,71"
2020-04-23,28165,Valdilecha,,196,17,"666,41"
2020-04-23,28021,El Berrueco,,"155,76",8,"1246,11"
2020-04-23,28111,Pezuela de las Torres,,0,,"384,62"
2020-04-23,28179,Villar del Olmo,,0,,"398,01"
2020-04-23,28068,Guadarrama,69,"436,76",155,"981,14"
2020-04-23,28133,San Martín de Valdeiglesias,21,"246,22",73,"855,9"
2020-04-23,28152,Torrelodones,55,"212,08",164,"632,37"
2020-04-23,28022,Boadilla del Monte,68,"128,7",269,"509,11"
2020-04-23,28150,Torrejón de Velasco,,"25,31",17,"430,27"
2020-04-23,28178,Villanueva de Perales,,0,,"518,67"
2020-04-23,28146,Tielmes,,"133,16",31,"1375,94"
2020-04-23,28134,San Sebastián de los Reyes,108,"117,72",435,"474,16"
2020-04-23,28067,Guadalix de la Sierra,,"83,82",32,"536,46"
2020-04-23,28073,Humanes de Madrid,18,"87,34",99,"480,4"
2020-04-23,28052,Chinchón,,"38,75",24,"465,03"
2020-04-23,28031,Cadalso de los Vidrios,,"65,72",7,"230,04"
2020-04-23,28072,Hoyo de Manzanares,7,"91,37",25,"326,33"
2020-04-23,28149,Torrejón de la Calzada,11,"127,6",33,"382,79"
2020-04-23,28055,Estremera,,"329,49",8,"658,98"
2020-04-23,28048,Corpa,,0,6,"1438,85"
2020-04-23,28083,Meco,7,"50,06",123,"879,7"
2020-04-23,28078,Madarcos,,0,,0
2020-04-23,28183,Zarzalejo,10,"622,28",13,"808,96"
2020-04-23,28014,Arganda del Rey,36,"62,13",311,"536,73"
2020-04-23,28046,Collado Mediano,15,"228,21",28,"425,99"
2020-04-23,28053,Daganzo de Arriba,,"18,46",40,"369,21"
2020-04-23,28082,Manzanares El Real,10,"115,37",34,"392,25"
2020-04-23,28027,Buitrago del Lozoya,,"132,45",14,"618,1"
2020-04-23,28157,Valdelaguna,,0,,"121,36"
2020-04-23,28163,Valdepiélagos,,0,,0
2020-04-23,28036,Casarrubuelos,,"29,34",10,"293,43"
2020-04-23,28085,Miraflores de la Sierra,,"90,61",32,"579,92"
2020-04-23,28104,Paracuellos de Jarama,6,"26,08",66,"286,84"
2020-04-23,28168,El Vellón,,0,12,"845,07"
2020-04-23,28076,Lozoya,,0,,"236,97"
2020-04-23,28047,Collado Villalba,140,"202,09",414,"597,62"
2020-04-23,28044,Colmenarejo,19,"234,89",38,"469,77"
2020-04-23,28182,Villavieja del Lozoya,,0,,0
2020-04-23,28117,Prádena del Rincón,,0,,0
2020-04-23,28030,La Cabrera,,"65,98",11,"362,92"
2020-04-23,28141,Sevilla la Nueva,42,"422,15",77,"773,95"
2020-04-23,28001,La Acebeda,,0,,0
2020-04-23,28121,Redueña,,"584,8",,"1169,59"
2020-04-23,28124,Robledillo de la Jara,,0,,"1851,85"
2020-04-23,28138,La Serna del Monte,,0,,0
2020-04-23,28043,Colmenar de Oreja,6,"83,37",25,"347,37"
2020-04-23,28128,Rozas de Puerto Real,,"510,2",,"765,31"
2020-04-23,28158,Valdemanco,,"135,14",,"135,14"
2020-04-23,28026,Brunete,17,"150,55",68,"602,2"
2020-04-23,28147,Titulcia,,"100,6",7,"704,23"
2020-04-23,28171,Villa del Prado,46,"697,29",102,"1546,16"
2020-04-23,28901,Lozoyuela-Navas-Sieteiglesias,,0,,"261,55"
2020-04-23,28119,Quijorna,8,"407,54",20,"1018,85"
2020-04-23,28161,Valdemoro,70,"91,63",627,"820,7"
2020-04-23,28903,Tres Cantos,47,"97,81",300,"624,35"
2020-04-23,28151,Torrelaguna,,"59,29",16,"316,21"
2020-04-23,28123,Rivas-Vaciamadrid,52,"60,37",505,"586,32"
2020-04-23,28016,El Atazar,,0,,0
2020-04-23,28108,Pedrezuela,6,"108,42",21,"379,47"
2020-04-23,28135,Santa María de la Alameda,,"211,42",,"211,42"
2020-04-23,28071,Horcajuelo de la Sierra,,0,,0
2020-04-23,28015,Arroyomolinos,26,"99,66",144,"551,96"
2020-04-23,28090,Moralzarzal,9,"69,11",63,"483,8"
2020-04-23,28034,Canencia,,0,,271
2020-04-23,28180,Villarejo de Salvanés,,"13,12",33,"433,01"
2020-04-23,28140,Serranillos del Valle,,"131,61",27,"710,71"
2020-04-23,28181,Villaviciosa de Odón,29,"104,54",177,"638,07"
2020-04-23,28032,Camarma de Esteruelas,6,"84,31",41,"576,09"
2020-04-23,28125,Robledo de Chavela,12,"318,3",22,"583,55"
2020-04-23,28107,Patones,,"436,68",,"1091,7"
2020-04-23,28095,Navalagamella,,"44,44",6,"266,67"
2020-04-23,28120,Rascafría,,"67,89",,"339,44"
2020-04-23,28023,El Boalo,12,"189,72",36,"569,17"
2020-04-23,28080,Majadahonda,112,"143,65",474,"607,93"
2020-04-23,28017,Batres,,0,8,"1797,75"
2020-04-23,28006,Alcobendas,139,"114,67",647,"533,77"
2020-04-23,28005,Alcalá de Henares,171,"81,8",2192,"1048,57"
2020-04-23,28045,Colmenar Viejo,74,"146,82",319,"632,9"
2020-04-23,28130,San Fernando de Henares,74,"176,08",366,"870,87"
2020-04-23,28172,Villalbilla,7,"62,64",87,"778,52"
2020-04-23,28054,El Escorial,42,"252,66",84,"505,32"
2020-04-23,28042,Colmenar del Arroyo,,"129,62",,"324,04"
2020-04-23,28148,Torrejón de Ardoz,85,"61,47",908,"656,6"
2020-04-23,28114,Piñuécar-Gandullas,,0,,0
2020-04-23,28025,Brea de Tajo,,"272,11",,"680,27"
2020-04-23,28086,El Molar,10,"104,23",33,"343,96"
2020-04-23,28019,Belmonte de Tajo,,"72,31",,"289,23"
2020-04-23,28154,Torres de la Alameda,14,"169,9",71,"861,65"
2020-04-23,28143,Somosierra,,0,,"1612,9"
2020-04-23,28010,Alpedrete,23,"159,36",102,"706,71"
2020-04-23,28102,Orusco de Tajuña,,"90,58",17,"1539,86"
2020-04-23,28069,La Hiruela,,0,,"9090,91"
2020-04-23,28039,Cervera de Buitrago,,"1851,85",,"2777,78"
2020-04-23,28065,Getafe,210,"109,72",1085,"566,88"
2020-04-23,28122,Ribatejada,,0,,"227,79"
2020-04-23,28170,Villaconejos,,0,8,"180,34"
2020-04-23,28164,Valdetorres de Jarama,,"100,58",15,"377,17"
2020-04-22,07903,Madrid-Retiro,172,"154,71",1246,"1120,77"
2020-04-22,07904,Madrid-Salamanca,212,"134,74",1384,"879,62"
2020-04-22,07901,Madrid-Centro,232,"163,12",1011,"710,83"
2020-04-22,07902,Madrid-Arganzuela,254,"142,38",1394,"781,38"
2020-04-22,07905,Madrid-Chamartín,228,"155,22",1370,"932,7"
2020-04-22,07906,Madrid-Tetuán,335,"204,92",1869,"1143,27"
2020-04-22,07907,Madrid-Chamberí,281,"189,25",1310,"882,26"
2020-04-22,07908,Madrid-Fuencarral-El Pardo,459,"204,42",2575,"1146,79"
2020-04-22,07909,Madrid-Moncloa-Aravaca,258,"203,34",1096,"863,78"
2020-04-22,07910,Madrid-Latina,455,"182,31",2372,"950,43"
2020-04-22,07911,Madrid-Carabanchel,437,"177,34",2308,"936,62"
2020-04-22,07912,Madrid-Usera,206,"138,77",1239,"834,61"
2020-04-22,07913,Madrid-Puente de Vallecas,378,"147,81",2706,"1058,13"
2020-04-22,07920,Madrid-San Blas-Canillejas,208,"149,77",1283,"923,85"
2020-04-22,07921,Madrid-Barajas,60,"113,89",386,"732,71"
2020-04-22,07914,Madrid-Moratalaz,202,"207,44",1192,"1224,12"
2020-04-22,07915,Madrid-Ciudad Lineal,377,"142,45",1949,"736,43"
2020-04-22,07916,Madrid-Hortaleza,272,"128,74",1558,"737,43"
2020-04-22,07917,Madrid-Villaverde,244,"153,42",1261,"792,87"
2020-04-22,07918,Madrid-Villa de Vallecas,115,"107,85",1104,"1035,37"
2020-04-22,07919,Madrid-Vicálvaro,102,"141,89",715,"994,6"
2020-04-22,28115,Pozuelo de Alarcón,156,"176,67",630,"713,48"
2020-04-22,28007,Alcorcón,305,"174,44",1534,"877,37"
2020-04-22,28096,Navalcarnero,23,"81,48",139,"492,4"
2020-04-22,28129,San Agustín del Guadalix,22,"151,07",53,"363,94"
2020-04-22,28127,Las Rozas de Madrid,133,"138,76",627,"654,16"
2020-04-22,28089,Moraleja de Enmedio,,"74,68",21,"392,08"
2020-04-22,28155,Valdaracete,,"164,74",,"823,72"
2020-04-22,28116,Pozuelo del Rey,,"202,02",,"404,04"
2020-04-22,28118,Puebla de la Sierra,,0,,0
2020-04-22,28110,Perales de Tajuña,,0,7,"188,02"
2020-04-22,28160,Valdemorillo,16,132,40,"330,01"
2020-04-22,28094,Navalafuente,,"251,89",6,"755,67"
2020-04-22,28167,Velilla de San Antonio,16,"128,07",62,"496,28"
2020-04-22,28176,Villanueva de la Cañada,38,"155,84",105,"430,61"
2020-04-22,28177,Villanueva del Pardillo,18,"106,58",74,"438,16"
2020-04-22,28100,Nuevo Baztán,,"45,13",28,"421,24"
2020-04-22,28175,Villamantilla,,0,7,"829,38"
2020-04-22,28174,Villamanta,,"187,71",11,"516,19"
2020-04-22,28029,Cabanillas de la Sierra,,"172,71",9,"1554,4"
2020-04-22,28037,Cenicientos,,"254,97",19,"968,89"
2020-04-22,28902,Puentes Viejas,,"218,82",,"437,64"
2020-04-22,28013,Aranjuez,59,"93,01",406,"640,07"
2020-04-22,28038,Cercedilla,27,"360,63",91,"1215,44"
2020-04-22,28136,Santorcaz,,0,7,"1236,75"
2020-04-22,28049,Coslada,149,"168,55",749,"847,26"
2020-04-22,28091,Morata de Tajuña,7,"90,12",87,"1120,12"
2020-04-22,28126,Robregordo,,0,,0
2020-04-22,28097,Navarredonda y San Mamés,,"1204,82",,"2409,64"
2020-04-22,28169,Venturada,,"70,82",,"212,46"
2020-04-22,28093,Navacerrada,,"107,6",14,"502,15"
2020-04-22,28088,Montejo de la Sierra,,0,,"279,33"
2020-04-22,28057,Fresno de Torote,,"83,26",14,"1165,7"
2020-04-22,28112,Pinilla del Valle,,0,,0
2020-04-22,28159,Valdemaqueda,,"116,96",,"467,84"
2020-04-22,28099,Navas del Rey,,"67,93",45,"1528,53"
2020-04-22,28101,Olmeda de las Fuentes,,0,,"1244,81"
2020-04-22,28028,Bustarviejo,,"56,27",,"281,37"
2020-04-22,28018,Becerril de la Sierra,9,"155,93",28,"485,1"
2020-04-22,28058,Fuenlabrada,210,"102,93",1361,"667,11"
2020-04-22,28062,Garganta de los Montes,,0,,"364,96"
2020-04-22,28113,Pinto,40,"75,26",202,"380,04"
2020-04-22,28003,Alameda del Valle,,0,,0
2020-04-22,28020,Berzosa del Lozoya,,"1315,79",,"1315,79"
2020-04-22,28137,Los Santos de la Humosa,,"59,56",19,"1131,63"
2020-04-22,28004,El Álamo,27,"273,47",59,"597,59"
2020-04-22,28109,Pelayos de la Presa,,"75,05",16,"600,38"
2020-04-22,28061,Galapagar,71,"214,05",193,"581,85"
2020-04-22,28066,Griñón,18,"155,9",77,"666,9"
2020-04-22,28063,Gargantilla del Lozoya y Pinilla de Buitrago,,0,,"1027,4"
2020-04-22,28008,Aldea del Fresno,10,"331,56",41,"1359,42"
2020-04-22,28035,Carabaña,,0,12,"686,5"
2020-04-22,28145,Talamanca de Jarama,6,"191,57",24,"766,28"
2020-04-22,28051,Chapinería,,0,6,"262,24"
2020-04-22,28040,Ciempozuelos,22,"85,72",168,"654,56"
2020-04-22,28002,Ajalvir,,"105,35",12,"252,84"
2020-04-22,28131,San Lorenzo de El Escorial,46,"259,67",107,"604,01"
2020-04-22,28064,Gascones,,0,,0
2020-04-22,28132,San Martín de la Vega,14,"68,75",73,"358,46"
2020-04-22,28092,Móstoles,420,"192,18",1768,"808,98"
2020-04-22,28074,Leganés,421,"213,81",2697,"1369,68"
2020-04-22,28024,Braojos,,0,,"1242,24"
2020-04-22,28050,Cubas de la Sagra,6,"108,21",21,"378,72"
2020-04-22,28009,Algete,18,"81,06",96,"432,34"
2020-04-22,28084,Mejorada del Campo,26,"106,1",166,"677,39"
2020-04-22,28075,Loeches,,"43,28",48,"692,54"
2020-04-22,28106,Parla,84,"61,45",655,"479,13"
2020-04-22,28060,Fuentidueña de Tajo,,0,16,"806,86"
2020-04-22,28011,Ambite,,"200,4",7,"1402,81"
2020-04-22,28153,Torremocha de Jarama,,0,8,"996,26"
2020-04-22,28012,Anchuelo,,"130,89",7,"916,23"
2020-04-22,28087,Los Molinos,8,"199,65",43,"1073,12"
2020-04-22,28144,Soto del Real,7,"71,46",59,"602,29"
2020-04-22,28166,Valverde de Alcalá,,0,6,"2255,64"
2020-04-22,28059,Fuente el Saz de Jarama,11,"128,81",27,"316,16"
2020-04-22,28070,Horcajo de la Sierra-Aoslos,,0,,"4411,76"
2020-04-22,28162,Valdeolmos-Alalpardo,,"73,8",10,369
2020-04-22,28033,Campo Real,,"16,6",23,"381,81"
2020-04-22,28156,Valdeavero,,0,7,"664,77"
2020-04-22,28173,Villamanrique de Tajo,,"146,84",,"440,53"
2020-04-22,28041,Cobeña,35,"469,36",63,"844,84"
2020-04-22,28056,Fresnedillas de la Oliva,,"294,12",7,"514,71"
2020-04-22,28165,Valdilecha,,196,17,"666,41"
2020-04-22,28021,El Berrueco,,"155,76",7,"1090,34"
2020-04-22,28111,Pezuela de las Torres,,0,,"384,62"
2020-04-22,28179,Villar del Olmo,,0,,"398,01"
2020-04-22,28068,Guadarrama,57,"360,81",142,"898,85"
2020-04-22,28133,San Martín de Valdeiglesias,20,"234,49",70,"820,73"
2020-04-22,28152,Torrelodones,51,"196,65",158,"609,24"
2020-04-22,28022,Boadilla del Monte,70,"132,48",263,"497,76"
2020-04-22,28150,Torrejón de Velasco,,"25,31",17,"430,27"
2020-04-22,28178,Villanueva de Perales,,"103,73",,"518,67"
2020-04-22,28146,Tielmes,,"133,16",31,"1375,94"
2020-04-22,28134,San Sebastián de los Reyes,125,"136,25",433,"471,98"
2020-04-22,28067,Guadalix de la Sierra,7,"117,35",32,"536,46"
2020-04-22,28073,Humanes de Madrid,16,"77,64",97,"470,69"
2020-04-22,28052,Chinchón,,"96,88",24,"465,03"
2020-04-22,28031,Cadalso de los Vidrios,,"65,72",7,"230,04"
2020-04-22,28072,Hoyo de Manzanares,7,"91,37",25,"326,33"
2020-04-22,28149,Torrejón de la Calzada,11,"127,6",32,"371,19"
2020-04-22,28055,Estremera,,"329,49",8,"658,98"
2020-04-22,28048,Corpa,,0,6,"1438,85"
2020-04-22,28083,Meco,7,"50,06",123,"879,7"
2020-04-22,28078,Madarcos,,0,,0
2020-04-22,28183,Zarzalejo,10,"622,28",13,"808,96"
2020-04-22,28014,Arganda del Rey,38,"65,58",309,"533,27"
2020-04-22,28046,Collado Mediano,12,"182,57",25,"380,34"
2020-04-22,28053,Daganzo de Arriba,,"27,69",40,"369,21"
2020-04-22,28082,Manzanares El Real,9,"103,83",33,"380,71"
2020-04-22,28027,Buitrago del Lozoya,,"132,45",14,"618,1"
2020-04-22,28157,Valdelaguna,,0,,"121,36"
2020-04-22,28163,Valdepiélagos,,0,,0
2020-04-22,28036,Casarrubuelos,,0,9,"264,08"
2020-04-22,28085,Miraflores de la Sierra,,"90,61",31,"561,8"
2020-04-22,28104,Paracuellos de Jarama,6,"26,08",65,"282,5"
2020-04-22,28168,El Vellón,,0,12,"845,07"
2020-04-22,28076,Lozoya,,0,,"236,97"
2020-04-22,28047,Collado Villalba,139,"200,65",399,"575,97"
2020-04-22,28044,Colmenarejo,17,"210,16",36,"445,05"
2020-04-22,28182,Villavieja del Lozoya,,0,,0
2020-04-22,28117,Prádena del Rincón,,0,,0
2020-04-22,28030,La Cabrera,,"65,98",11,"362,92"
2020-04-22,28141,Sevilla la Nueva,47,"472,41",77,"773,95"
2020-04-22,28001,La Acebeda,,0,,0
2020-04-22,28121,Redueña,,0,,"584,8"
2020-04-22,28124,Robledillo de la Jara,,0,,"1851,85"
2020-04-22,28138,La Serna del Monte,,0,,0
2020-04-22,28043,Colmenar de Oreja,6,"83,37",25,"347,37"
2020-04-22,28128,Rozas de Puerto Real,,"510,2",,"765,31"
2020-04-22,28158,Valdemanco,,"135,14",,"135,14"
2020-04-22,28026,Brunete,15,"132,84",66,"584,48"
2020-04-22,28147,Titulcia,,"100,6",7,"704,23"
2020-04-22,28171,Villa del Prado,50,"757,92",100,"1515,84"
2020-04-22,28901,Lozoyuela-Navas-Sieteiglesias,,0,,"261,55"
2020-04-22,28119,Quijorna,8,"407,54",20,"1018,85"
2020-04-22,28161,Valdemoro,68,"89,01",621,"812,85"
2020-04-22,28903,Tres Cantos,52,"108,22",299,"622,27"
2020-04-22,28151,Torrelaguna,,"39,53",15,"296,44"
2020-04-22,28123,Rivas-Vaciamadrid,54,"62,7",501,"581,67"
2020-04-22,28016,El Atazar,,0,,0
2020-04-22,28108,Pedrezuela,8,"144,56",22,"397,54"
2020-04-22,28135,Santa María de la Alameda,,"105,71",,"105,71"
2020-04-22,28071,Horcajuelo de la Sierra,,0,,0
2020-04-22,28015,Arroyomolinos,30,"114,99",143,"548,12"
2020-04-22,28090,Moralzarzal,10,"76,79",62,"476,12"
2020-04-22,28034,Canencia,,0,,271
2020-04-22,28180,Villarejo de Salvanés,,"26,24",33,"433,01"
2020-04-22,28140,Serranillos del Valle,8,"210,58",27,"710,71"
2020-04-22,28181,Villaviciosa de Odón,32,"115,36",173,"623,65"
2020-04-22,28032,Camarma de Esteruelas,,"70,25",40,"562,03"
2020-04-22,28125,Robledo de Chavela,12,"318,3",22,"583,55"
2020-04-22,28107,Patones,,"436,68",,"1091,7"
2020-04-22,28095,Navalagamella,,"44,44",6,"266,67"
2020-04-22,28120,Rascafría,,"67,89",,"339,44"
2020-04-22,28023,El Boalo,12,"189,72",35,"553,36"
2020-04-22,28080,Majadahonda,103,"132,1",457,"586,13"
2020-04-22,28017,Batres,,0,8,"1797,75"
2020-04-22,28006,Alcobendas,158,"130,35",637,"525,52"
2020-04-22,28005,Alcalá de Henares,184,"88,02",2178,"1041,88"
2020-04-22,28045,Colmenar Viejo,78,"154,75",317,"628,93"
2020-04-22,28130,San Fernando de Henares,93,"221,29",365,"868,49"
2020-04-22,28172,Villalbilla,9,"80,54",87,"778,52"
2020-04-22,28054,El Escorial,36,"216,57",78,"469,23"
2020-04-22,28042,Colmenar del Arroyo,,"129,62",,"324,04"
2020-04-22,28148,Torrejón de Ardoz,105,"75,93",902,"652,26"
2020-04-22,28114,Piñuécar-Gandullas,,0,,0
2020-04-22,28025,Brea de Tajo,,"272,11",,"680,27"
2020-04-22,28086,El Molar,11,"114,65",33,"343,96"
2020-04-22,28019,Belmonte de Tajo,,"72,31",,"289,23"
2020-04-22,28154,Torres de la Alameda,14,"169,9",70,"849,51"
2020-04-22,28143,Somosierra,,0,,"1612,9"
2020-04-22,28010,Alpedrete,24,"166,29",102,"706,71"
2020-04-22,28102,Orusco de Tajuña,,"90,58",17,"1539,86"
2020-04-22,28069,La Hiruela,,0,,"9090,91"
2020-04-22,28039,Cervera de Buitrago,,"1851,85",,"2777,78"
2020-04-22,28065,Getafe,228,"119,12",1066,"556,95"
2020-04-22,28122,Ribatejada,,0,,"227,79"
2020-04-22,28170,Villaconejos,,0,8,"180,34"
2020-04-22,28164,Valdetorres de Jarama,,"100,58",15,"377,17"
2020-04-21,07903,Madrid-Retiro,206,"185,3",1233,"1109,07"
2020-04-21,07904,Madrid-Salamanca,229,"145,54",1363,"866,27"
2020-04-21,07901,Madrid-Centro,234,"164,52",978,"687,62"
2020-04-21,07902,Madrid-Arganzuela,257,"144,06",1368,"766,81"
2020-04-21,07905,Madrid-Chamartín,235,"159,99",1318,"897,3"
2020-04-21,07906,Madrid-Tetuán,351,"214,71",1838,"1124,31"
2020-04-21,07907,Madrid-Chamberí,308,"207,43",1279,"861,38"
2020-04-21,07908,Madrid-Fuencarral-El Pardo,497,"221,34",2523,"1123,63"
2020-04-21,07909,Madrid-Moncloa-Aravaca,278,"219,1",1077,"848,81"
2020-04-21,07910,Madrid-Latina,519,"207,96",2332,"934,4"
2020-04-21,07911,Madrid-Carabanchel,454,"184,24",2259,"916,73"
2020-04-21,07912,Madrid-Usera,219,"147,52",1214,"817,77"
2020-04-21,07913,Madrid-Puente de Vallecas,397,"155,24",2660,"1040,14"
2020-04-21,07920,Madrid-San Blas-Canillejas,233,"167,78",1270,"914,49"
2020-04-21,07921,Madrid-Barajas,65,"123,38",379,"719,42"
2020-04-21,07914,Madrid-Moratalaz,205,"210,52",1173,"1204,61"
2020-04-21,07915,Madrid-Ciudad Lineal,401,"151,52",1911,"722,07"
2020-04-21,07916,Madrid-Hortaleza,281,133,1533,"725,59"
2020-04-21,07917,Madrid-Villaverde,252,"158,45",1232,"774,63"
2020-04-21,07918,Madrid-Villa de Vallecas,113,"105,97",1091,"1023,17"
2020-04-21,07919,Madrid-Vicálvaro,102,"141,89",702,"976,52"
2020-04-21,28115,Pozuelo de Alarcón,144,"163,08",604,"684,03"
2020-04-21,28007,Alcorcón,344,"196,75",1506,"861,35"
2020-04-21,28096,Navalcarnero,26,"92,1",136,"481,77"
2020-04-21,28129,San Agustín del Guadalix,24,"164,8",51,"350,2"
2020-04-21,28127,Las Rozas de Madrid,139,"145,02",619,"645,81"
