Fecha,cod_ine,CCAA,Total Pacientes COVID ingresados,% Camas Ocupadas COVID,Total pacientes COVID en UCI,% Camas Ocupadas UCI COVID,Ingresos COVID últimas 24 h,Altas COVID últimas 24 h
2021-02-22,19,Melilla,19,"10,44",3,"17,65",0,4
2021-02-22,14,Murcia,306,"7,41",92,"18,93",19,52
2021-02-22,15,Navarra,96,"4,94",20,"15,27",4,8
2021-02-22,16,País Vasco,603,"12,01",133,"29,56",57,129
2021-02-22,17,La Rioja,89,"10,63",27,"31,03",1,6
2021-02-22,00,España,14169,"11,27",3365,"31,54",1191,1994
2021-02-23,01,Andalucía,2134,"11,79",504,"26,28",176,295
2021-02-23,02,Aragón,422,"10,05",76,"32,20",35,57
2021-02-23,03,Asturias,463,"13,24",117,"35,14",36,42
2021-02-23,04,Baleares,190,"5,72",58,"19,93",11,26
2021-02-23,05,Canarias,249,"4,56",82,"17,48",18,16
2021-02-23,06,Cantabria,135,"8,53",26,"20,00",14,14
2021-02-23,08,Castilla La Mancha,467,"8,99",144,"30,70",25,67
2021-02-23,07,Castilla y León,971,"13,77",231,"39,15",74,120
2021-02-23,09,Cataluña,2643,"10,43",603,"39,91",233,343
2021-02-23,18,Ceuta,28,"13,86",6,"35,29",0,4
2021-02-23,10,C. Valenciana,1233,"10,45",332,"29,64",69,217
2021-02-23,11,Extremadura,129,"4,35",40,"18,87",6,12
2021-02-23,12,Galicia,561,"6,73",142,"18,21",54,57
2021-02-23,13,Madrid,2817,"16,28",610,"44,75",212,346
2021-02-23,19,Melilla,17,"9,34",3,"17,65",2,4
2021-02-23,14,Murcia,281,"6,80",89,"18,31",21,41
2021-02-23,15,Navarra,92,"4,73",21,"16,03",6,9
2021-02-23,16,País Vasco,586,"11,65",131,"29,18",63,93
2021-02-23,17,La Rioja,77,"9,20",26,"29,89",1,13
2021-02-23,00,España,13495,"10,67",3241,"30,55",1056,1776
2021-02-24,01,Andalucía,2023,"11,15",479,"24,92",191,289
2021-02-24,02,Aragón,402,"9,56",78,"33,05",34,48
2021-02-24,03,Asturias,447,"12,79",112,"33,63",48,48
2021-02-24,04,Baleares,187,"5,64",59,"20,27",17,20
2021-02-24,05,Canarias,236,"4,32",82,"17,41",13,19
2021-02-24,06,Cantabria,128,"8,09",27,"20,77",12,13
2021-02-24,08,Castilla La Mancha,434,"8,36",143,"30,56",18,70
2021-02-24,07,Castilla y León,902,"12,79",217,"37,09",65,125
2021-02-24,09,Cataluña,2543,"10,05",570,"38,51",199,348
2021-02-24,18,Ceuta,25,"12,38",6,"35,29",0,3
2021-02-24,10,C. Valenciana,1155,"9,89",323,"29,66",83,163
2021-02-24,11,Extremadura,107,"3,61",34,"16,04",6,21
2021-02-24,12,Galicia,533,"6,40",134,"17,18",48,68
2021-02-24,13,Madrid,2699,"15,61",602,"44,01",221,317
2021-02-24,19,Melilla,20,"10,99",4,"23,53",4,1
2021-02-24,14,Murcia,254,"6,15",86,"17,70",18,29
2021-02-24,15,Navarra,88,"4,53",20,"15,27",8,10
2021-02-24,16,País Vasco,579,"11,58",121,"27,50",65,87
2021-02-24,17,La Rioja,69,"8,24",26,"29,89",3,10
2021-02-24,00,España,12831,"10,16",3123,"29,62",1053,1689
2021-02-25,01,Andalucía,1932,"10,64",447,"23,23",161,255
2021-02-25,02,Aragón,381,"9,06",75,"31,78",27,42
2021-02-25,03,Asturias,416,"11,90",114,"34,34",40,50
2021-02-25,04,Baleares,174,"5,22",58,"19,93",6,21
2021-02-25,05,Canarias,238,"4,36",79,"16,77",25,16
2021-02-25,06,Cantabria,121,"7,65",28,"21,54",14,16
2021-02-25,08,Castilla La Mancha,409,"7,92",134,"30,04",23,64
2021-02-25,07,Castilla y León,831,"11,80",218,"37,14",53,74
2021-02-25,09,Cataluña,2422,"9,59",567,"38,41",227,277
2021-02-25,18,Ceuta,24,"11,94",6,"35,29",1,2
2021-02-25,10,C. Valenciana,1078,"9,26",305,"28,56",85,139
2021-02-25,11,Extremadura,97,"3,27",33,"16,18",1,7
2021-02-25,12,Galicia,500,"5,91",120,"15,13",43,69
2021-02-25,13,Madrid,2613,"15,17",588,"43,20",225,298
2021-02-25,19,Melilla,21,"11,54",3,"17,65",3,1
2021-02-25,14,Murcia,231,"5,59",80,"16,46",16,35
2021-02-25,15,Navarra,87,"4,48",21,"16,03",5,9
2021-02-25,16,País Vasco,561,"11,22",119,"26,92",59,80
2021-02-25,17,La Rioja,71,"8,48",26,"29,89",8,6
2021-02-25,00,España,12207,"9,67",3021,"28,77",1022,1461
2021-02-28,01,Andalucía,1802,"9,96",421,"21,94",139,161
2021-02-28,02,Aragón,372,"8,83",74,"31,36",26,14
2021-02-28,03,Asturias,404,"11,56",111,"33,43",24,12
2021-02-28,04,Baleares,152,"4,60",54,"18,56",7,4
2021-02-28,05,Canarias,257,"4,71",88,"18,68",16,6
2021-02-28,06,Cantabria,121,"7,65",25,"19,23",7,4
2021-02-28,08,Castilla La Mancha,363,"7,03",118,"26,46",10,16
2021-02-28,07,Castilla y León,765,"10,92",221,"37,78",57,42
2021-02-28,09,Cataluña,2413,"9,60",579,"39,02",169,115
2021-02-28,18,Ceuta,28,"14,14",6,"35,29",1,0
2021-02-28,10,C. Valenciana,1004,"8,70",281,"26,94",66,43
2021-02-28,11,Extremadura,78,"2,65",23,"10,85",2,8
2021-02-28,12,Galicia,477,"5,66",113,"14,25",41,12
2021-02-28,13,Madrid,2575,"15,04",573,"43,41",138,104
2021-02-28,19,Melilla,20,"10,99",2,"11,76",3,4
2021-02-28,14,Murcia,220,"5,33",76,"15,64",24,7
2021-02-28,15,Navarra,73,"3,76",19,"14,50",1,1
2021-02-28,16,País Vasco,561,"11,38",113,"25,80",32,17
2021-02-28,17,La Rioja,69,"8,24",26,"29,89",1,0
2021-02-28,00,España,11754,"9,36",2923,"28,09",764,570
2021-03-01,01,Andalucía,1780,"9,81",407,"21,29",116,116
2021-03-01,02,Aragón,367,"8,70",76,"32,20",39,37
2021-03-01,03,Asturias,384,"10,98",110,"33,03",36,46
2021-03-01,04,Baleares,154,"4,68",52,"17,87",11,8
2021-03-01,05,Canarias,282,"5,19",86,"18,74",28,13
2021-03-01,06,Cantabria,106,"6,70",24,"18,46",8,22
2021-03-01,08,Castilla La Mancha,349,"6,77",110,"25,58",22,41
2021-03-01,07,Castilla y León,729,"10,42",208,"35,62",58,72
2021-03-01,09,Cataluña,2299,"9,14",563,"38,04",194,307
2021-03-01,18,Ceuta,26,"13,07",7,"41,18",2,3
2021-03-01,10,C. Valenciana,908,"7,83",254,"24,61",75,141
2021-03-01,11,Extremadura,74,"2,51",21,"9,91",4,8
2021-03-01,12,Galicia,442,"5,23",102,"13,03",52,64
2021-03-01,13,Madrid,2469,"14,36",542,"40,69",193,298
2021-03-01,19,Melilla,17,"9,34",4,"23,53",3,8
2021-03-01,14,Murcia,201,"4,87",73,"15,02",14,27
2021-03-01,15,Navarra,68,"3,50",20,"15,27",7,12
2021-03-01,16,País Vasco,525,"10,57",112,"25,45",45,83
2021-03-01,17,La Rioja,66,"7,89",25,"28,74",2,7
2021-03-01,00,España,11246,"8,94",2796,"26,99",909,1313
2021-03-02,01,Andalucía,1681,"9,30",388,"20,45",153,249
2021-03-02,02,Aragón,339,"8,05",73,"30,93",30,47
2021-03-02,03,Asturias,386,"11,02",108,"32,43",45,33
2021-03-02,04,Baleares,143,"4,30",44,"15,12",10,17
2021-03-02,05,Canarias,287,"5,27",85,"18,05",23,14
2021-03-02,06,Cantabria,101,"6,38",22,"16,92",11,9
2021-03-02,08,Castilla La Mancha,320,"6,22",106,"25,36",12,40
2021-03-02,07,Castilla y León,685,"9,81",199,"33,90",57,78
2021-03-02,09,Cataluña,2189,"8,67",558,"37,58",225,301
2021-03-02,18,Ceuta,24,"12,06",6,"35,29",1,3
2021-03-02,10,C. Valenciana,823,"7,12",240,"23,62",58,118
2021-03-02,11,Extremadura,59,"2,01",20,"9,76",1,14
2021-03-02,12,Galicia,411,"4,87",95,"12,13",43,51
2021-03-02,13,Madrid,2427,"14,12",533,"40,23",197,254
2021-03-02,19,Melilla,17,"9,34",3,"17,65",3,3
2021-03-02,14,Murcia,201,"4,87",72,"14,81",21,18
2021-03-02,15,Navarra,75,"3,86",21,"16,03",12,6
2021-03-02,16,País Vasco,512,"10,30",114,"26,15",47,59
2021-03-02,17,La Rioja,58,"6,93",22,"25,29",3,12
2021-03-02,00,España,10788,"8,57",2709,"26,26",952,1326
2021-03-03,01,Andalucía,1557,"8,61",361,"18,88",146,266
2021-03-03,02,Aragón,323,"7,70",73,"30,93",34,46
2021-03-03,03,Asturias,377,"10,76",103,"30,93",40,38
2021-03-03,04,Baleares,131,"3,96",44,"15,12",11,22
2021-03-03,05,Canarias,289,"5,30",84,"17,83",23,15
2021-03-03,06,Cantabria,85,"5,37",24,"18,46",12,13
2021-03-03,08,Castilla La Mancha,314,"6,11",105,"25,12",22,33
2021-03-03,07,Castilla y León,634,"9,08",194,"33,39",51,70
2021-03-03,09,Cataluña,2139,"8,46",542,"37,07",186,241
2021-03-03,18,Ceuta,19,"9,55",6,"35,29",0,4
2021-03-03,10,C. Valenciana,734,"6,35",223,"22,12",42,104
2021-03-03,11,Extremadura,55,"1,87",19,"9,27",6,9
2021-03-03,12,Galicia,402,"4,77",93,"11,88",44,40
2021-03-03,13,Madrid,2335,"13,64",525,"39,98",203,266
2021-03-03,19,Melilla,15,"8,24",3,"17,65",2,4
2021-03-03,14,Murcia,182,"4,41",69,"14,20",13,23
2021-03-03,15,Navarra,49,"2,52",16,"12,21",7,13
2021-03-03,16,País Vasco,501,"10,02",109,"25,12",52,69
2021-03-03,17,La Rioja,59,"7,05",22,"25,29",5,4
2021-03-03,00,España,10200,"8,11",2615,"25,44",899,1280
2021-03-04,01,Andalucía,1503,"8,33",351,"18,71",150,202
2021-03-04,02,Aragón,313,"7,45",69,"28,99",41,45
2021-03-04,03,Asturias,374,"10,68",105,"31,53",41,29
2021-03-04,04,Baleares,118,"3,60",41,"14,09",5,22
2021-03-04,05,Canarias,289,"5,30",84,"17,80",23,26
2021-03-04,06,Cantabria,80,"5,09",25,"20,83",12,11
2021-03-04,08,Castilla La Mancha,298,"5,81",98,"23,44",21,38
2021-03-04,07,Castilla y León,597,"8,57",184,"31,78",57,53
2021-03-04,09,Cataluña,2071,"8,17",547,"37,41",192,271
2021-03-04,18,Ceuta,19,"9,50",7,"41,18",5,4
2021-03-04,10,C. Valenciana,693,"6,00",215,"21,29",42,101
2021-03-04,11,Extremadura,55,"1,87",20,"9,76",3,6
2021-03-04,12,Galicia,372,"4,41",89,"11,37",37,40
2021-03-04,13,Madrid,2300,"13,49",520,"40,09",184,184
2021-03-04,19,Melilla,18,"9,89",3,"17,65",4,1
2021-03-04,14,Murcia,172,"4,16",66,"13,58",14,19
2021-03-04,15,Navarra,70,"3,61",14,"10,69",4,4
2021-03-04,16,País Vasco,494,"9,88",110,"25,11",65,72
2021-03-04,17,La Rioja,60,"8,30",23,"43,40",8,6
2021-03-04,00,España,9896,"7,88",2571,"25,14",908,1134
2021-03-07,01,Andalucía,1404,"7,79",332,"17,72",116,60
2021-03-07,02,Aragón,328,"7,84",65,"27,54",21,7
2021-03-07,03,Asturias,385,"10,99",106,"31,83",22,2
2021-03-07,04,Baleares,113,"3,44",41,"14,09",0,1
2021-03-07,05,Canarias,304,"5,57",82,"17,37",21,7
2021-03-07,06,Cantabria,79,"5,03",24,"20,00",8,5
2021-03-07,08,Castilla La Mancha,278,"5,61",89,"22,65",19,11
2021-03-07,07,Castilla y León,604,"8,63",184,"29,92",42,22
2021-03-07,09,Cataluña,2096,"8,32",521,"36,28",147,86
2021-03-07,18,Ceuta,24,"12,00",9,"52,94",5,0
2021-03-07,10,C. Valenciana,619,"5,37",202,"20,22",53,36
2021-03-07,11,Extremadura,49,"1,67",17,"8,29",5,1
2021-03-07,12,Galicia,357,"4,33",78,"10,16",29,10
2021-03-07,13,Madrid,2320,"13,64",514,"39,24",125,74
2021-03-07,19,Melilla,15,"8,24",5,"29,41",2,3
2021-03-07,14,Murcia,159,"3,85",60,"12,35",19,9
2021-03-07,15,Navarra,70,"3,60",16,"12,21",5,0
2021-03-07,16,País Vasco,494,"9,99",106,"24,94",33,15
2021-03-07,17,La Rioja,63,"8,71",20,"37,74",4,2
2021-03-07,00,España,9761,"7,81",2471,"24,27",676,351
2021-03-08,01,Andalucía,1367,"7,61",318,"17,02",156,183
2021-03-08,02,Aragón,310,"7,40",64,"27,12",29,38
2021-03-08,03,Asturias,360,"10,27",103,"30,93",28,42
2021-03-08,04,Baleares,114,"3,48",37,"12,71",8,8
2021-03-08,05,Canarias,301,"5,52",80,"16,95",30,23
2021-03-08,06,Cantabria,79,"5,03",23,"19,17",14,10
2021-03-08,08,Castilla La Mancha,274,"5,52",84,"21,16",23,22
2021-03-08,07,Castilla y León,586,"8,42",178,"30,74",53,55
2021-03-08,09,Cataluña,2015,"8,19",502,"34,72",172,262
2021-03-08,18,Ceuta,21,"10,45",9,"52,94",0,1
2021-03-08,10,C. Valenciana,566,"4,93",172,"17,22",43,83
2021-03-08,11,Extremadura,45,"1,53",16,"7,80",3,3
2021-03-08,12,Galicia,329,"3,90",75,"9,58",25,39
2021-03-08,13,Madrid,2235,"13,12",496,"38,57",188,276
2021-03-08,19,Melilla,13,"7,14",5,"29,41",2,4
2021-03-08,14,Murcia,156,"3,78",58,"11,93",13,15
2021-03-08,15,Navarra,70,"3,60",16,"12,21",5,5
2021-03-08,16,País Vasco,477,"9,73",103,"24,01",56,78
2021-03-08,17,La Rioja,63,"8,71",19,"35,85",5,5
2021-03-08,00,España,9381,"7,54",2358,"23,24",853,1152
2021-03-09,01,Andalucía,1314,"7,30",314,"16,90",143,202
2021-03-09,02,Aragón,300,"7,16",61,"25,85",28,34
2021-03-09,03,Asturias,337,"9,61",103,"30,93",29,45
2021-03-09,04,Baleares,111,"3,38",38,"13,06",6,7
2021-03-09,05,Canarias,281,"5,15",83,"17,58",20,26
2021-03-09,06,Cantabria,79,"5,03",20,"16,67",7,6
2021-03-09,08,Castilla La Mancha,256,"5,16",80,"20,10",20,32
2021-03-09,07,Castilla y León,551,"7,92",168,"28,97",44,64
2021-03-09,09,Cataluña,2002,"7,97",501,"34,50",199,217
2021-03-09,18,Ceuta,21,"10,50",9,"52,94",0,0
2021-03-09,10,C. Valenciana,524,"4,56",164,"16,48",52,93
2021-03-09,11,Extremadura,37,"1,26",15,"7,32",2,10
2021-03-09,12,Galicia,324,"3,84",75,"9,58",38,28
2021-03-09,13,Madrid,2208,"12,96",492,"38,47",203,207
2021-03-09,19,Melilla,13,"7,14",5,"29,41",2,2
2021-03-09,14,Murcia,155,"3,75",57,"11,73",16,20
2021-03-09,15,Navarra,71,"3,66",17,"12,98",7,4
2021-03-09,16,País Vasco,472,"9,41",98,"22,74",38,55
2021-03-09,17,La Rioja,60,"8,30",20,"37,74",4,2
2021-03-09,00,España,9116,"7,28",2320,"22,89",858,1054
2021-03-10,01,Andalucía,1221,"6,78",311,"16,77",101,191
2021-03-10,02,Aragón,286,"6,81",57,"24,15",30,37
2021-03-10,03,Asturias,338,"9,62",102,"30,63",32,28
2021-03-10,04,Baleares,108,"3,26",35,"12,03",2,5
2021-03-10,05,Canarias,283,"5,19",83,"17,58",22,18
2021-03-10,06,Cantabria,79,"5,03",19,"15,83",11,10
2021-03-10,08,Castilla La Mancha,242,"4,88",76,"19,10",20,34
2021-03-10,07,Castilla y León,535,"7,71",168,"29,68",51,59
2021-03-10,09,Cataluña,1924,"7,63",486,"33,54",193,262
2021-03-10,18,Ceuta,20,"10,00",9,"52,94",0,1
2021-03-10,10,C. Valenciana,492,"4,28",164,"16,62",35,64
2021-03-10,11,Extremadura,40,"1,36",14,"6,83",7,5
2021-03-10,12,Galicia,306,"3,63",73,"9,32",25,32
2021-03-10,13,Madrid,2170,"12,70",477,"37,29",190,224
2021-03-10,19,Melilla,11,"6,04",4,"23,53",0,2
2021-03-10,14,Murcia,139,"3,37",54,"11,11",15,22
2021-03-10,15,Navarra,64,"3,32",17,"12,98",4,8
2021-03-10,16,País Vasco,447,"8,95",95,"22,09",44,72
2021-03-10,17,La Rioja,54,"7,47",20,"37,74",3,9
2021-03-10,00,España,8759,"6,99",2264,"22,40",785,1083
2021-03-11,01,Andalucía,1202,"6,66",290,"15,55",132,164
2021-03-11,02,Aragón,286,"6,80",59,"25,00",26,29
2021-03-11,03,Asturias,328,"9,35",104,"31,23",42,36
2021-03-11,04,Baleares,103,"3,13",33,"11,34",10,16
2021-03-11,05,Canarias,283,"5,19",83,"17,58",23,21
2021-03-11,06,Cantabria,76,"4,83",15,"12,50",6,11
2021-03-11,08,Castilla La Mancha,235,"4,74",75,"18,89",16,24
2021-03-11,07,Castilla y León,526,"7,58",161,"28,50",57,44
2021-03-11,09,Cataluña,1868,"7,36",459,"32,01",155,240
2021-03-11,18,Ceuta,20,"10,00",9,"52,94",0,0
2021-03-11,10,C. Valenciana,448,"3,90",157,"15,89",35,58
2021-03-11,11,Extremadura,39,"1,33",13,"6,34",2,4
2021-03-11,12,Galicia,295,"3,51",75,"9,58",32,29
2021-03-11,13,Madrid,2127,"12,48",467,"36,60",181,207
2021-03-11,19,Melilla,13,"7,14",3,"17,65",4,2
2021-03-11,14,Murcia,136,"3,29",54,"11,11",15,21
2021-03-11,15,Navarra,60,"3,11",15,"11,45",6,9
2021-03-11,16,País Vasco,444,"8,94",94,"21,76",50,50
2021-03-11,17,La Rioja,51,"7,05",20,"37,74",3,6
2021-03-11,00,España,8540,"6,81",2186,"21,64",795,971
2021-03-14,01,Andalucía,1211,"6,71",290,"15,56",107,74
2021-03-14,02,Aragón,284,"6,74",55,"23,11",13,4
2021-03-14,03,Asturias,306,"8,73",89,"26,73",27,15
2021-03-14,04,Baleares,93,"2,81",34,"11,68",2,4
2021-03-14,05,Canarias,307,"5,64",84,"18,18",32,4
2021-03-14,06,Cantabria,78,"4,96",12,"10,00",9,1
2021-03-14,08,Castilla La Mancha,220,"4,44",71,"17,93",13,12
2021-03-14,07,Castilla y León,493,"7,22",152,"27,99",29,18
2021-03-14,09,Cataluña,1965,"7,74",450,"31,14",145,84
2021-03-14,18,Ceuta,26,"12,94",10,"58,82",4,0
2021-03-14,10,C. Valenciana,426,"3,74",153,"15,82",25,23
2021-03-14,11,Extremadura,39,"1,33",13,"6,34",1,1
2021-03-14,12,Galicia,284,"3,38",67,"8,67",18,21
2021-03-14,13,Madrid,2200,"12,88",449,"35,33",138,86
2021-03-14,19,Melilla,22,"12,09",2,"11,76",9,4
2021-03-14,14,Murcia,145,"3,51",53,"10,91",16,9
2021-03-14,15,Navarra,65,"3,37",16,"12,21",6,0
2021-03-14,16,País Vasco,471,"9,55",93,"21,73",20,13
2021-03-14,17,La Rioja,47,"6,50",19,"35,85",1,1
2021-03-14,00,España,8682,"6,94",2112,"21,04",615,374
2021-03-15,01,Andalucía,1163,"6,44",278,"14,89",131,175
2021-03-15,02,Aragón,279,"6,63",54,"22,88",33,33
2021-03-15,03,Asturias,309,"8,83",91,"27,33",33,28
2021-03-15,04,Baleares,85,"2,58",31,"10,65",4,13
2021-03-15,05,Canarias,288,"5,27",85,"17,82",18,20
2021-03-15,06,Cantabria,64,"4,07",12,"10,00",9,16
2021-03-15,08,Castilla La Mancha,206,"4,16",66,"16,71",10,26
2021-03-15,07,Castilla y León,477,"7,05",146,"26,69",58,69
2021-03-15,09,Cataluña,1906,"7,50",443,"30,66",196,250
2021-03-15,18,Ceuta,25,"12,44",9,"52,94",0,2
2021-03-15,10,C. Valenciana,396,"3,48",137,"14,20",31,64
2021-03-15,11,Extremadura,35,"1,19",9,"4,39",5,7
2021-03-15,12,Galicia,289,"3,44",62,"7,92",39,28
2021-03-15,13,Madrid,2114,"12,33",431,"33,96",202,279
2021-03-15,19,Melilla,20,"10,99",3,"17,65",1,3
2021-03-15,14,Murcia,134,"3,25",52,"10,70",14,25
2021-03-15,15,Navarra,60,"3,11",14,"10,69",3,8
2021-03-15,16,País Vasco,446,"8,95",95,"22,14",50,78
2021-03-15,17,La Rioja,52,"7,19",19,"35,85",7,2
2021-03-15,00,España,8348,"6,67",2037,"20,24",844,1126
2021-03-16,01,Andalucía,1136,"6,31",265,"14,25",125,152
2021-03-16,02,Aragón,255,"6,08",51,"21,61",22,45
2021-03-16,03,Asturias,298,"8,51",87,"26,13",20,20
2021-03-16,04,Baleares,86,"2,60",30,"10,31",6,6
2021-03-16,05,Canarias,278,"5,09",81,"17,05",17,26
2021-03-16,06,Cantabria,58,"3,69",14,"11,67",13,16
2021-03-16,08,Castilla La Mancha,179,"3,62",63,"15,99",11,33
2021-03-16,07,Castilla y León,465,"6,88",144,"26,28",48,58
2021-03-16,09,Cataluña,1842,"7,27",454,"31,55",216,241
2021-03-16,18,Ceuta,27,"13,43",9,"52,94",3,1
2021-03-16,10,C. Valenciana,365,"3,21",133,"13,90",34,54
2021-03-16,11,Extremadura,31,"1,05",9,"4,31",2,5
2021-03-16,12,Galicia,282,"3,36",59,"7,54",35,33
2021-03-16,13,Madrid,2070,"12,02",414,"33,31",200,236
2021-03-16,19,Melilla,19,"10,44",4,"23,53",2,3
2021-03-16,14,Murcia,127,"3,08",51,"10,49",14,15
2021-03-16,15,Navarra,63,"3,27",15,"11,81",8,6
2021-03-16,16,País Vasco,441,"8,82",95,"22,04",49,60
2021-03-16,17,La Rioja,49,"6,78",19,"35,85",1,4
2021-03-16,00,España,8071,"6,45",1997,"19,93",826,1014
2021-03-17,01,Andalucía,1087,"6,04",275,"14,76",152,162
2021-03-17,02,Aragón,251,"5,99",50,"21,19",19,23
2021-03-17,03,Asturias,305,"8,71",88,"26,43",43,23
2021-03-17,04,Baleares,86,"2,59",29,"9,97",4,7
2021-03-17,05,Canarias,283,"5,18",81,"16,98",39,26
2021-03-17,06,Cantabria,63,"4,01",15,"12,50",15,6
2021-03-17,08,Castilla La Mancha,169,"3,42",59,"14,97",15,23
2021-03-17,07,Castilla y León,453,"6,68",143,"26,09",51,42
2021-03-17,09,Cataluña,1798,"7,07",419,"29,47",173,226
2021-03-17,18,Ceuta,26,"12,94",10,"58,82",1,1
2021-03-17,10,C. Valenciana,335,"2,95",127,"13,33",28,63
2021-03-17,11,Extremadura,37,"1,26",8,"3,83",8,4
2021-03-17,12,Galicia,257,"3,06",55,"7,02",24,29
2021-03-17,13,Madrid,2025,"11,94",413,"33,58",203,237
2021-03-17,19,Melilla,18,"9,89",5,"29,41",3,4
2021-03-17,14,Murcia,128,"3,10",48,"9,88",19,14
2021-03-17,15,Navarra,65,"3,37",17,"13,39",9,4
2021-03-17,16,País Vasco,409,"8,23",90,"20,83",48,92
2021-03-17,17,La Rioja,46,"6,36",18,"33,96",3,7
2021-03-17,00,España,7841,"6,27",1950,"19,52",857,993
2021-03-21,01,Andalucía,1110,"6,16",261,"14,03",85,57
2021-03-21,02,Aragón,254,"6,06",50,"21,19",16,10
2021-03-21,03,Asturias,307,"8,85",81,"24,85",20,8
2021-03-21,04,Baleares,77,"2,47",25,"8,96",3,2
2021-03-21,05,Canarias,299,"5,47",82,"17,26",24,6
2021-03-21,06,Cantabria,64,"4,07",15,"12,50",6,4
2021-03-21,08,Castilla La Mancha,171,"3,46",50,"12,69",17,5
2021-03-21,07,Castilla y León,408,"6,09",133,"24,91",18,11
2021-03-21,09,Cataluña,1834,"7,27",443,"31,37",152,96
2021-03-21,18,Ceuta,28,"14,00",9,"52,94",1,2
2021-03-21,10,C. Valenciana,336,"3,02",114,"12,31",31,11
2021-03-21,11,Extremadura,44,"1,49",10,"4,78",1,1
2021-03-21,12,Galicia,268,"3,19",53,"6,77",22,7
2021-03-21,13,Madrid,2100,"12,21",438,"35,70",150,63
2021-03-21,19,Melilla,20,"10,99",5,"29,41",2,3
2021-03-21,14,Murcia,124,"3,00",47,"9,67",12,5
2021-03-21,15,Navarra,77,"4,00",19,"14,96",12,2
2021-03-21,16,País Vasco,442,"8,76",84,"19,86",37,11
2021-03-21,17,La Rioja,47,"6,50",16,"30,19",3,1
2021-03-21,00,España,8010,"6,43",1935,"19,54",612,305
2021-03-22,01,Andalucía,1096,"6,07",262,"14,00",125,134
2021-03-22,02,Aragón,270,"6,43",50,"21,19",37,16
2021-03-22,03,Asturias,288,"8,30",74,"22,70",28,32
2021-03-22,04,Baleares,82,"2,64",24,"8,86",5,1
2021-03-22,05,Canarias,307,"5,62",80,"16,77",30,13
2021-03-22,06,Cantabria,62,"3,94",15,"12,50",10,6
2021-03-22,08,Castilla La Mancha,165,"3,34",47,"11,93",22,15
2021-03-22,07,Castilla y León,397,"5,88",127,"23,13",46,37
2021-03-22,09,Cataluña,1847,"7,29",449,"31,73",226,229
2021-03-22,18,Ceuta,27,"13,50",8,"47,06",2,3
2021-03-22,10,C. Valenciana,326,"2,84",108,"11,29",39,43
2021-03-22,11,Extremadura,42,"1,42",10,"4,72",3,2
2021-03-22,12,Galicia,252,"3,00",47,"6,00",32,26
2021-03-22,13,Madrid,2073,"12,04",423,"34,25",226,228
2021-03-22,19,Melilla,23,"12,64",4,"23,53",4,2
2021-03-22,14,Murcia,116,"2,82",43,"9,00",12,15
2021-03-22,15,Navarra,83,"4,32",17,"13,39",10,3
2021-03-22,16,País Vasco,427,"8,53",77,"18,12",57,70
2021-03-22,17,La Rioja,43,"5,95",15,"28,30",0,4
2021-03-22,00,España,7926,"6,34",1880,"18,87",914,879
2021-03-23,01,Andalucía,1060,"5,87",244,"13,09",125,150
2021-03-23,02,Aragón,276,"6,57",50,"21,19",26,18
2021-03-23,03,Asturias,268,"7,72",73,"22,39",24,33
2021-03-23,04,Baleares,76,"2,44",22,"8,12",5,8
2021-03-23,05,Canarias,293,"5,37",83,"17,40",18,27
2021-03-23,06,Cantabria,59,"3,75",17,"14,17",11,8
2021-03-23,08,Castilla La Mancha,173,"3,50",45,"11,42",15,17
2021-03-23,07,Castilla y León,410,"6,09",125,"22,77",46,31
2021-03-23,09,Cataluña,1837,"7,25",448,"31,80",194,235
2021-03-23,18,Ceuta,28,"14,07",8,"47,06",1,0
2021-03-23,10,C. Valenciana,314,"2,74",103,"10,81",44,44
2021-03-23,11,Extremadura,43,"1,46",10,"4,78",7,3
2021-03-23,12,Galicia,237,"2,81",40,"5,11",28,26
2021-03-23,13,Madrid,2029,"11,78",431,"34,98",198,234
2021-03-23,19,Melilla,26,"14,29",4,"23,53",4,1
2021-03-23,14,Murcia,110,"2,66",40,"8,23",6,16
2021-03-23,15,Navarra,85,"4,44",18,"14,17",8,4
2021-03-23,16,País Vasco,441,"8,78",77,"17,99",56,56
2021-03-23,17,La Rioja,41,"5,67",17,"32,08",4,6
2021-03-23,00,España,7806,"6,24",1855,"18,64",820,917
2021-03-24,01,Andalucía,1049,"5,80",247,"13,25",121,134
2021-03-24,02,Aragón,269,"6,41",53,"22,46",31,34
2021-03-24,03,Asturias,266,"7,65",77,"23,62",22,24
2021-03-24,04,Baleares,73,"2,35",22,"8,12",3,7
2021-03-24,05,Canarias,282,"5,16",84,"17,61",23,35
2021-03-24,06,Cantabria,58,"3,69",16,"13,33",11,10
2021-03-24,08,Castilla La Mancha,186,"3,78",47,"12,11",38,21
2021-03-24,07,Castilla y León,412,"6,10",119,"21,72",42,45
2021-03-24,09,Cataluña,1837,"7,25",452,"31,83",205,208
2021-03-24,18,Ceuta,31,"15,58",9,"52,94",4,1
2021-03-24,10,C. Valenciana,316,"2,76",100,"10,47",32,22
2021-03-24,11,Extremadura,46,"1,56",9,"4,31",4,4
2021-03-24,12,Galicia,224,"2,66",40,"5,11",23,28
2021-03-24,13,Madrid,2048,"11,90",418,"34,09",229,201
2021-03-24,19,Melilla,22,"12,09",4,"23,53",2,6
