NOMBRE,DIRECCION,CIUDAD,PROVINCIA,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO,BOCADILLOS_BEBIDAS_CALIENTES,COMIDA_PREPARADA,DUCHAS
CRED TORRELODONES,"CR A-6 P.K. 28,20 I",Torrelodones,Madrid,40.56823609,-3.917352,,De Lunes a Domingo de 06:30 a 22:30 horas,918594397,SI,SI,
CRED TRES CANTOS,"CL AVENIDA DE LA INSDUSTRIA, 33",Tres Cantos,Madrid,40.61308409,-3.70074588,,De Lunes a Domingo de 07:00 a 23:00 horas,918033648,SI,SI,
A.DE SERVIC. EL TORO,"CR A-4 P.K. 28,23 D",Valdemoro,Madrid,40.17718851,-3.66943972,,ABIERTO 24h.,918083030,,,SI
CRED VENTURADA,"CR A-I P.K. 49,00 D",Venturada,Madrid,40.78587845,-3.61415427,,De Lunes a Domingo de 06:00 a 24:00 horas,918438654,SI,SI,
E.S. GUIBE SL.,"CR M-509 P.K. 7,30 I",Villanueva del Pardi,Madrid,40.48496986,-3.97487128,,ABIERTO 24h.,918150079,SI,,
CRED AREA Sº LA ATALAYA M.I.,"CR M-50 P.K. 66,50 I",Villaviciosa de Odon,Madrid,40.3768698,-3.87502943,,ABIERTO 24h.,916329410,SI,SI,
CRED AREA Sº LA ATALAYA M.D.,"CR M-50 P.K. 66,50 D",Villaviciosa de Odon,Madrid,40.37609712,-3.87192922,,ABIERTO 24h.,916329406,SI,SI,
CRED ALGARROBO COSTA,"AU A-7 P.K. 277,89 D",Algarrobo,Málaga,36.75900796,-4.0512413,,De Lunes a Domingo de 06:00 a 23:00 horas,952551349,SI,SI,
CRED ALGARROBO,"AU A-7 P.K. 277,80 I",Algarrobo,Málaga,36.76009307,-4.04984108,,De Lunes a Domingo de 07:00 a 23:00 horas,952552853,SI,SI,
OFE S.A. E/S ÁLORA,CL AVENIDA CONSTITUCION S.N.,Alora,Málaga,36.82423868,-4.70106138,,De Lunes a Domingo de 06:00 a 24:00 horas,952496038,SI,,
E.S. EL POLIGONO,"CL EL EFEBO,1",Antequera,Málaga,37.02939565,-4.53462453,,ABIERTO 24h.,952703751,SI,,
CRED LAS PEDRIZAS M.D.,"CR AP-46, PK 3,70 D",Antequera,Málaga,36.91807865,-4.44050669,,ABIERTO 24h.,952718529,SI,SI,SI
CRED LAS PEDRIZAS M.I.,"CR AP-46, PK 3,70 I",Antequera,Málaga,36.91691851,-4.43910122,,ABIERTO 24h.,952758674,SI,SI,SI
E.S. SAN JOSE,"CR N-331 P.K. 114,20 D",Antequera-los Llanos,Málaga,37.11269262,-4.56698712,,ABIERTO 24h.,952843756,,,SI
A.S. LA PEÑA,"CR ENLACE A-92 CR A-354 P.K. 159,70 D",Archidona,Málaga,37.08228762,-4.45388818,,ABIERTO 24h.,608757351,SI,,SI
"E.S. HERSAN, S.L.","CL AV. GARCIA LORCA, 17 ARROYO LA MIEL",Benalmadena,Málaga,36.59465731,-4.52816699,,ABIERTO 24h.,952564655,SI,,
OFESA CAMPANILLAS,"CL AVENIDA I.ORTEGA Y GASSET, S.N.",Campanillas,Málaga,36.71980789,-4.53365003,,ABIERTO 24h.,952433249,SI,,
ES OFE SA,"CL GRAHAM BELL, S.N.",Campanillas,Málaga,36.73120325,-4.54981369,,ABIERTO 24h.,952434748,SI,,
E.S. ROGEN S.L.,"CR C-344 P.K. 63,00 D",Coin,Málaga,36.66323655,-4.75316289,,De Lunes a Domingo de 06:00 a 24:00 horas,952450633,SI,,
GPV-BENAHAVIS-122,"CR N-340 P.K. 169,10 I",Estepona,Málaga,36.47340669,-5.01110556,,ABIERTO 24h.,952887799,SI,SI,
E.S. BUENAS NOCHES,"CR N-340 P.K. 148,00 D",Estepona,Málaga,36.38865954,-5.20590709,,ABIERTO 24h.,951577926,SI,,
CRED RÍO CASTOR II,"AU AP-7 P.K. 161,00 D",Estepona,Málaga,36.46492375,-5.11488285,,ABIERTO 24h.,952113934,SI,SI,
CRED RÍO CASTOR I,"AU AP-7 P.K. 161,00 I",Estepona,Málaga,36.46405824,-5.11639797,,ABIERTO 24h.,952113932,SI,SI,SI
CRED ESTEPONA,"CR N-340 P.K. 166,50 I",Estepona,Málaga,36.46367505,-5.03876522,,De Lunes a Domingo de 07:00 a 23:00 horas,952884082,SI,SI,
CRED ESTEPONA PLAYA,"CR N-340 P.K. 163,00 D",Estepona,Málaga,36.45312037,-5.07520722,,De Lunes a Domingo de 07:00 a 23:00 horas,952923694,SI,SI,
CRED LA CAÑADA,CR DE MIJAS P.K. 6,Fuengirola,Málaga,36.5521436,-4.62770714,,ABIERTO 24h.,952582376,SI,SI,
GPV- EL ATABAL - 131,"CL AVDA LOPE DE VEGA,S.N.",Malaga,Málaga,36.73056533,-4.4675079,,ABIERTO 24h.,952616550,SI,SI,
E.S. EL CARMEN,"CL AVENIDA DEL PINTOR SOROLLA, 76",Malaga,Málaga,36.72167657,-4.38057451,,ABIERTO 24h.,952293151,SI,,
"E.S. VILLAROSA,S.A.","CR N-340 P.K. 231,90 D",Malaga,Málaga,36.67338487,-4.47664319,,ABIERTO 24h.,952231661,SI,,
E.S. SANTA JULIA,CL PLAZA CRUZ HUMILLADERO S.N.,Malaga,Málaga,36.71172576,-4.44046511,,ABIERTO 24h.,952314847,SI,,
E.S. HERSAN S.L,"CL AVENIDA CARLOS HAYA, 96",Malaga,Málaga,36.72299478,-4.4510756,,ABIERTO 24h.,952271614,SI,,
E.S. AYALA S.L.,CL AYALA S.N.,Malaga,Málaga,36.70805499,-4.43330979,,ABIERTO 24h.,952313138,SI,,
E.S. LAS PEDRIZAS,"CR A-45 P.K. 159,50 I",Malaga,Málaga,36.81294566,-4.44193056,,De Lunes a Domingo de 06:00 a 22:00 horas,952110919,SI,,
E.S. ROSALEDA,"CL AVENIDA S. RAMON Y CAJAL, 1",Malaga,Málaga,36.73840241,-4.4245776,,De Lunes a Domingo de 07:00 a 23:00 horas,952251732,SI,,
CRED LA LUZ,"CL AVENIDA VELAZQUEZ, 104",Malaga,Málaga,36.69142417,-4.45689285,,ABIERTO 24h.,952243738,SI,SI,
E.S. CRED EL PEÑASCO,"CL VALLE INCLAN , S.N.",Malaga,Málaga,36.7363102,-4.43447382,,ABIERTO 24h.,952274347,SI,SI,
E.S. CRED EL CONSUL,CL DEMÓSTONES ESQ. AVDA JENOFONTES S/N,Malaga,Málaga,36.7185,-4.484278,,ABIERTO 24h.,952109472,SI,SI,
CRED INTELHORCE,"CL CONCEPCION ARENAL ,S.N",Malaga,Málaga,36.69030758,-4.48298157,,De Lunes a Domingo de 06:00 a 22:00 horas,952238280,SI,SI,
CRED EL CANDADO MONTAÑA M. IZQ,"CL ALMERIA, 78",Malaga,Málaga,36.71532454,-4.34389761,,De Lunes a Domingo de 06:00 a 22:00 horas,952203999,SI,SI,
CRED CIUDAD JARDIN,"CALLE JACINTO BENAVENTE JUNTO A RROYO DEL SASTRE, 163",Malaga,Málaga,36.75354526,-4.42553672,,De Lunes a Domingo de 06:00 a 24:00 horas,952254280,SI,SI,
CRED EL CANDADO PLAYA M. DCHO,"CL ALMERIA, 78",Malaga,Málaga,36.714944,-4.344361,,De Lunes a Domingo de 07:00 a 23:00 horas,952207259,SI,SI,
CRED LA AZUCARERA,"CL VELAZQUEZ, 208",Malaga,Málaga,36.68240468,-4.46832639,,De Lunes a Viernes de 06:00 a 22:00 horas; De Sábado a Domingo de 07:00 a 22:00 horas,952230760,SI,SI,
"E.S. ELVIRIA,S.L.","CR N-340 P.K. 192,50 D",Marbella,Málaga,36.49356544,-4.76430272,,ABIERTO 24h.,952831256,SI,,
E.S. PINOMAR,"CR N-340 P.K. 189,00 D",Marbella,Málaga,36.500194,-4.798833,,ABIERTO 24h.,952834883,SI,,
"E.S. LA FUENTE,S.L.","CL AVENIDA ARIAS DE VELASCO, 2",Marbella,Málaga,36.51598035,-4.88009482,,ABIERTO 24h.,952772090,SI,,
E.S. HISPANO MURANO,UR ANDALUCIA NUEVA (P. BANUS),Marbella,Málaga,36.48688546,-4.95506555,,ABIERTO 24h.,952816959,SI,,
"E.S. ELVIRIA,S.L.","CR N-340 P.K. 192,10 I",Marbella,Málaga,36.49426178,-4.76606121,,ABIERTO 24h.,952830220,SI,,
CRED ALT MARBELLA II,"AU AP-7 P.K. 187,00 D",Marbella,Málaga,36.51760753,-4.82980733,,ABIERTO 24h.,952113924,SI,SI,SI
CRED ALT MARBELLA I,"AU AP-7 P.K. 187,00 I",Marbella,Málaga,36.51935879,-4.83104254,,ABIERTO 24h.,952113921,SI,SI,SI
CRED BLANCA PALOMA,CR MA-426 P.K. 1 D,Mijas-costa,Málaga,36.53827987,-4.64564329,,De Lunes a Domingo de 07:00 a 23:00 horas,952585057,SI,SI,
E.S. LA CALA,CL AVENIDA DE MALAGA S.N.,Rincon de la Victoria,Málaga,36.71608672,-4.30495603,,ABIERTO 24h.,952407154,SI,,
E.S. LA TORRE,"AV DE ANDALUCIA, S.N.",Torre del Mar,Málaga,36.74780509,-4.08282131,,ABIERTO 24h.,952542204,SI,,
GPV-TORREMOLINOS-113,"AV BENALMADENA, 1",Torremolinos,Málaga,36.6086705,-4.51431129,,ABIERTO 24h.,952051805,SI,SI,
E.S. LOS ALAMOS,"AV MANUEL FRAGA IRIBARNE, 14",Torremolinos,Málaga,36.64461921,-4.48994478,,ABIERTO 24h.,952375695,SI,,
E.S. LOS ROSALES,"CL AVENIDA CARLOTA ALEXANDRI, 9",Torremolinos,Málaga,36.61501283,-4.50302862,,ABIERTO 24h.,952371203,SI,,
E.S. LA COLINA,"AV MANUEL FRAGA IRIBARNE, 14",Torremolinos,Málaga,36.64141886,-4.49493547,,ABIERTO 24h.,952375154,SI,,
CRED A. DE LA MIEL M.D.,"AU AP-7 P.K. 224,00 D",Torremolinos,Málaga,36.61216629,-4.52723275,,ABIERTO 24h.,952118358,SI,SI,SI
CRED A. DE LA MIEL M.I.,"AU AP-7 P.K. 224,00 I",Torremolinos,Málaga,36.61318145,-4.52860575,,ABIERTO 24h.,952118366,SI,SI,SI
E.S. TRAPICHE,"CR A-356 P.K. 43,50 D",Trapiche,Málaga,36.799617,-4.123282,,ABIERTO 24h.,952506762,SI,,
E.S LA INMACULADA,"CR A-356 , P.K. 45,80 D",Velez Malaga,Málaga,36.77857632,-4.11253722,,ABIERTO 24h.,952549873,SI,SI,
A.S. EL ROSARIO,"AT A-92M P.K. 16,70 D",Villanueva del Rosario,Málaga,37.02252331,-4.39135067,,ABIERTO 24h.,952742681,,,SI
E.S. EL POLEAR,"AUTOVIA A-92M, P.K.8,00 I",Villanueva del Trabuco,Málaga,37.06685699,-4.3272517,,ABIERTO 24h.,952031980,,,SI
CAMPSARED TOTANA,CR A-7 PK 606 M.I.,Alhama de Murcia,Murcia,37.79465694,-1.42772429,,ABIERTO 24h.,968433007,SI,SI,
CAMPSARED ALHAMA,CR A-7 PK 606 M.D.,Alhama de Murcia,Murcia,37.79483498,-1.42873817,,ABIERTO 24h.,968453844,SI,SI,
"E.S. JIMENEZ CONESA,F.","CR A-30 P.K. 423,00 A",Balsapintada,Murcia,37.7675572,-1.06935229,,ABIERTO 24h.,968160224,,,SI
"E.S. LAS CUMBRES,S.L.","CR N-301 P.K. 410,00 D",Baños y Mendigo,Murcia,37.86985448,-1.13010098,,ABIERTO 24h.,968383214,SI,,SI
JUAN ANTONIO GARCIA MARTINEZ,"CR C-330 P.K. 78,50 I",Barranda,Murcia,38.04408937,-1.97257344,,De Lunes a Domingo de 06:00 a 22:00 horas,968725181,SI,,
"ALMELA YEPES, S.L.","CR MU-553 P.K. 2,50 I",Blanca,Murcia,38.17795322,-1.35272516,,De Lunes a Sábado de 07:00 a 20:00 horas,609045872,SI,,
CRED CABO DE PALOS,"CR MU-312 P.K. 14,90 D",Cabo de Palos-la Manga,Murcia,37.6279253,-0.70888552,,De Lunes a Viernes de 07:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 14:00 horas,968563963,SI,SI,
E.S. MUNUERA SL,CR MU-620 P.K. 5.05 D,La Campana,Murcia,37.456125,-1.734107,,De Lunes a Sábado de 06:30 a 22:30 horas; Festivo de 07:00 a 22:30 horas,636476277,SI,,
E.S. CAÑADA HERMOSA,"CR RM-15 P.K. 9,00 A",Cañada Hermosa,Murcia,38.00738292,-1.33764981,,De Lunes a Domingo de 06:00 a 24:00 horas,968805151,,,SI
"E.S. LAS CUMBRES,S.L.","CL AVENIDA SANCHEZ MECA, S.N.",Cartagena,Murcia,37.59635201,-0.96601776,,ABIERTO 24h.,968507352,SI,,
E.S. ANTONIO PUERTA ROBLES,CR C-3314 P.K. 10.70 D,Cehegin-argos,Murcia,38.17506353,-1.75058874,,De Lunes a Domingo de 06:00 a 22:00 horas,629947742,SI,,
E.S.PEDRIÑANES S.L.,"CR E-1 P.K. 1,7 D",Era Alta,Murcia,37.96778111,-1.15852106,,De Lunes a Domingo de 06:30 a 23:00 horas,968345673,SI,,
"HIJOS DE NAVARRO ROBLES,S.L.",CR N-344 P.K. 73.30 I,Jumilla,Murcia,38.50573375,-1.31829689,,De Lunes a Viernes de 06:00 a 21:00 horas; Sábado de 07:00 a 21:00 horas; Domingo de 08:00 a 21:00 horas,,SI,,
EUROWASH CENTER S.L.,"AVDA.DE LA INDUSTRIA, PARCELA 64",Las Torres de Cotillas,Murcia,38.0351111,-1.2533611,,De Lunes a Domingo de 06:00 a 22:00 horas,626977552,,,SI
E.S. CRED CABECICOS BLANCOS,"CR A-7 P.K. 641,00 I",Librilla,Murcia,37.91242041,-1.31355251,,ABIERTO 24h.,968668523,SI,SI,
E.S. PETROSELF,"AUTOVIA DEL MEDITERRANEO, SALIDA 591 A-7 P.K. 591,50",Librilla,Murcia,37.89262415,-1.3396323,,ABIERTO 24h.,968659272,,,SI
E.S.MUNUERA S.L.,"CR C-3211 P.K. 69,00 D",Lorca E.S. Munuera,Murcia,37.59975581,-1.65725515,,De Lunes a Sábado de 06:30 a 22:30 horas; Domingo de 07:00 a 22:30 horas,968471743,SI,,
E.S. MUNUERA S.L.,"CR C-3211 P.K. 64,80 D",Lorca E.S. Munuera,Murcia,37.64336731,-1.68261477,,De Lunes a Sábado de 07:00 a 21:00 horas,968471743,SI,,
CRED PUERTO AUTOVÍA,CR N-340 P.K. 584.03 D,Lorca-poligono-autovia,Murcia,37.60751103,-1.7602001,,ABIERTO 24h.,968438639,SI,SI,
CRED LA MANGA,"CL AVENIDA GRAN VIA S.N.""MANGA MAR MENOR",La -sur Manga,Murcia,37.67352906,-0.73091929,,De Lunes a Viernes de 07:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 14:00 horas,968142216,SI,SI,
SFORZA CARBURANTES SL,"CR MU-603 P.K. 47,20 I",Mazarron,Murcia,37.62238081,-1.34131262,,De Lunes a Domingo de 06:00 a 23:00 horas,968590024,SI,,SI
HERMANOS GARCIA MONTES S.A..,"CL 1º DE MAYO, S.N.",Murcia,Murcia,37.98746196,-1.11522456,,ABIERTO 24h.,968991075,SI,,
"E.S. EL PARETON,S.L.","CR MU-3315 P.K. 9,00 D",El Pareton,Murcia,37.71772289,-1.41590856,,De Lunes a Domingo de 07:00 a 19:00 horas,968429268,SI,,
E.S. SUMINISTROS BUENJI SL,"CR N-340A P.K. 646,00 D",Sangonera la Seca,Murcia,37.94121832,-1.26468571,,De Lunes a Viernes de 05:00 a 22:00 horas; Sábado de 06:00 a 22:00 horas; Domingo de 07:00 a 22:00 horas,868177990,SI,SI,SI
CRED ABANILLA,"CR A-7 , P.K. 750 M.D.",Santomera,Murcia,38.10259404,-1.03530145,,ABIERTO 24h.,968860685,SI,SI,
CRED SANTOMERA M.I.,"AU A-7 P.K. 750,00 I",Santomera,Murcia,38.10083863,-1.03557637,,ABIERTO 24h.,968863271,SI,SI,
E.S. ESTACIONES CONVENIENCE Y SERVI,"CR N-340 P.K. 674,50 D",Santomera,Murcia,38.06336438,-1.03859282,,ABIERTO 24h.,968277081,,,SI
E.S. ALHAMA,"CR MU-414 P.K. 6,00 D",Santomera,Murcia,38.11132135,-1.04924093,,De Lunes a Sábado de 06:00 a 23:30 horas; Domingo de 07:00 a 23:30 horas,968309805,SI,SI,
E.S. PGNO.TORRECIEGA,"CL PG. CABEZO BAEZA-BERLIN E-2, S.N.",Torreciega,Murcia,37.62333232,-0.96470658,,De Lunes a Domingo de 06:00 a 22:00 horas,968124203,SI,,
"ES GARCERAN 1, S.L.","AVDA. REYES CATOLICOS, 152","Torres de Cotillas,",Murcia,38.02483551,-1.26247249,,De Lunes a Viernes de 05:30 a 22:30 horas; Festivo de 06:00 a 22:00 horas,968624570,SI,,
"ES GRUPO EMPRESARIAL PETROGO, S.L.","CR N-301 P.K. 342,90 I",Venta del Olivo,Murcia,38.31774781,-1.48142983,,De Lunes a Domingo de 06:00 a 22:00 horas,968675537,SI,,SI
ES HIJOS DE NAVARRO ROBLES S.L.,CR C-3314 P.K. 61.80 I,Yecla - E.S. Balsillas Ii,Murcia,38.61881172,-1.04683904,,De Lunes a Viernes de 06:30 a 21:00 horas; Domingo de 08:00 a 15:00 horas; Festivo de 08:00 a 15:00 horas,691014167,SI,,
CRED ARTICA,"CL CARRETERA DE ARTICA,S.N.",Artica,Navarra,42.83547359,-1.65315728,,De Lunes a Domingo de 06:00 a 23:00 horas,948128854,SI,SI,
CRED BERA MD,CR N-121A P.K. 77.39 D,Bera,Navarra,43.27812976,-1.70857905,,L a D de 7:00 a 23:00,948630361,SI,SI,SI
CRED BERA MI,CR N-121A P.K. 77.39 I,Bera,Navarra,43.27827993,-1.71003636,,De Lunes a Domingo de 06:00 a 22:00 horas,948630075,SI,SI,SI
ES ESTACION DE SERVICIOS IBAIA ENER,AV. DE GIPUZKOA ETORBIDEA 5 BIS,Berriozar,Navarra,42.84000763,-1.67667457,,De Lunes a Domingo de 06:00 a 23:00 horas,948773755,SI,SI,
CRED DANTXARINEA,"CR N-121 B P.K. 79,50 D",Dancharinea,Navarra,43.2901601,-1.50514913,,De Lunes a Viernes de 09:00 a 18:00 horas; De Sábado a Domingo de 10:00 a 19:00 horas,948599497,SI,SI,
E.S. ELOMENDI S.L.,"POLG. IND. ARETA, S.N. (RONDA ESTE)",Huarte-pamplona,Navarra,42.81825466,-1.60324759,,De Lunes a Viernes de 06:00 a 22:00 horas; De Sábado a Domingo de 07:00 a 22:00 horas,948322202,SI,,
E.S. CRED LEGASA IZQ,"CR N-121A , P.K. 44,5 M.I.",Legasa,Navarra,43.12997685,-1.63139181,,De Lunes a Domingo de 06:00 a 22:00 horas,948592409,SI,SI,SI
CRED LEGASA DCHO,"CR N-121 A P.K. 44,50 D",Legasa,Navarra,43.13065014,-1.63032103,,ABIERTO 24h.,948592410,SI,SI,SI
"E.S. ELOMENDI,S.L.",CR N-135 P.K. 4.60 D,Olaz de Egues,Navarra,42.81608229,-1.59391709,,De Lunes a Domingo de 06:00 a 22:00 horas,948332876,SI,SI,
ES ESTACIONES DE SERVICIO ELOMENDI,P.I. SADAR,Pamplona,Navarra,42.79778372,-1.64558343,,De Lunes a Domingo de 06:30 a 22:30 horas; De Lunes a Domingo de 22:30 a 06:30 horas,948835233,SI,,
E.S. GRUPO AIZAGA SL,"CR N-240 P.K. 15,00 D",Sarasate,Navarra,42.89204653,-1.77755459,,De Lunes a Viernes de 06:00 a 23:00 horas; Sábado de 06:00 a 15:00 horas,948506112,,,SI
"E.S. ELOMENDI, S.L.","AV DE PAMPLONA, S.N.",Tafalla,Navarra,42.53409885,-1.67064921,,De Lunes a Sábado de 06:00 a 22:00 horas; Domingo de 07:00 a 15:00 horas,948702918,SI,,
CRED TUDELA NAVARRA,"AU A-68 P.K. 222,00 D",Tudela,Navarra,42.0125309,-1.60107361,,ABIERTO 24h.,948825853,SI,SI,SI
CRED VALTIERRA M.D.,"AU A-15 P.K. 14,00 D",Valtierra,Navarra,42.20028187,-1.67499162,,ABIERTO 24h.,948407570,SI,SI,
CRED VALTIERRA M.I.,"AU A-15 P.K. 14,00 I",Valtierra,Navarra,42.20024412,-1.67621873,,ABIERTO 24h.,948407653,SI,SI,
CRED ZUASTI,AU A-15 P.K. 98.50 D,Zuasti,Navarra,42.86173541,-1.74393139,,ABIERTO 24h.,948302963,SI,SI,
E.S. CRED EL MESON,"CR N-525 P.K. 136,70 I",Erosa,Ourense,42.03114228,-7.17993149,,ABIERTO 24h.,988421236,SI,SI,SI
CRED RANTE,CL CR COMARCAL INFESTA-RANTE ENLACE A-52,Infesta,Ourense,42.25078527,-7.86433176,,ABIERTO 24h.,988381116,SI,SI,
CRED RANTE II,CR A-52 P.K. 217 I,Infesta,Ourense,42.24859176,-7.86414536,,De Lunes a Domingo de 07:00 a 23:00 horas,988381359,SI,SI,
CRED LA RABAZA,"CR OR-536 P.K. 2,00 D",Orense,Ourense,42.34200698,-7.83581478,,ABIERTO 24h.,988235654,,SI,
E.S. VEC RIOS SL,"cr A-52 PK. 143,00 D",Ri0s,Ourense,41.98259191,-7.28569594,,ABIERTO 24h.,629436180,,,SI
CRED MATAPORQUERA,A-67 PK 116 MI,Aguilar de Campoo,Palencia,42.86685349,-4.1549918,,L a D de 7:00 a 23:00,979181634,SI,SI,SI
CRED DUEÑAS IZQ,"CR A-62 P.K. 88,90 I",Dueñas,Palencia,41.9136494,-4.51000251,,ABIERTO 24h.,979770979,SI,SI,SI
CRED DUEÑAS DCHO,"CR A-62 P.K. 88,90 D",Dueñas,Palencia,41.91359934,-4.51162494,,ABIERTO 24h.,979770495,SI,SI,
"EXPLOTACIONES RINCON-SAN JOSE,S.L.","CR A-62 P.K. 98,90 D",Dueñas,Palencia,41.83862627,-4.56734095,,ABIERTO 24h.,979780208,SI,SI,
E.S. LUYKAR,"CL AVENIDA INGENIERO RIVERA, S.N.",Fromista,Palencia,42.26422912,-4.40678366,,De Lunes a Domingo de 07:00 a 20:30 horas,979810139,SI,,
"E.S. J. GOLDAR, S.L.","CR N-611 P.K. 58,70 D",Osorno,Palencia,42.41365081,-4.35270053,,De Lunes a Viernes de 08:00 a 20:00 horas; De Sábado a Domingo de 09:00 a 16:00 horas,979817052,,,SI
MARIANO FERNANDEZ HERREZUELO,"CR CIRCUNVALACION,S.N.",Paredes de Nava,Palencia,42.15677224,-4.69233016,,De Lunes a Sábado de 07:00 a 22:00 horas,979831005,SI,,
E.S. ADAN MALANDA LORENZO,"CR A-62 P.K. 62,50 D",Torquemada,Palencia,42.04722883,-4.25510281,,De Lunes a Domingo de 07:00 a 22:00 horas,979800258,SI,,
CRED CATOIRA,"CR PO-548 P.K. 7,80",Bayuca,Pontevedra,42.67140778,-8.70972718,,De Lunes a Domingo de 07:00 a 23:00 horas,986546092,SI,SI,
ES CARBAHERMA S.L.,"CR PO-549 P.K. 5,9 D",Caleiro,Pontevedra,42.55755517,-8.8118802,,De Lunes a Viernes de 07:00 a 22:00 horas; Domingo de 08:00 a 22:00 horas,986563401,SI,SI,SI
"AREA SERVICIO QUINTANS, S.L.","CR A-52 P.K. 272,00 D",La Cañiza,Pontevedra,42.20711,-8.26760832,,ABIERTO 24h.,986652390,,,SI
E.S. CARBURANTES CANIDO,"AVDA DE CASTRELOS, 524",As Carreiras,Pontevedra,42.19059815,-8.72124585,,De Lunes a Domingo de 07:00 a 23:00 horas,986469112,SI,SI,
ES UNIDAD DE SUMINISTROS AMEIJEIRAS,CL CTRA. CIRCUNVALACION 17,Cuntis,Pontevedra,42.63235821,-8.56325707,,De Lunes a Domingo de 07:00 a 23:00 horas,986548154,SI,,
ES CARBAHERMA S.L.,"CR PO-531 P.K. 8,3 I",Curro,Pontevedra,42.50150387,-8.65680445,,De Lunes a Viernes de 07:00 a 22:00 horas; Domingo de 08:00 a 22:00 horas,986713904,,,SI
"PORTELA DE LAMAS,S.L","CR N-541 P.K. 51,50 D",Portela de Lamas,Pontevedra,42.51830381,-8.27390579,,De Lunes a Domingo de 07:00 a 21:00 horas,986756116,,,SI
CRED NIGRAN,"CR PO-552 P.K. 7,40 I",Priegue,Pontevedra,42.16200203,-8.80165357,,De Lunes a Domingo de 07:00 a 23:00 horas,986366673,SI,SI,
"E.S. VERDECEDO,S.L",CR PO-255 P.K. 1 D,Puente Caldelas,Pontevedra,42.38752901,-8.49171729,,De Lunes a Viernes de 07:00 a 22:00 horas; Sábado de 07:00 a 21:00 horas; Domingo de 08:30 a 21:00 horas; Festivo de 08:30 a 21:00 horas,986750071,SI,SI,
CRED PUXEIROS DCHO,"AU A-55 P.K. 7,20 D",Puxeiros,Pontevedra,42.21153601,-8.66882872,,ABIERTO 24h.,986277101,SI,SI,
E.S. SAN ROQUE S.L.,CL SAN ROQUE 33,Salcidos,Pontevedra,41.91213583,-8.85123364,,ABIERTO 24h.,986611309,SI,,
CRED SAN ANDRES,"CL SAN ANDRES DE COMESAÑA, 16",San Andres de Comesa,Pontevedra,42.20429124,-8.75298594,,ABIERTO 24h.,986236677,SI,SI,
"E.S. FRESOGAS,S.L.","CL AVENIDA DOCTOR OTERO ULLOA, 1",Seixo,Pontevedra,42.37370336,-8.72749932,,De Lunes a Domingo de 06:00 a 23:00 horas,986702071,SI,,
GASVIVE S.L.,"CL AVENIDA MADRID, 66",Vigo,Pontevedra,42.22438621,-8.71157772,,De Lunes a Domingo de 07:00 a 23:00 horas,986418452,SI,SI,
CRED BOUZAS,CL EXPLANADA DE BOUZAS (2º GLORIETA),Vigo-bouzas,Pontevedra,42.22835857,-8.75345794,,De Lunes a Domingo de 06:30 a 22:30 horas,986240405,SI,SI,SI
CRED VILLAGARCIA,CL SAN ROQUE/JUAN CARLOS I S.N.,Villagarcia de Arosa,Pontevedra,42.59464551,-8.76274243,,De Lunes a Domingo de 07:00 a 23:00 horas,986500434,SI,SI,
CRED BEJAR I,"CL CARRETERA DE SALAMANCA, 3",Bejar,Salamanca,40.38419946,-5.76269046,,ABIERTO 24h.,923402465,SI,SI,
E.S. ECO ALHÁNDIGA,"CR N-501 P.K. 84,00 I",Calvarrasa de Abajo,Salamanca,40.94577265,-5.55438347,,De Lunes a Viernes de 07:00 a 22:00 horas; De Sábado a Domingo de 08:00 a 22:00 horas,923306657,SI,,
"E.S. NIETO MATAS,S.L.","CL FILIBERTO VILLALOBOS, 189",Guijuelo,Salamanca,40.56447367,-5.67055563,,De Lunes a Viernes de 07:00 a 21:00 horas; De Sábado a Domingo de 09:00 a 14:00 horas,923581148,SI,,
E.S. EL CHICO DE LA FELI,"CR C-526 P.K. 90,00 D",Robleda,Salamanca,40.38666313,-6.60816686,,De Lunes a Sábado de 07:00 a 20:30 horas; Domingo de 08:00 a 20:30 horas,923486231,SI,,
CRED SAN AGUSTIN,"CL AVENIDA SAN AGUSTIN, 78",Salamanca,Salamanca,40.97877912,-5.65805462,,ABIERTO 24h.,923282352,SI,SI,
ES ALHANDIGA GAS STATIONSS S.L.,"CL AVENIDA MIRAT, 40",Salamanca,Salamanca,40.97015098,-5.66292896,,De Lunes a Domingo de 07:00 a 23:00 horas,923220494,SI,,
E.S. IANLLUC S.L.,"CR N-620 P.K. 244,00 D",Salamanca,Salamanca,40.9536614,-5.72650434,,De Lunes a Sábado de 07:30 a 15:00 horas,923192445,SI,,
"E.S. MIRAT COMBUSTIBLES,S.L",CL AVENIDA DE LA ALDEHUELA,Salamanca,Salamanca,40.95795534,-5.6532795,,De Lunes a Domingo de 07:00 a 23:00 horas,923181528,SI,,
E.S. CRED SANCTI SPIRITUS,"CR A-62 P.K. 309,00 I",Sancti Spiritus,Salamanca,40.71156981,-6.38745575,,De Lunes a Domingo de 06:00 a 22:00 horas,923484287,SI,SI,SI
