Fecha,Cod_Provincia,Provincia,TOTAL_CAMAS,OCUPADAS_COVID19,OCUPADAS_NO_COVID19,% Pacientes COVID-19,% Pacientes no COVID-19,media_7d_ocupadas_covid,POR_OCUPADAS_TOTAL,media_7d_ocupadas_total
2021-05-17,7,"Balears, Illes",276,13,113,4.71,40.94,6.0,16.54,17.0
2021-05-17,8,Barcelona,1118,277,550,24.78,49.19,27.0,6.62,7.0
2021-05-17,9,Burgos,89,20,25,22.47,28.09,20.0,56.81,46.0
2021-05-18,1,Araba/Álava,81,21,25,25.93,30.86,27.0,70.11,69.0
2021-05-18,10,Cáceres,69,8,19,11.59,27.54,12.0,56.71,59.0
2021-05-18,11,Cádiz,246,21,51,8.54,20.73,9.0,11.9,13.0
2021-05-18,12,Castellón/Castelló,87,1,26,1.15,29.89,1.0,35.68,44.0
2021-05-18,13,Ciudad Real,80,19,25,23.75,31.25,27.0,68.75,80.0
2021-05-18,14,Córdoba,170,34,33,20.0,19.41,21.0,23.18,26.0
2021-05-18,15,"Coruña, A",334,11,106,3.29,31.74,3.0,10.49,9.0
2021-05-18,16,Cuenca,41,2,7,4.88,17.07,5.0,53.54,64.0
2021-05-18,17,Girona,70,30,23,42.86,32.86,41.0,108.17,109.0
2021-05-18,18,Granada,257,66,63,25.68,24.51,26.0,19.53,19.0
2021-05-18,19,Guadalajara,48,19,7,39.58,14.58,40.0,112.83,106.0
2021-05-18,2,Albacete,81,7,38,8.64,46.91,7.0,68.58,58.0
2021-05-18,20,Gipuzkoa,126,45,34,35.71,26.98,41.0,49.75,53.0
2021-05-18,21,Huelva,73,6,25,8.22,34.25,11.0,58.18,54.0
2021-05-18,22,Huesca,23,5,5,21.74,21.74,27.0,189.04,203.0
2021-05-18,23,Jaén,164,19,34,11.59,20.73,10.0,19.71,17.0
2021-05-18,24,León,100,26,31,26.0,31.0,24.0,57.0,54.0
2021-05-18,25,Lleida,54,17,13,31.48,24.07,37.0,102.87,94.0
2021-05-18,26,"Rioja, La",53,15,13,28.3,24.53,30.0,99.68,90.0
2021-05-18,27,Lugo,96,1,33,1.04,34.38,2.0,36.9,32.0
2021-05-18,28,Madrid,1283,470,501,36.63,39.05,38.0,5.9,6.0
2021-05-18,29,Málaga,381,16,122,4.2,32.02,6.0,9.51,10.0
2021-05-18,3,Alicante/Alacant,307,13,151,4.23,49.19,3.0,17.4,15.0
2021-05-18,30,Murcia,475,29,130,6.11,27.37,6.0,7.05,7.0
2021-05-18,31,Navarra,133,19,50,14.29,37.59,15.0,39.01,41.0
2021-05-18,32,Ourense,84,2,33,2.38,39.29,1.0,49.61,39.0
2021-05-18,33,Asturias,305,30,66,9.84,21.64,11.0,10.32,11.0
2021-05-18,34,Palencia,32,10,4,31.25,12.5,29.0,136.72,134.0
2021-05-18,35,"Palmas, Las",281,32,104,11.39,37.01,12.0,17.22,16.0
2021-05-18,36,Pontevedra,241,18,77,7.47,31.95,8.0,16.36,14.0
2021-05-18,37,Salamanca,73,16,28,21.92,38.36,14.0,82.58,76.0
2021-05-18,38,Santa Cruz de Tenerife,194,19,78,9.79,40.21,12.0,25.77,27.0
2021-05-18,39,Cantabria,118,19,43,16.1,36.44,17.0,44.53,46.0
2021-05-18,4,Almería,225,29,30,12.89,13.33,12.0,11.65,11.0
2021-05-18,40,Segovia,31,7,7,22.58,22.58,31.0,145.68,138.0
2021-05-18,41,Sevilla,378,67,136,17.72,35.98,19.0,14.21,14.0
2021-05-18,42,Soria,14,5,1,35.71,7.14,35.0,306.07,266.0
2021-05-18,43,Tarragona,120,46,44,38.33,36.67,37.0,62.5,60.0
2021-05-18,44,Teruel,8,2,4,25.0,50.0,14.0,937.5,759.0
2021-05-18,45,Toledo,118,39,34,33.05,28.81,31.0,52.42,49.0
2021-05-18,46,Valencia/València,482,18,215,3.73,44.61,5.0,10.03,10.0
2021-05-18,47,Valladolid,128,25,58,19.53,45.31,21.0,50.66,53.0
2021-05-18,48,Bizkaia,245,64,95,26.12,38.78,28.0,26.49,27.0
2021-05-18,49,Zamora,19,4,1,21.05,5.26,26.0,138.47,186.0
2021-05-18,5,Ávila,18,7,4,38.89,22.22,42.0,339.5,362.0
2021-05-18,50,Zaragoza,199,56,70,28.14,35.18,28.0,31.82,32.0
2021-05-18,51,Ceuta,17,3,3,17.65,17.65,21.0,207.65,232.0
2021-05-18,52,Melilla,17,1,5,5.88,29.41,6.0,207.59,109.0
2021-05-18,6,Badajoz,140,4,35,2.86,25.0,3.0,19.9,20.0
2021-05-18,7,"Balears, Illes",259,14,100,5.41,38.61,5.0,17.0,17.0
2021-05-18,8,Barcelona,1118,263,545,23.52,48.75,27.0,6.46,7.0
2021-05-18,9,Burgos,89,19,27,21.35,30.34,20.0,58.08,47.0
2021-05-19,1,Araba/Álava,81,21,26,25.93,32.1,27.0,71.64,69.0
2021-05-19,10,Cáceres,69,9,18,13.04,26.09,13.0,56.71,57.0
2021-05-19,11,Cádiz,246,21,62,8.54,25.2,9.0,13.72,13.0
2021-05-19,12,Castellón/Castelló,87,2,27,2.3,31.03,1.0,38.31,40.0
2021-05-19,13,Ciudad Real,80,20,24,25.0,30.0,26.0,68.75,78.0
2021-05-19,14,Córdoba,170,32,30,18.82,17.65,21.0,21.45,25.0
2021-05-19,15,"Coruña, A",334,9,102,2.69,30.54,3.0,9.95,9.0
2021-05-19,16,Cuenca,41,2,5,4.88,12.2,5.0,41.66,61.0
2021-05-19,17,Girona,70,31,25,44.29,35.71,42.0,114.29,111.0
2021-05-19,18,Granada,257,64,60,24.9,23.35,26.0,18.77,19.0
2021-05-19,19,Guadalajara,48,19,8,39.58,16.67,40.0,117.19,108.0
2021-05-19,2,Albacete,81,9,35,11.11,43.21,7.0,67.06,60.0
2021-05-19,20,Gipuzkoa,126,43,43,34.13,34.13,39.0,54.17,52.0
2021-05-19,21,Huelva,73,6,32,8.22,43.84,11.0,71.32,58.0
2021-05-19,22,Huesca,23,5,6,21.74,26.09,26.0,207.96,205.0
2021-05-19,23,Jaén,164,17,35,10.37,21.34,11.0,19.34,18.0
2021-05-19,24,León,100,27,30,27.0,30.0,25.0,57.0,54.0
2021-05-19,25,Lleida,51,17,13,33.33,25.49,36.0,115.33,100.0
2021-05-19,26,"Rioja, La",53,13,13,24.53,24.53,29.0,92.57,90.0
2021-05-19,27,Lugo,96,1,33,1.04,34.38,2.0,36.9,33.0
2021-05-19,28,Madrid,1279,465,504,36.36,39.41,38.0,5.92,6.0
2021-05-19,29,Málaga,383,19,115,4.96,30.03,6.0,9.14,9.0
2021-05-19,3,Alicante/Alacant,307,12,161,3.91,52.44,3.0,18.36,16.0
2021-05-19,30,Murcia,475,29,125,6.11,26.32,6.0,6.83,7.0
2021-05-19,31,Navarra,133,17,59,12.78,44.36,15.0,42.96,42.0
2021-05-19,32,Ourense,84,2,34,2.38,40.48,2.0,51.02,42.0
2021-05-19,33,Asturias,305,30,63,9.84,20.66,11.0,10.0,11.0
2021-05-19,34,Palencia,32,10,3,31.25,9.38,30.0,126.97,137.0
2021-05-19,35,"Palmas, Las",281,30,91,10.68,32.38,12.0,15.32,16.0
2021-05-19,36,Pontevedra,241,15,80,6.22,33.2,7.0,16.36,14.0
2021-05-19,37,Salamanca,73,8,31,10.96,42.47,14.0,73.19,75.0
2021-05-19,38,Santa Cruz de Tenerife,194,17,79,8.76,40.72,11.0,25.51,26.0
2021-05-19,39,Cantabria,118,17,51,14.41,43.22,17.0,48.84,46.0
2021-05-19,4,Almería,225,23,34,10.22,15.11,12.0,11.26,11.0
2021-05-19,40,Segovia,31,7,5,22.58,16.13,29.0,124.87,137.0
2021-05-19,41,Sevilla,378,69,147,18.25,38.89,19.0,15.12,14.0
2021-05-19,42,Soria,14,5,2,35.71,14.29,35.0,357.14,273.0
2021-05-19,43,Tarragona,119,46,39,38.66,32.77,38.0,60.03,60.0
2021-05-19,44,Teruel,8,2,5,25.0,62.5,16.0,1093.75,804.0
2021-05-19,45,Toledo,118,37,30,31.36,25.42,32.0,48.12,49.0
2021-05-19,46,Valencia/València,482,13,223,2.7,46.27,4.0,10.16,10.0
2021-05-19,47,Valladolid,127,23,63,18.11,49.61,20.0,53.32,53.0
2021-05-19,48,Bizkaia,239,65,95,27.2,39.75,27.0,28.01,27.0
2021-05-19,49,Zamora,19,4,1,21.05,5.26,24.0,138.47,170.0
2021-05-19,5,Ávila,18,7,4,38.89,22.22,42.0,339.5,362.0
2021-05-19,50,Zaragoza,199,55,66,27.64,33.17,28.0,30.56,31.0
2021-05-19,51,Ceuta,17,3,2,17.65,11.76,20.0,173.0,222.0
2021-05-19,52,Melilla,17,1,6,5.88,35.29,7.0,242.18,138.0
2021-05-19,6,Badajoz,140,4,38,2.86,27.14,3.0,21.43,20.0
2021-05-19,7,"Balears, Illes",259,14,99,5.41,38.22,5.0,16.85,17.0
2021-05-19,8,Barcelona,1109,251,569,22.63,51.31,26.0,6.67,7.0
2021-05-19,9,Burgos,89,20,22,22.47,24.72,21.0,53.02,48.0
2021-05-20,1,Araba/Álava,81,23,24,28.4,29.63,27.0,71.64,69.0
2021-05-20,10,Cáceres,69,9,16,13.04,23.19,13.0,52.51,56.0
2021-05-20,11,Cádiz,246,23,65,9.35,26.42,9.0,14.54,13.0
2021-05-20,12,Castellón/Castelló,87,2,17,2.3,19.54,1.0,25.1,36.0
2021-05-20,13,Ciudad Real,80,17,19,21.25,23.75,25.0,56.25,74.0
2021-05-20,14,Córdoba,170,34,26,20.0,15.29,20.0,20.76,24.0
2021-05-20,15,"Coruña, A",334,6,118,1.8,35.33,3.0,11.12,10.0
2021-05-20,16,Cuenca,41,2,6,4.88,14.63,5.0,47.59,58.0
2021-05-20,17,Girona,66,29,23,43.94,34.85,43.0,119.38,112.0
2021-05-20,18,Granada,257,49,55,19.07,21.4,25.0,15.75,18.0
2021-05-20,19,Guadalajara,48,20,6,41.67,12.5,40.0,112.85,110.0
2021-05-20,2,Albacete,81,8,34,9.88,41.98,8.0,64.02,61.0
2021-05-20,20,Gipuzkoa,126,41,48,32.54,38.1,38.0,56.06,52.0
2021-05-20,21,Huelva,73,5,23,6.85,31.51,10.0,52.55,57.0
2021-05-20,22,Huesca,23,6,3,26.09,13.04,25.0,170.13,203.0
2021-05-20,23,Jaén,164,19,35,11.59,21.34,11.0,20.08,18.0
2021-05-20,24,León,100,30,25,30.0,25.0,26.0,55.0,54.0
2021-05-20,25,Lleida,46,14,11,30.43,23.91,35.0,118.13,106.0
2021-05-20,26,"Rioja, La",53,15,9,28.3,16.98,28.0,85.43,87.0
2021-05-20,27,Lugo,96,2,30,2.08,31.25,2.0,34.72,33.0
2021-05-20,28,Madrid,1277,455,507,35.63,39.7,37.0,5.9,6.0
2021-05-20,29,Málaga,381,20,117,5.25,30.71,5.0,9.44,9.0
2021-05-20,3,Alicante/Alacant,307,11,140,3.58,45.6,4.0,16.02,16.0
2021-05-20,30,Murcia,475,27,118,5.68,24.84,6.0,6.43,7.0
2021-05-20,31,Navarra,133,17,59,12.78,44.36,14.0,42.96,42.0
2021-05-20,32,Ourense,84,3,31,3.57,36.9,2.0,48.18,43.0
2021-05-20,33,Asturias,305,30,61,9.84,20.0,11.0,9.78,10.0
2021-05-20,34,Palencia,32,11,5,34.38,15.62,31.0,156.25,142.0
2021-05-20,35,"Palmas, Las",281,27,90,9.61,32.03,11.0,14.82,16.0
2021-05-20,36,Pontevedra,241,16,74,6.64,30.71,7.0,15.5,14.0
2021-05-20,37,Salamanca,74,8,32,10.81,43.24,14.0,73.04,74.0
2021-05-20,38,Santa Cruz de Tenerife,194,20,81,10.31,41.75,11.0,26.84,26.0
2021-05-20,39,Cantabria,120,17,43,14.17,35.83,17.0,41.67,47.0
2021-05-20,4,Almería,225,23,28,10.22,12.44,11.0,10.07,11.0
2021-05-20,40,Segovia,31,7,7,22.58,22.58,28.0,145.68,138.0
2021-05-20,41,Sevilla,378,70,144,18.52,38.1,19.0,14.98,14.0
2021-05-20,42,Soria,14,5,0,35.71,0.0,34.0,255.07,270.0
2021-05-20,43,Tarragona,118,42,42,35.59,35.59,37.0,60.32,60.0
2021-05-20,44,Teruel,8,2,2,25.0,25.0,18.0,625.0,804.0
2021-05-20,45,Toledo,118,36,29,30.51,24.58,32.0,46.69,49.0
2021-05-20,46,Valencia/València,482,16,203,3.32,42.12,4.0,9.43,10.0
2021-05-20,47,Valladolid,128,23,55,17.97,42.97,19.0,47.61,51.0
2021-05-20,48,Bizkaia,240,59,87,24.58,36.25,27.0,25.35,27.0
2021-05-20,49,Zamora,19,4,2,21.05,10.53,23.0,166.21,170.0
2021-05-20,5,Ávila,18,7,5,38.89,27.78,42.0,370.39,366.0
2021-05-20,50,Zaragoza,199,51,73,25.63,36.68,27.0,31.31,31.0
2021-05-20,51,Ceuta,17,3,2,17.65,11.76,19.0,173.0,218.0
2021-05-20,52,Melilla,17,1,2,5.88,11.76,8.0,103.76,143.0
2021-05-20,6,Badajoz,140,5,37,3.57,26.43,3.0,21.43,20.0
2021-05-20,7,"Balears, Illes",276,14,102,5.07,36.96,5.0,15.23,16.0
2021-05-20,8,Barcelona,1120,248,573,22.14,51.16,25.0,6.54,7.0
2021-05-20,9,Burgos,89,18,20,20.22,22.47,20.0,47.97,49.0
2021-05-21,1,Araba/Álava,81,22,26,27.16,32.1,27.0,73.16,69.0
2021-05-21,10,Cáceres,69,9,14,13.04,20.29,13.0,48.3,54.0
2021-05-21,11,Cádiz,242,22,66,9.09,27.27,9.0,15.02,13.0
2021-05-21,12,Castellón/Castelló,87,2,21,2.3,24.14,1.0,30.39,34.0
2021-05-21,13,Ciudad Real,80,17,21,21.25,26.25,24.0,59.38,70.0
2021-05-21,14,Córdoba,170,31,28,18.24,16.47,20.0,20.42,24.0
2021-05-21,15,"Coruña, A",334,7,112,2.1,33.53,3.0,10.67,10.0
2021-05-21,16,Cuenca,41,2,5,4.88,12.2,5.0,41.66,54.0
2021-05-21,17,Girona,67,27,21,40.3,31.34,43.0,106.93,111.0
2021-05-21,18,Granada,257,51,70,19.84,27.24,24.0,18.32,18.0
2021-05-21,19,Guadalajara,48,20,6,41.67,12.5,40.0,112.85,112.0
2021-05-21,2,Albacete,81,8,28,9.88,34.57,9.0,54.88,63.0
2021-05-21,20,Gipuzkoa,119,39,34,32.77,28.57,36.0,51.55,52.0
2021-05-21,21,Huelva,73,5,22,6.85,30.14,9.0,50.67,57.0
2021-05-21,22,Huesca,23,6,3,26.09,13.04,25.0,170.13,200.0
2021-05-21,23,Jaén,164,20,38,12.2,23.17,11.0,21.57,19.0
2021-05-21,24,León,100,29,25,29.0,25.0,26.0,54.0,55.0
2021-05-21,25,Lleida,46,11,10,23.91,21.74,32.0,99.24,107.0
2021-05-21,26,"Rioja, La",53,15,10,28.3,18.87,28.0,89.0,89.0
2021-05-21,27,Lugo,96,2,23,2.08,23.96,2.0,27.12,33.0
2021-05-21,28,Madrid,1276,453,466,35.5,36.52,37.0,5.64,6.0
2021-05-21,29,Málaga,381,21,120,5.51,31.5,5.0,9.71,9.0
2021-05-21,3,Alicante/Alacant,306,9,146,2.94,47.71,4.0,16.55,16.0
2021-05-21,30,Murcia,473,28,117,5.92,24.74,6.0,6.48,7.0
2021-05-21,31,Navarra,133,17,60,12.78,45.11,14.0,43.53,42.0
2021-05-21,32,Ourense,84,3,29,3.57,34.52,2.0,45.35,44.0
2021-05-21,33,Asturias,305,27,69,8.85,22.62,10.0,10.32,10.0
2021-05-21,34,Palencia,32,9,4,28.12,12.5,31.0,126.94,141.0
2021-05-21,35,"Palmas, Las",281,30,100,10.68,35.59,11.0,16.47,16.0
2021-05-21,36,Pontevedra,241,15,76,6.22,31.54,7.0,15.67,15.0
2021-05-21,37,Salamanca,74,8,32,10.81,43.24,13.0,73.04,73.0
2021-05-21,38,Santa Cruz de Tenerife,194,17,76,8.76,39.18,10.0,24.71,26.0
2021-05-21,39,Cantabria,120,15,34,12.5,28.33,16.0,34.02,45.0
2021-05-21,4,Almería,225,22,35,9.78,15.56,11.0,11.26,11.0
2021-05-21,40,Segovia,31,7,7,22.58,22.58,26.0,145.68,141.0
2021-05-21,41,Sevilla,378,70,140,18.52,37.04,19.0,14.7,14.0
2021-05-21,42,Soria,14,5,0,35.71,0.0,34.0,255.07,271.0
2021-05-21,43,Tarragona,118,41,45,34.75,38.14,37.0,61.77,61.0
2021-05-21,44,Teruel,8,2,3,25.0,37.5,20.0,781.25,826.0
2021-05-21,45,Toledo,118,34,26,28.81,22.03,32.0,43.08,49.0
2021-05-21,46,Valencia/València,482,17,158,3.53,32.78,4.0,7.53,10.0
2021-05-21,47,Valladolid,128,28,62,21.88,48.44,20.0,54.94,51.0
2021-05-21,48,Bizkaia,241,57,104,23.65,43.15,26.0,27.72,27.0
2021-05-21,49,Zamora,19,3,2,15.79,10.53,22.0,138.53,162.0
2021-05-21,5,Ávila,18,7,4,38.89,22.22,41.0,339.5,366.0
2021-05-21,50,Zaragoza,199,52,71,26.13,35.68,27.0,31.06,31.0
2021-05-21,51,Ceuta,17,3,3,17.65,17.65,18.0,207.65,208.0
2021-05-21,52,Melilla,17,1,1,5.88,5.88,8.0,69.18,143.0
2021-05-21,6,Badajoz,140,5,34,3.57,24.29,3.0,19.9,20.0
2021-05-21,7,"Balears, Illes",276,14,103,5.07,37.32,5.0,15.36,16.0
2021-05-21,8,Barcelona,1104,239,528,21.65,47.83,24.0,6.29,6.0
2021-05-21,9,Burgos,89,18,22,20.22,24.72,21.0,50.49,50.0
2021-05-22,1,Araba/Álava,81,22,26,27.16,32.1,27.0,73.16,69.0
2021-05-22,10,Cáceres,69,9,10,13.04,14.49,13.0,39.9,51.0
2021-05-22,11,Cádiz,242,22,66,9.09,27.27,9.0,15.02,14.0
2021-05-22,12,Castellón/Castelló,87,2,21,2.3,24.14,2.0,30.39,32.0
2021-05-22,13,Ciudad Real,80,17,22,21.25,27.5,23.0,60.94,66.0
2021-05-22,14,Córdoba,170,31,31,18.24,18.24,20.0,21.46,23.0
2021-05-22,15,"Coruña, A",334,7,103,2.1,30.84,3.0,9.86,10.0
2021-05-22,16,Cuenca,41,2,6,4.88,14.63,5.0,47.59,52.0
2021-05-22,17,Girona,67,29,22,43.28,32.84,43.0,113.61,111.0
2021-05-22,18,Granada,257,52,71,20.23,27.63,23.0,18.62,18.0
2021-05-22,19,Guadalajara,48,20,6,41.67,12.5,40.0,112.85,113.0
2021-05-22,2,Albacete,81,8,32,9.88,39.51,9.0,60.98,63.0
2021-05-22,20,Gipuzkoa,119,39,31,32.77,26.05,35.0,49.43,51.0
2021-05-22,21,Huelva,73,5,22,6.85,30.14,8.0,50.67,56.0
2021-05-22,22,Huesca,23,6,3,26.09,13.04,25.0,170.13,197.0
2021-05-22,23,Jaén,164,20,41,12.2,25.0,12.0,22.68,20.0
2021-05-22,24,León,100,29,25,29.0,25.0,27.0,54.0,55.0
2021-05-22,25,Lleida,46,11,10,23.91,21.74,30.0,99.24,109.0
2021-05-22,26,"Rioja, La",53,15,10,28.3,18.87,28.0,89.0,91.0
2021-05-22,27,Lugo,96,2,23,2.08,23.96,2.0,27.12,32.0
2021-05-22,28,Madrid,1272,454,455,35.69,35.77,37.0,5.62,6.0
2021-05-22,29,Málaga,381,20,120,5.25,31.5,5.0,9.65,9.0
2021-05-22,3,Alicante/Alacant,306,9,140,2.94,45.75,4.0,15.91,17.0
2021-05-22,30,Murcia,473,27,118,5.71,24.95,6.0,6.48,7.0
2021-05-22,31,Navarra,133,17,60,12.78,45.11,14.0,43.53,42.0
2021-05-22,32,Ourense,84,3,29,3.57,34.52,3.0,45.35,46.0
2021-05-22,33,Asturias,305,27,67,8.85,21.97,10.0,10.1,10.0
2021-05-22,34,Palencia,32,9,4,28.12,12.5,31.0,126.94,140.0
2021-05-22,35,"Palmas, Las",281,28,78,9.96,27.76,11.0,13.42,15.0
2021-05-22,36,Pontevedra,241,15,72,6.22,29.88,7.0,14.98,15.0
2021-05-22,37,Salamanca,74,8,32,10.81,43.24,13.0,73.04,73.0
2021-05-22,38,Santa Cruz de Tenerife,194,17,73,8.76,37.63,10.0,23.91,26.0
2021-05-22,39,Cantabria,120,15,34,12.5,28.33,15.0,34.02,43.0
2021-05-22,4,Almería,225,22,35,9.78,15.56,11.0,11.26,11.0
2021-05-22,40,Segovia,31,7,7,22.58,22.58,25.0,145.68,144.0
2021-05-22,41,Sevilla,378,69,140,18.25,37.04,19.0,14.63,14.0
2021-05-22,42,Soria,14,5,0,35.71,0.0,34.0,255.07,273.0
2021-05-22,43,Tarragona,118,41,45,34.75,38.14,37.0,61.77,61.0
2021-05-22,44,Teruel,8,2,3,25.0,37.5,21.0,781.25,848.0
2021-05-22,45,Toledo,118,34,26,28.81,22.03,32.0,43.08,49.0
2021-05-22,46,Valencia/València,482,17,158,3.53,32.78,4.0,7.53,9.0
2021-05-22,47,Valladolid,128,28,62,21.88,48.44,20.0,54.94,51.0
2021-05-22,48,Bizkaia,241,57,104,23.65,43.15,26.0,27.72,27.0
2021-05-22,49,Zamora,19,3,2,15.79,10.53,20.0,138.53,154.0
2021-05-22,5,Ávila,18,7,4,38.89,22.22,40.0,339.5,366.0
2021-05-22,50,Zaragoza,199,52,72,26.13,36.18,27.0,31.31,31.0
2021-05-22,51,Ceuta,17,3,3,17.65,17.65,18.0,207.65,198.0
2021-05-22,52,Melilla,17,1,1,5.88,5.88,8.0,69.18,143.0
2021-05-22,6,Badajoz,140,5,30,3.57,21.43,3.0,17.86,19.0
2021-05-22,7,"Balears, Illes",276,14,101,5.07,36.59,5.0,15.09,16.0
2021-05-22,8,Barcelona,1104,239,526,21.65,47.64,23.0,6.28,6.0
2021-05-22,9,Burgos,89,18,22,20.22,24.72,21.0,50.49,51.0
2021-05-23,1,Araba/Álava,81,24,20,29.63,24.69,27.0,67.06,71.0
2021-05-23,10,Cáceres,69,8,9,11.59,13.04,13.0,35.7,50.0
2021-05-23,11,Cádiz,242,23,59,9.5,24.38,9.0,14.0,14.0
2021-05-23,12,Castellón/Castelló,87,3,29,3.45,33.33,2.0,42.28,33.0
2021-05-23,13,Ciudad Real,80,18,20,22.5,25.0,23.0,59.38,64.0
2021-05-23,14,Córdoba,170,31,34,18.24,20.0,19.0,22.49,22.0
2021-05-23,15,"Coruña, A",334,8,93,2.4,27.84,3.0,9.05,10.0
2021-05-23,16,Cuenca,41,2,6,4.88,14.63,5.0,47.59,51.0
2021-05-23,17,Girona,67,30,21,44.78,31.34,43.0,113.61,112.0
2021-05-23,18,Granada,257,53,70,20.62,27.24,22.0,18.62,18.0
2021-05-23,19,Guadalajara,48,20,7,41.67,14.58,41.0,117.19,114.0
2021-05-23,2,Albacete,81,9,32,11.11,39.51,10.0,62.49,63.0
2021-05-23,20,Gipuzkoa,119,42,28,35.29,23.53,35.0,49.43,51.0
2021-05-23,21,Huelva,73,7,23,9.59,31.51,8.0,56.3,57.0
2021-05-23,22,Huesca,23,6,3,26.09,13.04,25.0,170.13,186.0
2021-05-23,23,Jaén,164,19,40,11.59,24.39,12.0,21.94,21.0
2021-05-23,24,León,100,32,23,32.0,23.0,28.0,55.0,56.0
2021-05-23,25,Lleida,52,16,10,30.77,19.23,29.0,96.15,106.0
2021-05-23,26,"Rioja, La",53,14,13,26.42,24.53,27.0,96.13,92.0
2021-05-23,27,Lugo,96,1,28,1.04,29.17,2.0,31.47,32.0
2021-05-23,28,Madrid,1263,447,424,35.39,33.57,36.0,5.46,6.0
2021-05-23,29,Málaga,381,21,111,5.51,29.13,5.0,9.09,9.0
2021-05-23,3,Alicante/Alacant,304,9,138,2.96,45.39,3.0,15.9,17.0
2021-05-23,30,Murcia,475,27,113,5.68,23.79,6.0,6.2,7.0
2021-05-23,31,Navarra,133,22,57,16.54,42.86,14.0,44.66,43.0
2021-05-23,32,Ourense,84,4,32,4.76,38.1,3.0,51.02,48.0
2021-05-23,33,Asturias,305,29,56,9.51,18.36,10.0,9.14,10.0
2021-05-23,34,Palencia,32,9,4,28.12,12.5,30.0,126.94,137.0
2021-05-23,35,"Palmas, Las",281,28,85,9.96,30.25,10.0,14.31,15.0
2021-05-23,36,Pontevedra,241,14,60,5.81,24.9,7.0,12.74,15.0
2021-05-23,37,Salamanca,73,8,22,10.96,30.14,13.0,56.3,71.0
2021-05-23,38,Santa Cruz de Tenerife,194,21,79,10.82,40.72,10.0,26.57,26.0
2021-05-23,39,Cantabria,118,15,34,12.71,28.81,14.0,35.19,41.0
2021-05-23,4,Almería,225,22,35,9.78,15.56,11.0,11.26,11.0
2021-05-23,40,Segovia,31,5,6,16.13,19.35,23.0,114.45,140.0
2021-05-23,41,Sevilla,378,71,125,18.78,33.07,18.0,13.72,14.0
2021-05-23,42,Soria,14,5,0,35.71,0.0,35.0,255.07,275.0
2021-05-23,43,Tarragona,117,37,49,31.62,41.88,36.0,62.82,61.0
2021-05-23,44,Teruel,8,2,3,25.0,37.5,23.0,781.25,848.0
2021-05-23,45,Toledo,118,33,28,27.97,23.73,31.0,43.81,47.0
2021-05-23,46,Valencia/València,482,19,195,3.94,40.46,4.0,9.21,9.0
2021-05-23,47,Valladolid,128,23,49,17.97,38.28,20.0,43.95,51.0
2021-05-23,48,Bizkaia,230,57,88,24.78,38.26,25.0,27.41,27.0
2021-05-23,49,Zamora,19,4,3,21.05,15.79,20.0,193.89,154.0
2021-05-23,5,Ávila,18,8,5,44.44,27.78,40.0,401.22,366.0
2021-05-23,50,Zaragoza,199,49,64,24.62,32.16,27.0,28.53,31.0
2021-05-23,51,Ceuta,17,3,0,17.65,0.0,18.0,103.82,183.0
2021-05-23,52,Melilla,17,2,0,11.76,0.0,8.0,69.18,133.0
2021-05-23,6,Badajoz,140,6,29,4.29,20.71,3.0,17.86,19.0
2021-05-23,7,"Balears, Illes",276,13,105,4.71,38.04,5.0,15.49,16.0
2021-05-23,8,Barcelona,1089,230,505,21.12,46.37,22.0,6.2,6.0
2021-05-23,9,Burgos,89,19,18,21.35,20.22,21.0,46.71,52.0
2021-05-24,1,Araba/Álava,81,21,28,25.93,34.57,27.0,74.69,72.0
2021-05-24,10,Cáceres,69,6,10,8.7,14.49,12.0,33.61,46.0
2021-05-24,11,Cádiz,246,20,63,8.13,25.61,9.0,13.72,14.0
2021-05-24,12,Castellón/Castelló,79,3,35,3.8,44.3,3.0,60.89,38.0
2021-05-24,13,Ciudad Real,80,21,19,26.25,23.75,23.0,62.5,62.0
2021-05-24,14,Córdoba,170,27,38,15.88,22.35,18.0,22.49,22.0
2021-05-24,15,"Coruña, A",334,9,99,2.69,29.64,2.0,9.68,10.0
2021-05-24,16,Cuenca,41,3,6,7.32,14.63,5.0,53.54,48.0
2021-05-24,17,Girona,67,27,23,40.3,34.33,43.0,111.39,112.0
2021-05-24,18,Granada,257,54,72,21.01,28.02,22.0,19.08,18.0
2021-05-24,19,Guadalajara,48,20,6,41.67,12.5,41.0,112.85,114.0
2021-05-24,2,Albacete,81,8,33,9.88,40.74,10.0,62.49,63.0
2021-05-24,20,Gipuzkoa,119,37,30,31.09,25.21,33.0,47.31,51.0
2021-05-24,21,Huelva,73,5,27,6.85,36.99,8.0,60.05,57.0
2021-05-24,22,Huesca,23,6,5,26.09,21.74,25.0,207.96,184.0
2021-05-24,23,Jaén,164,18,35,10.98,21.34,12.0,19.71,21.0
2021-05-24,24,León,100,31,25,31.0,25.0,29.0,56.0,55.0
2021-05-24,25,Lleida,56,12,12,21.43,21.43,28.0,76.54,101.0
2021-05-24,26,"Rioja, La",53,14,16,26.42,30.19,27.0,106.81,94.0
2021-05-24,27,Lugo,83,1,19,1.2,22.89,2.0,29.02,32.0
2021-05-24,28,Madrid,1250,427,504,34.16,40.32,36.0,5.96,6.0
2021-05-24,29,Málaga,381,20,133,5.25,34.91,5.0,10.54,10.0
