Fecha,Cod_Provincia,Provincia,TOTAL_CAMAS,OCUPADAS_COVID19,OCUPADAS_NO_COVID19,% Pacientes COVID-19,% Pacientes no COVID-19,media_7d_ocupadas_covid,POR_OCUPADAS_TOTAL,media_7d_ocupadas_total
2020-11-20,15,"Coruña, A",328,54,80,16.46,24.39,17.0,12.45,12.0
2020-11-20,16,Cuenca,41,6,7,14.63,17.07,9.0,77.32,58.0
2020-11-20,17,Girona,86,46,23,53.49,26.74,60.0,93.29,94.0
2020-11-20,18,Granada,231,129,46,55.84,19.91,58.0,32.79,34.0
2020-11-20,19,Guadalajara,43,16,8,37.21,18.6,43.0,129.79,131.0
2020-11-20,2,Albacete,83,29,27,34.94,32.53,40.0,81.29,85.0
2020-11-20,20,Gipuzkoa,111,36,32,32.43,28.83,39.0,55.19,62.0
2020-11-20,21,Huelva,73,16,9,21.92,12.33,18.0,46.92,40.0
2020-11-20,22,Huesca,29,18,3,62.07,10.34,58.0,249.69,231.0
2020-11-20,23,Jaén,139,45,16,32.37,11.51,37.0,31.57,35.0
2020-11-20,24,León,93,41,19,44.09,20.43,44.0,69.38,71.0
2020-11-20,25,Lleida,51,26,13,50.98,25.49,55.0,149.94,132.0
2020-11-20,26,"Rioja, La",60,36,11,60.0,18.33,59.0,130.55,122.0
2020-11-20,27,Lugo,83,7,24,8.43,28.92,6.0,45.0,35.0
2020-11-20,28,Madrid,1251,381,456,30.46,36.45,32.0,5.35,5.0
2020-11-20,29,Málaga,352,54,85,15.34,24.15,18.0,11.22,11.0
2020-11-20,3,Alicante/Alacant,358,115,118,32.12,32.96,34.0,18.18,19.0
2020-11-20,30,Murcia,472,102,91,21.61,19.28,22.0,8.66,9.0
2020-11-20,31,Navarra,145,49,38,33.79,26.21,36.0,41.38,39.0
2020-11-20,32,Ourense,84,10,28,11.9,33.33,15.0,53.85,49.0
2020-11-20,33,Asturias,301,144,32,47.84,10.63,48.0,19.43,19.0
2020-11-20,34,Palencia,40,24,3,60.0,7.5,58.0,168.75,169.0
2020-11-20,35,"Palmas, Las",259,16,104,6.18,40.15,7.0,17.89,18.0
2020-11-20,36,Pontevedra,229,33,52,14.41,22.71,14.0,16.21,16.0
2020-11-20,37,Salamanca,85,25,23,29.41,27.06,28.0,66.44,65.0
2020-11-20,38,Santa Cruz de Tenerife,196,28,73,14.29,37.24,15.0,26.29,27.0
2020-11-20,39,Cantabria,122,38,36,31.15,29.51,28.0,49.72,46.0
2020-11-20,4,Almería,171,35,18,20.47,10.53,23.0,18.13,25.0
2020-11-20,40,Segovia,28,6,3,21.43,10.71,28.0,114.79,129.0
2020-11-20,41,Sevilla,357,125,108,35.01,30.25,35.0,18.28,18.0
2020-11-20,42,Soria,17,2,4,11.76,23.53,22.0,207.59,193.0
2020-11-20,43,Tarragona,144,65,41,45.14,28.47,47.0,51.12,51.0
2020-11-20,44,Teruel,8,4,2,50.0,25.0,46.0,937.5,982.0
2020-11-20,45,Toledo,112,34,28,30.36,25.0,34.0,49.43,53.0
2020-11-20,46,Valencia/València,562,166,149,29.54,26.51,28.0,9.97,10.0
2020-11-20,47,Valladolid,159,83,38,52.2,23.9,51.0,47.86,51.0
2020-11-20,48,Bizkaia,204,51,75,25.0,36.76,27.0,30.27,32.0
2020-11-20,49,Zamora,20,11,1,55.0,5.0,48.0,300.0,257.0
2020-11-20,5,Ávila,18,10,1,55.56,5.56,52.0,339.56,326.0
2020-11-20,50,Zaragoza,196,87,55,44.39,28.06,48.0,36.96,37.0
2020-11-20,51,Ceuta,17,7,1,41.18,5.88,42.0,276.82,282.0
2020-11-20,52,Melilla,14,8,0,57.14,0.0,66.0,408.14,474.0
2020-11-20,6,Badajoz,148,36,29,24.32,19.59,27.0,29.67,31.0
2020-11-20,7,"Balears, Illes",289,51,83,17.65,28.72,18.0,16.04,17.0
2020-11-20,8,Barcelona,1135,406,459,35.77,40.44,39.0,6.71,7.0
2020-11-20,9,Burgos,103,43,23,41.75,22.33,42.0,62.21,63.0
2020-11-21,1,Araba/Álava,70,27,22,38.57,31.43,39.0,100.0,101.0
2020-11-21,10,Cáceres,86,27,11,31.4,12.79,26.0,51.38,41.0
2020-11-21,11,Cádiz,222,54,41,24.32,18.47,27.0,19.27,20.0
2020-11-21,12,Castellón/Castelló,87,20,18,22.99,20.69,24.0,50.21,53.0
2020-11-21,13,Ciudad Real,101,34,24,33.66,23.76,32.0,56.85,57.0
2020-11-21,14,Córdoba,151,43,27,28.48,17.88,30.0,30.7,32.0
2020-11-21,15,"Coruña, A",328,54,78,16.46,23.78,17.0,12.27,12.0
2020-11-21,16,Cuenca,41,6,7,14.63,17.07,11.0,77.32,62.0
2020-11-21,17,Girona,86,44,24,51.16,27.91,58.0,91.94,94.0
2020-11-21,18,Granada,231,126,50,54.55,21.65,58.0,32.99,34.0
2020-11-21,19,Guadalajara,43,16,9,37.21,20.93,41.0,135.21,131.0
2020-11-21,2,Albacete,83,27,26,32.53,31.33,39.0,76.94,83.0
2020-11-21,20,Gipuzkoa,111,36,35,32.43,31.53,38.0,57.62,62.0
2020-11-21,21,Huelva,73,16,10,21.92,13.7,19.0,48.79,41.0
2020-11-21,22,Huesca,29,18,3,62.07,10.34,59.0,249.69,236.0
2020-11-21,23,Jaén,139,45,16,32.37,11.51,36.0,31.57,35.0
2020-11-21,24,León,93,41,19,44.09,20.43,45.0,69.38,71.0
2020-11-21,25,Lleida,51,26,13,50.98,25.49,54.0,149.94,136.0
2020-11-21,26,"Rioja, La",60,36,11,60.0,18.33,60.0,130.55,124.0
2020-11-21,27,Lugo,83,7,24,8.43,28.92,7.0,45.0,36.0
2020-11-21,28,Madrid,1257,381,454,30.31,36.12,32.0,5.28,5.0
2020-11-21,29,Málaga,352,55,78,15.62,22.16,18.0,10.73,11.0
2020-11-21,3,Alicante/Alacant,358,115,119,32.12,33.24,34.0,18.26,19.0
2020-11-21,30,Murcia,472,102,89,21.61,18.86,22.0,8.57,9.0
2020-11-21,31,Navarra,145,49,38,33.79,26.21,36.0,41.38,39.0
2020-11-21,32,Ourense,84,10,28,11.9,33.33,14.0,53.85,49.0
2020-11-21,33,Asturias,301,145,30,48.17,9.97,48.0,19.32,19.0
2020-11-21,34,Palencia,40,24,3,60.0,7.5,58.0,168.75,169.0
2020-11-21,35,"Palmas, Las",259,16,100,6.18,38.61,7.0,17.29,18.0
2020-11-21,36,Pontevedra,229,33,53,14.41,23.14,14.0,16.4,16.0
2020-11-21,37,Salamanca,85,26,20,30.59,23.53,29.0,63.67,65.0
2020-11-21,38,Santa Cruz de Tenerife,196,27,72,13.78,36.73,15.0,25.77,27.0
2020-11-21,39,Cantabria,122,38,36,31.15,29.51,29.0,49.72,47.0
2020-11-21,4,Almería,171,35,16,20.47,9.36,23.0,17.44,24.0
2020-11-21,40,Segovia,28,6,3,21.43,10.71,27.0,114.79,129.0
2020-11-21,41,Sevilla,357,126,101,35.29,28.29,35.0,17.81,18.0
2020-11-21,42,Soria,17,2,4,11.76,23.53,18.0,207.59,188.0
2020-11-21,43,Tarragona,144,65,41,45.14,28.47,47.0,51.12,51.0
2020-11-21,44,Teruel,8,5,2,62.5,25.0,50.0,1093.75,960.0
2020-11-21,45,Toledo,112,32,30,28.57,26.79,33.0,49.43,53.0
2020-11-21,46,Valencia/València,562,166,149,29.54,26.51,29.0,9.97,10.0
2020-11-21,47,Valladolid,159,83,38,52.2,23.9,52.0,47.86,50.0
2020-11-21,48,Bizkaia,204,51,75,25.0,36.76,26.0,30.27,31.0
2020-11-21,49,Zamora,20,11,1,55.0,5.0,50.0,300.0,264.0
2020-11-21,5,Ávila,18,10,1,55.56,5.56,52.0,339.56,326.0
2020-11-21,50,Zaragoza,196,86,57,43.88,29.08,48.0,37.22,37.0
2020-11-21,51,Ceuta,17,7,1,41.18,5.88,42.0,276.82,282.0
2020-11-21,52,Melilla,14,7,0,50.0,0.0,63.0,357.14,452.0
2020-11-21,6,Badajoz,148,36,26,24.32,17.57,26.0,28.3,31.0
2020-11-21,7,"Balears, Illes",289,51,85,17.65,29.41,18.0,16.28,17.0
2020-11-21,8,Barcelona,1135,409,458,36.04,40.35,38.0,6.73,7.0
2020-11-21,9,Burgos,103,43,21,41.75,20.39,42.0,60.33,63.0
2020-11-22,1,Araba/Álava,70,26,23,37.14,32.86,39.0,100.0,101.0
2020-11-22,10,Cáceres,104,34,14,32.69,13.46,27.0,44.38,42.0
2020-11-22,11,Cádiz,222,54,38,24.32,17.12,27.0,18.67,20.0
2020-11-22,12,Castellón/Castelló,87,21,18,24.14,20.69,24.0,51.53,54.0
2020-11-22,13,Ciudad Real,100,31,26,31.0,26.0,32.0,57.0,57.0
2020-11-22,14,Córdoba,151,43,24,28.48,15.89,30.0,29.38,32.0
2020-11-22,15,"Coruña, A",328,55,79,16.77,24.09,17.0,12.46,12.0
2020-11-22,16,Cuenca,41,6,7,14.63,17.07,12.0,77.32,65.0
2020-11-22,17,Girona,86,42,21,48.84,24.42,56.0,85.19,93.0
2020-11-22,18,Granada,231,97,47,41.99,20.35,55.0,26.99,33.0
2020-11-22,19,Guadalajara,43,17,7,39.53,16.28,40.0,129.79,128.0
2020-11-22,2,Albacete,83,22,32,26.51,38.55,36.0,78.39,82.0
2020-11-22,20,Gipuzkoa,111,36,33,32.43,29.73,36.0,56.0,62.0
2020-11-22,21,Huelva,73,13,8,17.81,10.96,19.0,39.41,42.0
2020-11-22,22,Huesca,29,19,5,65.52,17.24,60.0,285.38,247.0
2020-11-22,23,Jaén,139,42,17,30.22,12.23,35.0,30.54,34.0
2020-11-22,24,León,93,40,18,43.01,19.35,44.0,67.05,70.0
2020-11-22,25,Lleida,55,29,14,52.73,25.45,54.0,142.15,137.0
2020-11-22,26,"Rioja, La",60,35,9,58.33,15.0,59.0,122.22,123.0
2020-11-22,27,Lugo,83,7,24,8.43,28.92,7.0,45.0,38.0
2020-11-22,28,Madrid,1259,388,398,30.82,31.61,31.0,4.96,5.0
2020-11-22,29,Málaga,352,51,77,14.49,21.88,17.0,10.33,11.0
2020-11-22,3,Alicante/Alacant,364,121,119,33.24,32.69,34.0,18.11,19.0
2020-11-22,30,Murcia,472,100,95,21.19,20.13,22.0,8.75,9.0
2020-11-22,31,Navarra,145,41,42,28.28,28.97,34.0,39.48,39.0
2020-11-22,32,Ourense,84,11,19,13.1,22.62,14.0,42.52,48.0
2020-11-22,33,Asturias,301,140,20,46.51,6.64,48.0,17.66,19.0
2020-11-22,34,Palencia,40,21,7,52.5,17.5,58.0,175.0,169.0
2020-11-22,35,"Palmas, Las",261,16,104,6.13,39.85,7.0,17.62,19.0
2020-11-22,36,Pontevedra,229,32,57,13.97,24.89,14.0,16.97,17.0
2020-11-22,37,Salamanca,85,24,28,28.24,32.94,29.0,71.98,67.0
2020-11-22,38,Santa Cruz de Tenerife,196,25,68,12.76,34.69,14.0,24.21,27.0
2020-11-22,39,Cantabria,122,38,38,31.15,31.15,29.0,51.07,48.0
2020-11-22,4,Almería,161,37,15,22.98,9.32,23.0,20.06,23.0
2020-11-22,40,Segovia,28,6,3,21.43,10.71,26.0,114.79,128.0
2020-11-22,41,Sevilla,354,118,89,33.33,25.14,35.0,16.52,18.0
2020-11-22,42,Soria,17,4,6,23.53,35.29,17.0,346.0,203.0
2020-11-22,43,Tarragona,144,65,38,45.14,26.39,46.0,49.67,51.0
2020-11-22,44,Teruel,8,7,0,87.5,0.0,57.0,1093.75,960.0
2020-11-22,45,Toledo,112,37,31,33.04,27.68,32.0,54.21,53.0
2020-11-22,46,Valencia/València,562,177,137,31.49,24.38,30.0,9.94,10.0
2020-11-22,47,Valladolid,159,83,40,52.2,25.16,52.0,48.65,49.0
2020-11-22,48,Bizkaia,208,52,73,25.0,35.1,26.0,28.89,31.0
2020-11-22,49,Zamora,19,11,0,57.89,0.0,51.0,304.68,272.0
2020-11-22,5,Ávila,18,11,3,61.11,16.67,53.0,432.11,331.0
2020-11-22,50,Zaragoza,198,84,50,42.42,25.25,47.0,34.18,37.0
2020-11-22,51,Ceuta,17,7,2,41.18,11.76,42.0,311.41,287.0
2020-11-22,52,Melilla,14,6,0,42.86,0.0,59.0,306.14,423.0
2020-11-22,6,Badajoz,148,38,22,25.68,14.86,26.0,27.39,30.0
2020-11-22,7,"Balears, Illes",289,55,80,19.03,27.68,18.0,16.16,17.0
2020-11-22,8,Barcelona,1142,409,440,35.81,38.53,38.0,6.51,7.0
2020-11-22,9,Burgos,101,41,26,40.59,25.74,41.0,65.67,64.0
2020-11-23,1,Araba/Álava,71,26,23,36.62,32.39,38.0,97.2,101.0
2020-11-23,10,Cáceres,104,33,14,31.73,13.46,28.0,43.45,42.0
2020-11-23,11,Cádiz,222,54,36,24.32,16.22,26.0,18.26,20.0
2020-11-23,12,Castellón/Castelló,85,23,25,27.06,29.41,24.0,66.44,55.0
2020-11-23,13,Ciudad Real,99,30,29,30.3,29.29,31.0,60.19,57.0
2020-11-23,14,Córdoba,151,44,31,29.14,20.53,29.0,32.89,32.0
2020-11-23,15,"Coruña, A",328,48,92,14.63,28.05,16.0,13.01,12.0
2020-11-23,16,Cuenca,41,5,6,12.2,14.63,13.0,65.44,66.0
2020-11-23,17,Girona,89,43,26,48.31,29.21,54.0,87.1,92.0
2020-11-23,18,Granada,231,125,51,54.11,22.08,55.0,32.98,32.0
2020-11-23,19,Guadalajara,43,17,7,39.53,16.28,39.0,129.79,128.0
2020-11-23,2,Albacete,82,20,31,24.39,37.8,33.0,75.84,80.0
2020-11-23,20,Gipuzkoa,111,37,42,33.33,37.84,35.0,64.12,62.0
2020-11-23,21,Huelva,73,16,11,21.92,15.07,20.0,50.67,44.0
2020-11-23,22,Huesca,29,19,4,65.52,13.79,61.0,273.48,254.0
2020-11-23,23,Jaén,139,41,17,29.5,12.23,34.0,30.02,33.0
2020-11-23,24,León,93,36,21,38.71,22.58,43.0,65.9,69.0
2020-11-23,25,Lleida,53,25,9,47.17,16.98,53.0,121.04,137.0
2020-11-23,26,"Rioja, La",60,32,13,53.33,21.67,58.0,125.0,123.0
2020-11-23,27,Lugo,83,7,18,8.43,21.69,8.0,36.29,43.0
2020-11-23,28,Madrid,1275,379,460,29.73,36.08,31.0,5.16,5.0
2020-11-23,29,Málaga,352,49,81,13.92,23.01,17.0,10.49,11.0
2020-11-23,3,Alicante/Alacant,364,118,132,32.42,36.26,34.0,18.87,19.0
2020-11-23,30,Murcia,472,93,83,19.7,17.58,22.0,7.9,9.0
2020-11-23,31,Navarra,142,41,46,28.87,32.39,33.0,43.14,40.0
2020-11-23,32,Ourense,84,10,19,11.9,22.62,13.0,41.1,47.0
2020-11-23,33,Asturias,335,144,22,42.99,6.57,47.0,14.79,18.0
2020-11-23,34,Palencia,40,20,8,50.0,20.0,57.0,175.0,171.0
2020-11-23,35,"Palmas, Las",261,16,116,6.13,44.44,7.0,19.38,19.0
2020-11-23,36,Pontevedra,229,28,62,12.23,27.07,14.0,17.16,17.0
2020-11-23,37,Salamanca,85,24,28,28.24,32.94,29.0,71.98,69.0
2020-11-23,38,Santa Cruz de Tenerife,196,24,86,12.24,43.88,14.0,28.63,27.0
2020-11-23,39,Cantabria,122,28,43,22.95,35.25,29.0,47.7,49.0
2020-11-23,4,Almería,171,41,14,23.98,8.19,23.0,18.81,22.0
2020-11-23,40,Segovia,28,6,3,21.43,10.71,24.0,114.79,122.0
2020-11-23,41,Sevilla,354,114,106,32.2,29.94,35.0,17.55,18.0
2020-11-23,42,Soria,17,4,6,23.53,35.29,17.0,346.0,217.0
2020-11-23,43,Tarragona,144,66,39,45.83,27.08,46.0,50.63,51.0
2020-11-23,44,Teruel,8,3,2,37.5,25.0,57.0,781.25,915.0
2020-11-23,45,Toledo,112,34,35,30.36,31.25,32.0,55.01,53.0
2020-11-23,46,Valencia/València,546,173,154,31.68,28.21,30.0,10.97,10.0
2020-11-23,47,Valladolid,156,79,40,50.64,25.64,52.0,48.9,49.0
2020-11-23,48,Bizkaia,214,52,84,24.3,39.25,25.0,29.7,31.0
2020-11-23,49,Zamora,19,9,0,47.37,0.0,53.0,249.32,280.0
2020-11-23,5,Ávila,18,12,2,66.67,11.11,55.0,432.11,340.0
2020-11-23,50,Zaragoza,196,79,55,40.31,28.06,46.0,34.88,37.0
2020-11-23,51,Ceuta,17,6,2,35.29,11.76,41.0,276.76,287.0
2020-11-23,52,Melilla,14,6,0,42.86,0.0,56.0,306.14,401.0
2020-11-23,6,Badajoz,148,35,31,23.65,20.95,26.0,30.14,31.0
2020-11-23,7,"Balears, Illes",289,57,96,19.72,33.22,18.0,18.32,17.0
2020-11-23,8,Barcelona,1135,391,480,34.45,42.29,37.0,6.76,7.0
2020-11-23,9,Burgos,102,39,22,38.24,21.57,41.0,58.64,63.0
2020-11-24,1,Araba/Álava,71,25,26,35.21,36.62,38.0,101.17,101.0
2020-11-24,10,Cáceres,104,32,15,30.77,14.42,30.0,43.45,43.0
2020-11-24,11,Cádiz,218,55,42,25.23,19.27,26.0,20.41,20.0
2020-11-24,12,Castellón/Castelló,85,23,22,27.06,25.88,24.0,62.28,55.0
2020-11-24,13,Ciudad Real,99,33,35,33.33,35.35,32.0,69.37,59.0
2020-11-24,14,Córdoba,151,45,28,29.8,18.54,29.0,32.01,32.0
2020-11-24,15,"Coruña, A",328,46,87,14.02,26.52,16.0,12.36,12.0
2020-11-24,16,Cuenca,41,5,5,12.2,12.2,13.0,59.51,69.0
2020-11-24,17,Girona,76,45,17,59.21,22.37,54.0,107.34,94.0
2020-11-24,18,Granada,231,119,43,51.52,18.61,54.0,30.36,32.0
2020-11-24,19,Guadalajara,43,17,7,39.53,16.28,39.0,129.79,128.0
2020-11-24,2,Albacete,82,19,29,23.17,35.37,31.0,71.39,78.0
2020-11-24,20,Gipuzkoa,111,38,47,34.23,42.34,34.0,68.98,62.0
2020-11-24,21,Huelva,73,16,10,21.92,13.7,21.0,48.79,45.0
2020-11-24,22,Huesca,29,19,2,65.52,6.9,63.0,249.72,260.0
2020-11-24,23,Jaén,142,45,17,31.69,11.97,33.0,30.75,32.0
2020-11-24,24,León,93,34,21,36.56,22.58,42.0,63.59,68.0
2020-11-24,25,Lleida,55,26,15,47.27,27.27,52.0,135.53,140.0
2020-11-24,26,"Rioja, La",60,33,15,55.0,25.0,57.0,133.33,125.0
2020-11-24,27,Lugo,83,9,18,10.84,21.69,8.0,39.19,43.0
2020-11-24,28,Madrid,1255,362,505,28.84,40.24,30.0,5.5,5.0
2020-11-24,29,Málaga,354,46,82,12.99,23.16,17.0,10.21,11.0
2020-11-24,3,Alicante/Alacant,362,119,130,32.87,35.91,34.0,19.0,19.0
2020-11-24,30,Murcia,472,90,82,19.07,17.37,21.0,7.72,9.0
2020-11-24,31,Navarra,142,39,44,27.46,30.99,32.0,41.16,41.0
2020-11-24,32,Ourense,84,9,22,10.71,26.19,12.0,43.93,47.0
2020-11-24,33,Asturias,335,145,31,43.28,9.25,47.0,15.68,18.0
2020-11-24,34,Palencia,40,19,7,47.5,17.5,55.0,162.5,169.0
2020-11-24,35,"Palmas, Las",261,17,127,6.51,48.66,6.0,21.14,19.0
2020-11-24,36,Pontevedra,229,31,58,13.54,25.33,14.0,16.97,17.0
2020-11-24,37,Salamanca,85,22,25,25.88,29.41,29.0,65.05,68.0
2020-11-24,38,Santa Cruz de Tenerife,196,23,77,11.73,39.29,13.0,26.03,26.0
2020-11-24,39,Cantabria,122,32,39,26.23,31.97,29.0,47.7,48.0
2020-11-24,4,Almería,169,47,17,27.81,10.06,23.0,22.41,21.0
2020-11-24,40,Segovia,28,7,4,25.0,14.29,23.0,140.32,122.0
2020-11-24,41,Sevilla,354,111,110,31.36,31.07,34.0,17.64,18.0
2020-11-24,42,Soria,17,5,6,29.41,35.29,18.0,380.59,247.0
2020-11-24,43,Tarragona,144,67,37,46.53,25.69,46.0,50.15,51.0
2020-11-24,44,Teruel,8,3,1,37.5,12.5,57.0,625.0,871.0
2020-11-24,45,Toledo,112,37,35,33.04,31.25,32.0,57.4,53.0
2020-11-24,46,Valencia/València,558,175,152,31.36,27.24,30.0,10.5,10.0
2020-11-24,47,Valladolid,157,78,40,49.68,25.48,52.0,47.87,49.0
2020-11-24,48,Bizkaia,209,56,86,26.79,41.15,25.0,32.51,31.0
2020-11-24,49,Zamora,19,10,0,52.63,0.0,53.0,277.0,284.0
2020-11-24,5,Ávila,19,12,2,63.16,10.53,57.0,387.84,351.0
2020-11-24,50,Zaragoza,196,76,59,38.78,30.1,44.0,35.14,37.0
2020-11-24,51,Ceuta,17,5,2,29.41,11.76,39.0,242.18,282.0
2020-11-24,52,Melilla,14,5,0,35.71,0.0,51.0,255.07,364.0
2020-11-24,6,Badajoz,148,36,33,24.32,22.3,25.0,31.5,30.0
2020-11-24,7,"Balears, Illes",289,57,93,19.72,32.18,18.0,17.96,17.0
2020-11-24,8,Barcelona,1134,374,482,32.98,42.5,36.0,6.66,7.0
2020-11-24,9,Burgos,103,39,23,37.86,22.33,40.0,58.44,62.0
2020-11-25,1,Araba/Álava,71,23,23,32.39,32.39,37.0,91.24,98.0
2020-11-25,10,Cáceres,104,35,21,33.65,20.19,31.0,51.77,45.0
2020-11-25,11,Cádiz,222,55,41,24.77,18.47,25.0,19.48,19.0
2020-11-25,12,Castellón/Castelló,89,21,26,23.6,29.21,24.0,59.34,56.0
2020-11-25,13,Ciudad Real,99,33,30,33.33,30.3,32.0,64.27,60.0
2020-11-25,14,Córdoba,151,43,30,28.48,19.87,29.0,32.02,32.0
2020-11-25,15,"Coruña, A",328,46,97,14.02,29.57,15.0,13.29,13.0
2020-11-25,16,Cuenca,41,5,6,12.2,14.63,13.0,65.44,71.0
2020-11-25,17,Girona,75,45,14,60.0,18.67,54.0,104.89,95.0
2020-11-25,18,Granada,231,115,43,49.78,18.61,52.0,29.61,31.0
2020-11-25,19,Guadalajara,43,17,11,39.53,25.58,39.0,151.42,133.0
2020-11-25,2,Albacete,82,21,25,25.61,30.49,29.0,68.41,76.0
2020-11-25,20,Gipuzkoa,101,38,53,37.62,52.48,34.0,89.21,65.0
2020-11-25,21,Huelva,73,15,8,20.55,10.96,21.0,43.16,46.0
2020-11-25,22,Huesca,29,19,3,65.52,10.34,64.0,261.59,260.0
2020-11-25,23,Jaén,142,45,20,31.69,14.08,32.0,32.23,32.0
2020-11-25,24,León,93,35,22,37.63,23.66,41.0,65.9,68.0
2020-11-25,25,Lleida,52,26,13,50.0,25.0,51.0,144.23,141.0
2020-11-25,26,"Rioja, La",106,35,45,33.02,42.45,54.0,71.2,119.0
2020-11-25,27,Lugo,83,9,18,10.84,21.69,9.0,39.19,42.0
2020-11-25,28,Madrid,1244,350,486,28.14,39.07,30.0,5.4,5.0
2020-11-25,29,Málaga,354,45,80,12.71,22.6,15.0,9.97,11.0
2020-11-25,3,Alicante/Alacant,361,119,121,32.96,33.52,33.0,18.42,19.0
2020-11-25,30,Murcia,472,93,93,19.7,19.7,21.0,8.35,8.0
2020-11-25,31,Navarra,142,38,40,26.76,28.17,30.0,38.68,40.0
2020-11-25,32,Ourense,84,8,19,9.52,22.62,12.0,38.26,46.0
2020-11-25,33,Asturias,341,144,32,42.23,9.38,46.0,15.13,17.0
2020-11-25,34,Palencia,40,18,6,45.0,15.0,54.0,150.0,166.0
2020-11-25,35,"Palmas, Las",261,17,122,6.51,46.74,6.0,20.4,19.0
2020-11-25,36,Pontevedra,229,33,65,14.41,28.38,14.0,18.69,17.0
2020-11-25,37,Salamanca,85,24,27,28.24,31.76,29.0,70.59,68.0
2020-11-25,38,Santa Cruz de Tenerife,196,24,80,12.24,40.82,13.0,27.07,26.0
2020-11-25,39,Cantabria,122,32,33,26.23,27.05,28.0,43.67,48.0
2020-11-25,4,Almería,169,47,21,27.81,12.43,24.0,23.81,20.0
2020-11-25,40,Segovia,28,7,7,25.0,25.0,23.0,178.57,129.0
2020-11-25,41,Sevilla,354,111,113,31.36,31.92,33.0,17.88,18.0
2020-11-25,42,Soria,17,5,4,29.41,23.53,20.0,311.41,277.0
2020-11-25,43,Tarragona,141,63,38,44.68,26.95,46.0,50.8,51.0
2020-11-25,44,Teruel,8,3,0,37.5,0.0,54.0,468.75,826.0
2020-11-25,45,Toledo,112,40,33,35.71,29.46,32.0,58.19,54.0
2020-11-25,46,Valencia/València,566,176,155,31.1,27.39,31.0,10.33,10.0
2020-11-25,47,Valladolid,157,76,40,48.41,25.48,51.0,47.06,48.0
2020-11-25,48,Bizkaia,211,56,83,26.54,39.34,25.0,31.22,30.0
2020-11-25,49,Zamora,19,12,1,63.16,5.26,55.0,360.11,295.0
2020-11-25,5,Ávila,19,12,1,63.16,5.26,59.0,360.11,363.0
2020-11-25,50,Zaragoza,196,76,63,38.78,32.14,43.0,36.18,36.0
2020-11-25,51,Ceuta,17,5,2,29.41,11.76,37.0,242.18,272.0
2020-11-25,52,Melilla,14,7,0,50.0,0.0,48.0,357.14,343.0
2020-11-25,6,Badajoz,148,36,27,24.32,18.24,25.0,28.76,30.0
2020-11-25,7,"Balears, Illes",289,54,93,18.69,32.18,18.0,17.6,17.0
2020-11-25,8,Barcelona,1132,369,496,32.6,43.82,35.0,6.75,7.0
2020-11-25,9,Burgos,103,34,23,33.01,22.33,39.0,53.73,61.0
2020-11-26,1,Araba/Álava,71,21,23,29.58,32.39,35.0,87.28,97.0
2020-11-26,10,Cáceres,104,35,20,33.65,19.23,32.0,50.85,47.0
2020-11-26,11,Cádiz,222,55,35,24.77,15.77,25.0,18.26,19.0
2020-11-26,12,Castellón/Castelló,89,22,23,24.72,25.84,25.0,56.81,57.0
2020-11-26,13,Ciudad Real,100,32,34,32.0,34.0,32.0,66.0,62.0
2020-11-26,14,Córdoba,151,43,36,28.48,23.84,29.0,34.65,32.0
2020-11-26,15,"Coruña, A",328,43,83,13.11,25.3,15.0,11.71,13.0
2020-11-26,16,Cuenca,41,5,9,12.2,21.95,13.0,83.29,72.0
2020-11-26,17,Girona,73,44,16,60.27,21.92,54.0,112.59,97.0
2020-11-26,18,Granada,231,110,46,47.62,19.91,51.0,29.23,31.0
2020-11-26,19,Guadalajara,43,18,9,41.86,20.93,39.0,146.02,136.0
2020-11-26,2,Albacete,82,23,37,28.05,45.12,28.0,89.23,77.0
2020-11-26,20,Gipuzkoa,101,41,39,40.59,38.61,35.0,78.42,67.0
2020-11-26,21,Huelva,73,16,7,21.92,9.59,21.0,43.16,46.0
2020-11-26,22,Huesca,29,19,3,65.52,10.34,65.0,261.59,262.0
2020-11-26,23,Jaén,142,45,25,31.69,17.61,31.0,34.72,32.0
2020-11-26,24,León,93,31,21,33.33,22.58,40.0,60.12,66.0
2020-11-26,25,Lleida,52,26,10,50.0,19.23,50.0,133.13,139.0
2020-11-26,26,"Rioja, La",60,34,12,56.67,20.0,54.0,127.78,120.0
2020-11-26,27,Lugo,83,9,27,10.84,32.53,9.0,52.25,43.0
2020-11-26,28,Madrid,1234,356,503,28.85,40.76,30.0,5.64,5.0
2020-11-26,29,Málaga,354,43,82,12.15,23.16,14.0,9.97,10.0
2020-11-26,3,Alicante/Alacant,361,115,126,31.86,34.9,33.0,18.49,18.0
2020-11-26,30,Murcia,473,93,94,19.66,19.87,20.0,8.36,8.0
2020-11-26,31,Navarra,133,40,44,30.08,33.08,30.0,47.49,42.0
2020-11-26,32,Ourense,84,8,19,9.52,22.62,11.0,38.26,45.0
2020-11-26,33,Asturias,341,136,27,39.88,7.92,44.0,14.02,17.0
2020-11-26,34,Palencia,40,18,5,45.0,12.5,51.0,143.75,163.0
2020-11-26,35,"Palmas, Las",261,18,108,6.9,41.38,6.0,18.5,19.0
2020-11-26,36,Pontevedra,229,30,65,13.1,28.38,14.0,18.11,17.0
2020-11-26,37,Salamanca,85,25,29,29.41,34.12,29.0,74.74,69.0
